,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X601066.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X601336.CH.EQUITY,X300059.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X1997.HK.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0.0503655138247828,0,0.0761169301058503,0.128660393954995,0,0.360574343753931,0,0,0,0,0.00138423737178786,0.100941041683543,0,0,0,0,0,0,0,0,0,0.0845982727930221,0,0.0130598361787517,0,0,0.152477828219262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0.147594769430369,0,0,0,0,0,0,0,0.274407783349186,0,0,6.93889390390723e-18,0,0,0.0614105061933746,0.204640166207581,0,0,0.155404593328906,0,0,0,0,-1.38777878078145e-17,0,0,0.0421909734889762,0,0,0.0467462919354821,-0.114065825119033,0,0,0,0,0,0.0996854962928552,0.119285010397579,0,0,0,0,0,3.46944695195361e-18,0,0,0.0136775294618538,0,0,0.00687983151486815,0,0,-0.0415086443384295
X601939.CH.EQUITY,0.309835855821212,0,0,0,0,0,0,0,0,0,0,0,0.262351266523197,0,0,0,0,0.011417729081481,0,0,0,0,0,0,0,0,-0.032443254152831,0,0,0,0,0,0,0,0,0,0.220899575808274,0,0.0921705207357057,0,0,0,0,0.0995545898471431,0,0,0.0463491856261221,0,0,0,0,0,0
X601288.CH.EQUITY,0.347191868090976,0,0.0266392813232193,0,0,0.489678942397089,0,0,0,0,0.00737542379990993,0,0,0,0.0358269472460238,0,0,0,-0.0256919501630154,0,0.00929309611885964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101055747241567,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0.218262399042443,0,0,0,0,0,0.292320982682381,0,0,0,0,0,0,0,0.00587806530097928,0.661199018911507,-6.93889390390723e-18,0,0,0.0700659740334369,0,0,0,0,0,0,0.096620819763162,0,0,0,0,0,0,0,0,-0.219798872204857,0,0,0,0,0,0,0,0,0,-0.0108304639079944
X601988.CH.EQUITY,0,0.0769758482738547,0,0,0,0,0,0,0.151652919527807,0,0,0,0.181207622245807,0,0,0,0,0,0,0.119079281051614,0.133263158956687,0,0,0.268923599801886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.219062230399916,0,0,0.258950121740405,1.38777878078145e-17,0,0.0304879240627079,0,0.180961239726792,0,0,0,0,0,0,0,0,0,0,0.00369118670966692,0,0,0.0934232452664145,0,0,0.103964689828474,0,0,0,0,0,0,0,0.0495161736160653,0,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0638160738314679,0,0,0,0.43754318034606,0,0,0,0,0,0.167145399424265,0.132255236629986,0,0,0,0,0,0,0.288671707663212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.385834855929983,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.117588430239335,0.0964185746492386,0,0,0,0.13536720145776,-0.0201191706524586,0,0,0.0482776166378419,0,0.232065278575381,0,0,0,0,0.118234627364247,-0.0128925804174806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,-0.440316780262914,0,0,0,0,0,0,0.228950371080266,0,0,0,0,0,0,0,0,0,0,0,0,-0.00452580944984616,0,0,0,0.140168622382528,0,-0.0949227353611842,0,0.332471241883445,0,0,0,0,-0.027144205644529,0,0.861799760483302,0,0,0,0,0,0.29830122445681,0,-0.235340934248467,0,0,0
