,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X601066.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X002142.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.071159424280319,0,0.0399678187042714,0,0,0,-0.0263267548343667,0,0,0,0.469593932107636,0,0,0,-0.132112304385921,0,0,0,0,0,0,0,0,0,0,0,0,0.0580251170744938,0,0,0,0,0,0,0,0.049977000078782,0,0.0646671686386442,0,0,0,0.218257750500846,0,0,0,0,0.0229983376273075,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,-0.0151867645782515,0,0.0163147217957091,0,0,0.112768913048034,0,0.179759955717529,0,0,-0.0579268079427839,0.20192994078969,0.0571476604691595,0,0,0,0,0,0,-0.138890468858499,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18617015212721,0,0,-0.288782470702348,0.386678908306456,0,0.260555240030934,0,0.241834376240929,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.250589188378076,0,0,0.322964890260304,-0.0299075489490599,0.106818767400717,0,-0.0772521878240313,0,0,0,0,0,0,0.06919458697385,0.0606637924743289,0,0,0,0,0,0,0.117054894788867,0,0,-0.0325264178365986,0,0,0,0,0,0,0,0,0,0,0,0,-0.10096711250294,0.382550989547238,0,0,0,0,0,0,0,-0.00158093816986701,0,0,0,0,0
X601288.CH.EQUITY,0.384891805475349,0,0.089577630376051,0,0.101494230709131,0.165092463435103,0,0,0.00482746120492116,0,0,0,0,0,0,-0.132460623883343,0.0492032162370177,0,0,0,0,0,0,0,0,0,0.0249192894462404,0,0,0,0,0,0,0,0,0,0,0,0,0.295434924481017,0,0,0,0,0,0,0,0,0.0438348560663459,0,0,0,0
X5.HK.EQUITY,0,0,0.0507584939729779,0.22182178216816,0,0.139209118167963,0,-0.361569602734788,0,0,0,0,0.0908973116959107,0,0,0,0,0,-0.00801130947885037,0,0,0.392946277150579,0,0,0,0.458718018701894,0,0,0,0,0,0,0.091035221450264,0,0,0,0,0,0,0,0,0,0.00102656520538252,-0.0843120091999201,0,0,0,0.152701785066673,-0.0605269240720204,0,0,0,0
X601988.CH.EQUITY,0.226763704564523,0.101850692453534,0.351080901761317,0,0,0,0,0,0.139381416690153,0,0,0.151096757149994,0,-0.152261515622892,0,0,0,0,-0.11418239170702,0,0,0,0,0.16323051045058,0,0,0.104002568630235,0,0,0,0,0,0,0.0309892009491243,0,0,0,0,0,0,0,0,0,0,0.0410230635416459,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0.0811112215267141,-0.0807305090467121,0,0.13959592340574,0,-0.0469448825120527,0.0295547255739011,0,0.37356268455029,0,0.237540886005345,0,0,0,0,0,0,0.0483779133646518,0,0,0,0,0,0,0,0,0,0.0369130474035799,0.00610344143524596,0,0,0,0.0601942687180229,0.079143642686554,0,0,0,0.127150384566498,0,0,0,0,0,0,0.0516449538830893,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0545857907010982,0,0,-0.00296967223348797,0,0,0,0,0,0.339845347239303,0,0.106082357550853,0,0,0,0,0.153519145527794,0,0,0,0,0,0,0,0,0,0,0,0.0162836203051545,0,0,0,0.139864525300599,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.010876993925761,0.264746071459621,0,0,0.0371207669942639,0.0987279288885517,0,0,0,0,0.0351135244905544,0,0,0,0,0,0,0,0.108676718465627,0,0,-0.106119388677128,0,0,0,0,0.1035188681418,0,0,0,-0.105514068044689,0,0,0,0,0,0,0,-0.188563726007594,0,0,0,0.17692024628049,0,0,0,0,0.121029074842195,0,0,0,0,0.0937403142875547
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.159432476254455,0,0,0.00992316927419354,0,0,0,0,0,0.214671977386411,0,0,0,0,0,0.0963315362376676,-0.0151942598721159,0,0,-0.0364039649163327,0.285800641096888,0,0,0,0,-0.182691259006012,0,0,0,0,0.0381384776554151,0,0,0,-0.150418621937341,0,0,0
