,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X601066.CH.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X600837.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X300059.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X601336.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X2886.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.0302565742700448,0,0.380570049691412,0,0,0.107812155060943,0,0.298202061920479,0,-5.55111512312578e-17,0.123709317094599,0,0,0,0,0,0,0.0258603240806803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.369043024547682,0,0,0,0,0,0.00449630293348211,0,0,0,0,0,0.468141314066309,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03423375977357,0,0,0,0,0,0,0.0717293826972565,0,0,0,0.0348314510349323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,-1.73472347597681e-18,0,0,0.0599340751891111,0,0,0,0,0.00767295351335392,0,0,0.383021076609878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0695136067284166,0,0,0.055227748672211,0.159658132125557,0,0,0,0,0,0.14058496765573,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.394120761762063,0,0,0,0.415646195021954,0,0,0,0,0,0.0541007275319006,0,0,0,0,0.0860230515816773,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0.0342352449109832,0,0,0,0,0,0,0,0,-0.013412058351789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.276563469135583,0,0,0,0,0,0,0.000593337411252781,0,0,0,0,0,0,0.136337037812833,0,0.132835283958568,0,0,0,0,0,0,0,0,0,0.000548830316861969,0.0663693552931402,0,0.0161094954461983,0,0,0.046294146285614,0,0,0,0,0,0,0,0,0.164529516454069,0,0.150372926039477,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.353910277125167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1863653981244,0.083111937770098,0,0,0,0,0,0,0,0,0,0,0.0697696879935791,0,0,0,0.335049791932495,0,0,0,0,0,0,0,0,0,-0.109383898716457,-0.0541488143861495
X600036.CH.EQUITY,0,0,0.0288535411169438,0,0,0.0498768693934941,0,0,0,0,0,0.328477105378634,0,0,0,0,0,0,0,0,0,0,0,0.0249456208169734,0,0,0.0930781704318483,0,0,0.00154258588938823,0,0,0,0.132105835941903,0,0,0,0,0,0,0.0731716593685296,0,0,0,0,0,0,0,0,0.27174590170564,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.0114018626809106,0,0.0174346887627289,0,0,0,0,0,0,0.339016318163765,0,0,0,0,0.102834495205352,0,0.0139582947622225,0.0640956855694356,0,0,0,0.186998374017867,0,0,0,0,0,0,0,0.177258680118597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,-2.71050543121376e-20,0,0,0,0,0,0,0,0,0,0.132643956844054,0,0,0,0,0,0.123755314200574,0,0,0,0.314896985120244,0.0339584380719686,0,0,0,0,0,0,0,0.0459448480248681,0,0,0,0,0,0,0,0,0.141860684015676,0,0,0,0,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,2.77555756156289e-17,0,0,0,0,0,0,0,0,0,-0.168547649944075,0,0,0,0,0,0,0,0.0723943276289585,0,0,0,0,0,0,0.562216926965797,0,0.10609601515903,0,0,0,0,0,0,0,0,-0.391627387235378,0,0,0,0,0.761185537191877,0,0,0,-0.0695948837594647,0,-0.0946322460468394
