,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601066.CH.EQUITY,X823.HK.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X2891.TT.EQUITY,X2886.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.197551168035343,0,0.0211333810528515,0,0,0,0,0,0,0.344041440945931,0.166357811973824,0,0,0,-0.129253776500139,0,0,0,0,0,0,0,0,0,0,0,0.00941247027806087,0.0274578748849103,0,0,0,0.221502724004848,0,0,0,0,0,0.0466125420333822,0,0,0.0834472725844242,0,0,0,0.0237902872955106,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.0929878048352413,0,0,0.271267782779253,0,0,0.321186259974579,0,0,0,0.106174689547831,0,0,-0.0326887930229078,0,-0.0631071679961763,0,0.0482388512273397,0,0,0,0,0,0,0,0,0,0,0.110173185191321,0,0,0,0,-0.276574730727242,0,0.138213812297011,0.00940577490848778,0.127032493972942,0,0,0,0,0.0328523980084982,0,0,0,0
X601939.CH.EQUITY,0.485920893236867,0,0,0,0,0.180742854557795,0,0,0,0,0,0,0,0.0693217036464196,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.368025771049993,-0.110981482140774,0,0,0.0439880828326121,0,0,-0.0473942857578826,0,0,0,0,0,0
X601288.CH.EQUITY,0.534455814968839,0.0847720209111958,0.184523512411287,0,0.119329808313113,0.0044867655665036,0,0,0,0,0,0,0,0,0,-0.0591274122448327,0,0,0,0,0,0,-0.0823484780403342,0,0,0,0.0414651137634742,0,0,0,0,0.0800295032601045,0,0,0,0.0142962785589237,0,0.0855476713073207,0.176104295723096,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,-0.0195218033575999,0,-0.0284386496118745
X5.HK.EQUITY,0.0542430631872541,-0.0328946139719224,0.0443250493441825,0,0,0.132756177572474,0,0,0,0,0.167981841677406,0,0,0,0,0,0,0.534329972500109,0,0,0,0,0,0,0,0,-0.253318745196217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155884373968911,0,0,0,0,0,0
X601988.CH.EQUITY,0.129598685667574,0,0.185369267147155,0.0813488556269367,0,0,0,0,0.0954890326268881,0.0912466385979527,0.138596893111506,0,-0.281174599270055,0,0,0,0,0,-0.0307066251372865,0,0,0.224157071979832,0,0,0,0,0.168123868682081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.273182837055047,0,0,0,0,0,0,0,0,0,0.0873570354404138,0,0.174245624340209,0,0.103592773134579,0,0,0.0056441280019499,0,0,0,0,0.0816831798859355,0,0,0,0,0,0,0,0,0,0.161227303571681,0,0,0,0,0,0.0903944483867983,0.0010016230103314,0,0,0,0,0,0.0663973230741196,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,-0.0294978051606208,0.125579557455674,0,0,3.46944695195361e-18,0,-0.00878947230745659,0,-0.0131874569689761,0,0,0.139134927230251,0.23436336614814,0,0,0,0,0.177164912236314,-6.93889390390723e-18,0,0,0.222966963108781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165981342373275,0,0,0
X601628.CH.EQUITY,0.237381692695802,0.289628369543644,0,0.0140292451593782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00421498768448692,0,0,0,0,0,0,0,0.0608878774802487,0,0,0,0,0.0892224941602484,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0390309550532305,0,-0.177265056763073,0,0,0,0.214323699552833
X601166.CH.EQUITY,0.200706490933999,0,0,0,0,0.0257022278158418,0.345218519834296,0,0,0,0,0,0,0.023785439709093,0,0.510097988635009,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0.0335936915149792,0.0524036635453761,0,0,0,0.00933357603583469,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
