,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X2388.HK.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X688.HK.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X600837.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X601229.CH.EQUITY,X001979.CH.EQUITY,X600918.CH.Equity,X2881.TT.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.0642159518838196,0,0.378303608438387,0.12156874823173,0.0673389182260428,0,0,0,0,0,0,0,0,0,0,0.25272233467708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0662779170138187,0,0.0524491684166075,0,0.053058766061449,0,0,0,0.0831657652173695,-0.0850139257534182,0.0276274680549072,0.0100028189087715
X601318.CH.EQUITY,0,0,0.0377180100034288,0.137348228026382,0,0,0,0,0.12697608215391,0,0,0.0546674387147112,0.0386426775413207,0,0,0.0249443966969375,1.73472347597681e-18,0.130870388423684,0,0.185616695456589,0,0,0.121956538414718,0,0,0,0,0,0.0203547940227123,0,0.0745134138678035,0,0,0,0,0,0.0060131860761826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113141766967492
X601939.CH.EQUITY,0,0,0,0,0.211598829906861,0,-3.46944695195361e-18,0,0,0,-0.0361992422912261,0.148674708066747,0,0.0506212237595372,0,0,0,0,0.124469175360017,0,0.00830361411748353,0,-0.141950464676282,-0.020086565796189,0.482376738878877,0,0.140460960018635,0,0.0277306547618377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0427497984665882,0
X600036.CH.EQUITY,0,0.194009043742133,0,0,0,0,0.137157887815871,0.0921935422666757,0,0,0,0,0.192130666744351,0.0969470370194535,0,0,0,0,0,0,0,0,0,0,0,0.259590872052428,0,0,0,0.0608054780344217,0,0,0,0,0,0,0,0,0,0.0295138267134189,0.00512732000052659,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.11709432793107,0,0.0629683857086377,0,0,0.142640590390959,0,0.337128886238947,0,0,3.46944695195361e-18,0.0830611916774013,0,0,0,0,0.00233182582913646,0,0,0,0,0,0,0,0,0,0,0.134635791503069,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0513676250264655,0,0,0,0,0.0911912583553815,0,0,0,0,-0.0739762527020677,-0.0752629271649537
X601628.CH.EQUITY,0,0,0,-0.0280663692376266,0.0331579108253115,0,0,0,0,0,0.0763712776329507,0,0,-0.091184026354367,0,0,0,0,0.0448139004790769,0,-0.03119529941013,0,0,0,0,0,0,0,0,0,0,0,0,0,0.697211337984307,0,0,0,0,0,0,0.115537591447748,0,0,0,0,0.186731234806083,0,0,0,0,0,0.211802377286803
X1299.HK.EQUITY,0,0,-0.0792163941785325,0,0,0,0,-0.0453505195497969,0,0,0.14058349765093,0,0,0,0,0,0,0,0,0,0,0,0.0500240422281499,0.108493525336653,0,0,0,-0.243819245661344,0,0,0,0.0189969813885448,0,0,0,0,0,0,0,0.26560005986656,0,0.236707830905434,0.11645538023425,0.225245988101792,0.0272999104235305,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.0855685331735594,0,0,0.452595332531818,0.134609952680345,0,0,0,0,0,0,0,0,0,0,0,0,0.146134738291097,0,0,0,0,0,0.144058115013916,0.146943283350594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0.032147198897393,0,0,0.0103068469433886,0.0188960908514244,0,0,0,0,0,0,0,0.207611066128502,0,0.0996099535504709,0,0.12828208249914,0,0,0,0,0.0296094535608655,0,0,0,0,0,0,0,0.0128358698205958,0,0.243988897849961,0,-0.0669255461149162,0,0,0.191373932367515,0,0,0,0,0.083024270428447,0,0,0,0
X601166.CH.EQUITY,0,0,0.0502878855150572,0.0572507603832932,0,0.0276180097645433,0,0,0,0,0,0.0193908489705995,0.106098602254224,0.0682128773733335,0,0,0,0,0,0,0,0,0,0,0,0.163805947526866,0,0.368977736162305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0049069661645101,0,0,0,0,0
