,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X17.HK.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.466814596235114,0,0,0.416365839793458,0,0,0,0,0,0,0,0,0,-0.0622764715337331,0,0,-0.058432368668995,0,0,0.0192408474816686,0,0,0,0,0,0,0,0,0,0,0,0,0.226621392595446,0,0,0,0,0,0,0,0,0,0,-0.0953625171149063,0,0,-0.191724650570199,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.0158089847701414,0,0,0,0,0,0,0.167839217062617,0,0,0.263828180222233,0,0,0,0,0,0,0,0,0,0,0,0.0373808858072626,0.0195911997931973,0,0,0,0.0881508991962075,0,0,0,0,0,0.356325954567917,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.174659302031754,0,0,0,0,0,0,0,0,0,0.0452043623375148,0,0,1.73472347597681e-18,0,0,0,0,0,0,0.115793312043246,0,0,0,0.0300502838661686,0.399111278910716,0,0,0,0,0,0,0,0,0,0.109627585527119,0,0,0,0,0,0,0,0.0457971325515738,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.0445441239465215,0,0,0,0,0.075787520113568,0,0,0,0,0.084983013190227,0,0,0,0,0,0,0,0,0,0.063876512346345,0,0,0,0,0.148011964797028,-0.041151447700971,0,0,0,0,0,-0.000304253877252191,0,0,0.0208215509913948,0,0.0108848032347002,0,0.262121595442534,0,0,0,0.23747059144765,0,0,0,0.0369630571302183,0,0,0,0
X5.HK.EQUITY,0,-0.093793219602642,0,0,0,0,0,0,0,0,0,0,0,0,0.0536154716896172,0,0,0.089854297544288,0,0.334863466542042,0,0,0.417848493052628,0,0,0,0,-0.0174891638438025,-0.225350824422837,0,0,0,-0.0506359719439746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.137768677068943,-0.0701833364409263,0.179825699490008,-0.0448093116078206,0.00988162467928351
X601988.CH.EQUITY,0.166150267034889,0.00331917951824756,0,0.381945933378253,0,0,0,0,0,0.10575048884018,6.93889390390723e-18,0,0.138458946175677,0,0,0,0,0,1.0842021724855e-19,0,0,0.0667711489853333,0,0,0,0,0.0374930464744195,0,0,0,0,0,0,0.131478422323086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116970466439985
X600036.CH.EQUITY,0,0.303090677715589,0,0,0,0,0,0,0,0,0,0.142303135560603,0,0,0,0,0.0268126594651564,0,0.0172812379791677,0,0,0,0,0,0,0,-0.0276267593587553,0,0,0,0.0334939541768605,0.165919444805018,0,0.110501084376817,0.0341650000508701,-0.171927981728243,0,0,0,0.201544575002939,0,0,0,0,0,0,0,0,0,0.126971836319499,-0.0805012495436596,0
X1299.HK.EQUITY,0,0.0423793314588701,0,0,0,0,0,0,0,0,0,0,0,-0.101525800619802,0.00523829475067865,0.0154278669700817,0,0.282921960487695,0.165599722545331,0,0.293681705089358,0,0,0.233279073236654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.127674645044595,0,0,0,0,0,0,0,0,0,0,0,0,-0.210838621331337
X601628.CH.EQUITY,0,0.184314334915109,0,0,0,0,0,0,0,0.0398297229671179,0,0,0,0,0,0,0.222050763916697,0,0,0,0.113898313531859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0780769861136621,-0.0622188487819574,0.166061699343951,0,0.011527068658662,0,0,0,0,0,0,0,0,-0.0962146386593077,0
X601166.CH.EQUITY,0,0,0.111436294048486,0,0,0.266934292579777,0.0944426035785691,0,0,0,0,0,0,0,0,0,0.273147750263801,0,0,0,0,0,0,0,0,0,0.10576888256639,0,0,0,0,0,0,0.315554513140847,0,0.121598489329893,0,0,0,0,0,0,-0.105073433508608,0,0,0,0,0,0,0,0,-0.0994842841024097
