,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601166.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X000001.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X11.HK.EQUITY,X600048.CH.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0.397231959005922,0,0.127760496693824,0.0487321556406285,0,0,-0.0356209697649503,0,0,0,0,0,1.73472347597681e-18,0,0.0791621683998256,0,0,-0.0244054784233535,0,-0.012797387912824,0,0,0.0487099110182714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00982258864162873,0.227414107794027,-0.00148794841417035,0,0,0,0,0,0.0459706633297049,-0.060922064028719
X601318.CH.EQUITY,0,0,3.46944695195361e-18,0,0,0,0,0,0,-0.0126204522864126,0,0,0,0,0,0,0.123338193091382,0,0,0.383470053267977,0,0,0,0,0,0,0,0,0,0,0.0117297554094434,0,0,0,0,0.227623716204612,0,0.0346579460441136,0,0,0,0,0,0.0181580132123622,0,0,0,0,0,0.0250729339962951,0,0,0.155567227391688
X601939.CH.EQUITY,0,0,0,0.755658750709084,0,0,0,0,0,0,0.0739527330924068,0,0,-0.0326139740578951,0,0,0.13869677716579,0,0,0.088576181284766,0,0.00922029377031446,0,0,0,0,0,0,0.0457875681313976,0,0,0,0,0,0,0.0132235229506472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.85495324999803e-05
X601288.CH.EQUITY,0.105628963877702,0,0.894536593589483,0,0,0.0415178229561692,0,-0.0468543569493479,0,0.0436234787375661,0,0,0,-0.0010404800219904,0,0.0263768090459715,0,0,0,0,0.0302110843065477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00259639049699016,-0.0432262960954826,0,-4.33680868994202e-19,-0.126744737645601,0,0,0,0.00476678542046479,0,0,0,0,-0.1119297900539,0,0
X601628.CH.EQUITY,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0.164512280925475,0,0.212708843471305,0,0,0,0,0,0,0.220021352385812,0,0,0.00394452090058887,0,0,-1.38777878078145e-17,0,0,0,-0.135028400270356,0,0,0,0,0,0.0332861293002674,0.28670780796915,0,0,0,0,0,0,0,0,0,0.156242702278355,0,0.123479453986149,0,0,0,0.150755823725487,0
X600036.CH.EQUITY,0.0734815723307661,0,0.0325518537879684,0.309078639144365,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0.164406037194165,3.08487255565364e-05,0,0,0,0,0,0,0.200438994598531,0,0,0,0,0,0,0,0,0,0,0,0.0710833571342228,0,0,0,0,0,0,0.0618680966800325,0,0,0,0,0.00489799672620555,0,0,0
X601988.CH.EQUITY,0,0,0,0,3.46944695195361e-18,0.0886763389620384,0,0,0,-0.113891585312972,0,0,0.0142285483897611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0282159083448123,0,0,0,0,0,0,0,-0.0366129589695534,0,0,0,0,-0.0466933969324392,0,0.981115331483403,0,0,0,0
X1299.HK.EQUITY,0,0.0443703851562568,0,0,0,0,0,0,0,0.158849897075276,0,0,0,0.177740323300901,0,0,0,0,0,0,0,0,0.324950144156597,0,0,0.0615787949343247,0,0,0,-0.0791597617875875,0.0537737403118385,0,0,0,0,0,0.0575322274240466,0.034315826505006,0,0,0,0,0.170632589985311,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.233562748698046,0,0,0,0,0,-0.139546995437455,0,0.0276359459805401,0,0,0,0,0,0.349599938754781,0,0.0394043666357676,0.00681620721310283,0,0,0,0,-0.0229909179063119,0,0,0.259709404783529,0,0,0.100097818836907,0,0,0.111885556073719,0.230804021784386,0.0277621961938199,0,0,0,0.311803066980121,0,5.42101086242752e-20,0
X388.HK.EQUITY,0,0.261341776597988,0,0,0.170882091912161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0272645644972227,0,0.0583763800930599,0,0.102259123774256,0,0,0,-0.069179675270478,0,0,0,0,0,0,0,0,0.275216143676071,0.0575124677163385,0,0,-0.0461282222334519,0,0,-0.224967882052234,0.218186181447508,0,0,0,-0.061035522136769,0,0,0.202102051125669
