,X601398.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X300059.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X267.HK.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X1997.HK.EQUITY,X601155.CH.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0.258834049214035,0,0,0,0.262723649330491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.170047089503449,0,0,0,0.0916000910232485,0.035339192957349,0,0.00978768811864156,0.0602015117230293,0,0.0800741990927512,0,0,0,0,0,0,0,0,0,0,0,0,-0.0325311159537512,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0.154854543164742,0,0,0,0.0318710605808237,0.0948952753393853,0,0.0633583924977094,0,0.19472088422953,0,0,0,0,0,0,0.199044100581285,0,0.0535240346983097,0,0,0,0,0,0,0.19055909655895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.114159436976454,0,0,0.0484117335419655,0,0,0.127157914907181,0,0,0.0442774414335021
X600036.CH.EQUITY,0,0,0,0,0,0.175467983457284,0,0,0,0,0,0,0.21654186909386,0,0.0467068253475826,0,0,0,0,0,0,0,0,0,0.103666236264976,0,0,0.0504174432387657,0.0445397271490859,0,0,0,0.10218952051213,0,0,0,0,0,-0.0960272355192828,0,0,0,-0.0762821244856031,0,0,0,0,0,-0.0597784721949265,0.374026763197295,-0.0548344002206454,0,0
X601939.CH.EQUITY,0.627222870113585,0.175495005218778,0,0,0,0,0,0,0,0,0.0911274214469101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0782085187991449,0,0,0,0,0,0,0,0,0,0,0.176245568162162,0,0,0,0,0,0,0,0,0,0,0.0946423789260707,0.0114088286516347,0,0
X601288.CH.EQUITY,0,0.0553341493377067,0,0.0978471172383468,0,0,0,0.46966429343969,0,-0.0119954158242863,0,0,0,0,0,0,0,0,0.0973166388218132,0,0,0,0.0575292490580426,0,0.0575158588728841,0,0,0.0201643075468911,0,0,0,0,0.0434882457468306,0,0,-0.0650849995919273,0,0,0,0,0,0,0,0.125955685164236,0,0,0.0126054977952214,0.010231938537332,0,0,0,-0.0073929435011329,-0.0733285466173074
X1299.HK.EQUITY,0,0,0,0,0,0,0,-0.110467592340495,0,0.145920208388669,0,0,-0.00721751160842966,0,0,0,0,0,0,0,0,0,0.167774554327717,0,0,0,0,0,0,0,0,0,0.050502624027978,0,0,0,0.0317587384482399,0,0,0.250710825279894,0.0940137242434936,0,0.0575470623363986,0,0,0,0,0.282763520852161,0,0,-0.11140495034771,0,0
X601628.CH.EQUITY,0,0,-0.0549872587312437,0,0,0,0,0,0,0.161289937777199,0,0,0,0,-0.0679494032628362,0.13511505082063,0,0,0,0,-0.0325318378762132,0,0.133876706234568,-0.0667640340170925,0,0,0,0,0,-0.0258309577944774,0,0,0,0,0,3.46944695195361e-18,0,0.399279688970136,0,0,0,0,0,0.0101803666161633,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0,0.405114355727281,0,0,0,0,0,0,0.0857638151070422,-0.00803367633460585,0,0,0,0,0.212826597644918,0,0,0,0,0,0,0.0649969340559996,0,0,0,0,0,0,0,-0.117598855818336,0,0.0096659136924801,0.0695492546965534,0,0,0,0,0.0836777459795867,0,0,-0.0597759279174285,0,0.0991885233115997,0,0,0,0,0,0,-0.107067251060361
X5.HK.EQUITY,0,0.19585875019627,0,0.0674980571269604,0,0,0,0,0,-0.0930094269003863,0,0.0859149061074904,0,0,0,0,0,0,0,0,0,0,0.074957038535975,0,0,0,0.14498289637092,0,0,0,0,0,0.042015816237296,0,0,0,0,0,0.279151777051117,0,0,0,0,0,0,0,0.0285926043267539,0,0,0,0,0,-0.078619593217404
X388.HK.EQUITY,0,0,0,0,0,0.120483739027344,0,0,-0.10832878905105,0,0,0,0,0,0,0,0.268197160094265,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,-0.308326606769196,0,0,0,-0.100105987264754,0.290842552217649,0,0,0,0,0.00827459487640927,0,0.0209636272377111,0,0.102435524163159,0,0,0,-0.0642511866771162,-0.510623272744055,0
