,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X600030.CH.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X601066.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X300059.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X1997.HK.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0.0567142017127522,0,0.138743303729643,0.176386844495509,0,0.351767311461059,0,0,0,0,0.000600868199675276,0.131827544478193,0,0,0,0,0,0,0,0,0,0.0118749838283889,0,0,0,0,0.104028736431603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0.207656778853757,0,0,0,0,0,0,0,0.224197616914051,0,0,0,-3.46944695195361e-18,0,0.0719896410669298,0.144752224530838,0,0,0,0.210530612360493,0,0,0,0,0,0,0,0,0,0.0753590016767718,-0.059894900085817,0,0,0,0,0,0.0658300800793861,0,0,0,0,0,0,0,0,0,0,0.0749612635006317,0,0,0,0,-0.0072478902733775
X601939.CH.EQUITY,0.263703862504502,0,0,0,0,0,0,0,0,0,0,0,0.425689994139985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191836619066271,0,0.10601276908784,0,0.00656022294619597,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.342758149399168,0,0.0423696206291302,0,0,0.467194168863169,0,0,0,0,0,0,0,0,0.0359586688804761,0,0,0,0,-0.0109477733640766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112856386007498,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0.198280680959945,0,0.0394586259219313,0,0,-5.55111512312578e-17,0.310680200344564,0,0,0,0,0,0,0,0.0201435308684826,0.64826340142756,6.93889390390723e-18,0,0,0.0515051562987061,0,0,0,0,0,0,0,0.092193622392976,0,0,0.0205466195540207,0,0,0,-0.204433752433493,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.136937997876481,0,0,0.0492227893875954,0,0,0,0,0.200923771603334,0,0,0,0.143678114155399,0,0,0,0,0,0.0210240138604485,0,0.16842067881895,0,0,0,0.0277596897511944,0,0,0,0,0.0495249975612366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186382775056605,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.196679038862066,0,0,0.220237727020861,0,0,0,0,0.1779478669897,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149711685723843,0,0.00384347375884828,0.158236013040136,0,0,0.105481527187914,0,0,0,0,0,-3.46944695195361e-18,0.0489929089659992,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.164139302283422,0,0,0,0,0,0,0,0.325245326472229,0.0252104195818481,0,0,1.73472347597681e-18,0,0.193604804252057,0.291245587751297,0,0,0,0,0,0,0.247981872737667,0,0,0,0,0,0,0,0.0275018173864969,0,0,0,0,0,0,0,0,0,0,0,0.0906766820962975,0,0,0,0.0104832871914991
X601628.CH.EQUITY,0.325237567498526,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0563778102021339,0.0260362554928776,0,0,0,0.118371188164019,0,0,0,0.0876579155747653,0,0.230500611131048,0,0,0,0,0.150182899307482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,-0.163829471796985,0,0,0,0,0,0,0.194451097182563,-0.063961001605989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0805939992523017,0,-0.21239442300397,0,0,0,0,0,0,0,0.73854630518202,0,0,0,0,0,0.447486913227782,0,-0.182024779599425,0,0,0,0
X601166.CH.EQUITY,0,0,0.174243244120925,0,0,0,0.398119135119186,0.0489806254961131,0,0,0,-2.77555756156289e-17,0,0,0,0,0,0.0020423256350697,0,0,0,0,0,0,0,0,0,0,0,0.376111607693808,0,0,0,0,0,0,0,0,0,0,0.0333884466104679,0,0,0,0,0,0.0866096767024727,0,-0.118536693795233,0,0,0,0.0486977478490852
X601328.CH.EQUITY,0,0,0.0921865508958067,0,0,2.16840434497101e-19,0,0,0,0,0,0,0.52054290973693,0,0,0,0,0,0,0,0,0,0.00193937921310774,0.218630289078633,0,0,0,0,0.0250432368489378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0.116844010401709,0,0,0,0,0,0
