,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X601688.CH.EQUITY,X600048.CH.EQUITY,X001979.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X1997.HK.EQUITY,X002142.CH.EQUITY,X601066.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X17.HK.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.120476369313436,-0.119699393180274,0,0,0,0,0,0,0.431305814576124,0,0,0,0,0,0,-0.0104726349360456,-0.143429394315443,0,0,0,0,0,0,0,0,0,0.628471079661796,-0.00408278206424933,0,0,0,0,0,0,0,0,0,-0.0644234791436167,0,0.0274344557907982,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.0656484359772779,0,0.119503882595346,0,0,0,0,0.0817772121337337,0.0371907026615196,0,0,0,0.08696050361547,0,0,0.0689634918371219,0,0,0,0,0,0,0,0,0,0,0.0253141314807092,0.0121773864447765,0.22020010951395,0,0,0.241154551528159,0,0,0,0,0,0,0.00274577458903115,0,0,0,0,0,0,-0.0279383701488381
X601939.CH.EQUITY,0.30501732048848,0,0,0,0,0,0,0,0,0.0487398139991462,0,0,0,0,0,0,0,0.0265905778583941,0,0,0.09386299308338,0,0,0,0,-0.253091819639611,-0.0394989811095252,0,0,0,0,0,-0.0287943796927047,0,0,0,0,0.0214669134826899,0.0567257163407447,0.578190777207474,0,0,0,0,-0.0296210673245116,0,0,0,0,0,0,0.0999354871064204
X601288.CH.EQUITY,0,0,0,0,-0.346268605795667,0,0,0,0,0,0.681057776155588,0,0,0,0.102140026226921,-0.354283697706476,0.0474430510006997,0,0,-0.277109683121735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0833959547836979,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.133464114418944,0,0.314950032582957,0,0,0.0337721110852941,0,0,0,0.161338325494275,0,0,0.0449032968139854,0,0,0,0,0,0,0,0,0,0,-0.220394811716806,0,0,0,0,0,0,0,0,0.219652804437182,0.151420292199042,0,0,0,0,0,0,-0.0887386511449412,0,0,0.0965555704323134,0,0,0
X601988.CH.EQUITY,-0.0339078614648811,0,0,0,0.449215572988943,0,0,0,0,0,0,0,0,0,0.0199086378985746,0,0,0.0320406709581506,0,-0.178165792462561,0,0,0,0,0.25217469262659,0,0,0,0,0,-0.33402955689745,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00122164731097945,0.163455772371551,0,0,0,0,-0.00257993924471201,0.0684785011689715
X600036.CH.EQUITY,0,0.0531843219341426,-0.0127335240978139,0,0,0,0,0,0,0.641403115544053,0,0,0.0159598588943107,0,0,0,0,0,0,0.194435704059816,0,0,0,0,0,0,0,0.0705073091897998,-0.0329519421327487,0,0,0,0,-0.223706402691236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.081365907891465
X1299.HK.EQUITY,0,0,0,0,0.30022430790905,0,0,0,0,0,0,0,0,0,0,0,0,0,0.087787805852008,0,0,0,0,0,0,0.238919470824481,0,0,0.00399696883113731,0.0846875072912958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.128820540663984,0,0,0.0719471450427208,-0.0174912095811379,0,0,0
X601628.CH.EQUITY,0,0.0777534320654061,0.0260536450566016,0.0661260589784513,0,0,0,0,0,0,0,1.73472347597681e-18,0,0.158920093091851,0,-0.0304192658616965,0,0,0,0,0,0,0,0,0.0836753004574242,0,0,0,0,0,0,0,-0.0606927067036835,0,0.19427993884417,0.246365327271399,0,0,0,0,0,0.222456362199197,0,0,0.10990870712312,0,0,0,0,0,0,-0.00271202253059655
X601328.CH.EQUITY,0,0,0.0930714984775634,0,-0.0524431511148858,0,0.601446111893658,0,0,0,0,0,0,0,0,0,0,0,0,0.213393812598577,0,0,0,0,0,0.227313413388067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.164599476663917,0,0,-0.455685625548083,0,0,0,0,-0.00402869757323594,-0.194244732258167
X601166.CH.EQUITY,0.123166998367922,0,0,0.251561665146665,0,0,0,0,0,0,0,0,0.256507595753202,0.00338767378522091,0,0,0,0,0.0263931565058141,0,0,0.114015782453177,0,0,0,0,0,0,0,0,0,0,0.189494323575252,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0.0669524933102392
X601319.CH.EQUITY,0,0,0,0,-0.00745769210883062,0,0,-0.0310867969295838,0.0674337278702895,0,0,0,0,0.334473139505379,0,0,0,0,0,0,0.055009824305759,0,0,0,0,-0.109586283555597,0,0,0,0,0,0,0,0,0.388948068791456,0,0,0,0,0,0,0,0,0.139594389750323,0,0,0,0,-0.087853469527232,0,0,0
