,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X601066.CH.EQUITY,X001979.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X17.HK.EQUITY,X300059.CH.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0.144713233388053,0,0,0,0,0.0981860992084077,0,0,0,-0.0611498613742999,0,0,0,0,0,0,0,0,0.240811465577667,0,0.0130163545046562,0,0,0,0,0,0,0,0,0,0.0434580707271382,0,0,0.118629304132526,0,0,0,0,0,0,-0.0579873597499761,0,0,-0.116953207892104,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.149201393800919,0,0.0784597617579727,0,0.281408629414127,0,0,-0.0293579205081663,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0.0808754003217,0,0,0,0,0,0,-0.260868073881236,0.32611798467477,0,0.181050424739425,0,0,0,0,0,0,-0.0442069091572472,0,-0.0245661734845217,0
X601939.CH.EQUITY,0.319318073112773,0,0,0,0.0817417582759156,0,0,0,0,0,0,0,0,0.153164975139241,0,0,0,0,0,0,0.0737212603183285,0,0,0,0,0.150943642778831,0,0,-0.00513443835301614,0,0,0,0,0.108210907549901,0,0,0,0,0.0414125108729755,0,0,0,0,0.112543708759422,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.211450440780261,0.0654777855160877,0.0928239236742895,0,0.0283905487560013,0,0,0,0.0274636477973113,0,0,0,0,0,0,0,0,0,0,0,0.0836531729604946,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0279473802070179,0,0,0,0.188402712083375,0,0,0.271636677145259,0,0,0,0,-1.73472347597681e-18,0.14743735943514,0,0,0,0
X5.HK.EQUITY,0,-0.154549010143037,0,0.383844396197707,0,0,0,-0.258649644808044,0,0,0.0218576763383975,0,0,0,0,0,0,0,0,0.113192536347314,0,0,0.514932538520272,0,0,0,0,-0.0525498373989155,0,0,0,-0.117571469686556,0,0,-0.103360986416759,0,0,0,0.0218212869519118,0,0,0,0.174837992556292,0,0,0,0,-0.157436040013486,-1.73472347597681e-18,0,-0.119177406800921,0
X601988.CH.EQUITY,0,0,0.0920472743264365,0.208279389137879,0,0,0,0,0.0554677357136,0.155011145252103,0.389046246299974,0,0,0,0,0,-0.038870934099467,0,0,0,0,0,0,0.117125005089471,0,-0.0988586810275096,0.00267010806553069,0,0,0,0,0,-0.113054617262825,0.0318976193013414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0286532884225066,0,0.157163713784345
X600036.CH.EQUITY,-0.0473431193912658,0.210675323687424,0,0,0,0,0,0,-0.0157792487811358,0,0,0.105451891053727,0,0.264855405079147,0,0,0,0,0.168517597396998,0,-3.46944695195361e-18,0,0.0476688215964576,0,0,0,-0.0492173005622862,0,0,-0.0193589635002526,0,0.144374698614192,0,0,0,0,0.0686238659499567,0,0,0.0734332549884295,0.214774245959678,0,0,0,0,0,0.0489732672137427,0,0,0.0985064070083892,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0241814164796289,0,0,0,0.08339476655047,0.156805428870515,0,0.227189988456868,0.105078590854452,0.0583413041661461,0,0,0,0,0,0.175563744660376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0634256319986033,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0.00865120949333117,0,0.0343977956109253,0,0,0,0,0,0,0,0,0,0,0.124721478122462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0551996762854279,0,0,0,0,0,0.298596950694371,0,0,0,0,0,0,0,0,0,0.156502504855564,0,0
X601166.CH.EQUITY,0,0,0,0.106857905483047,0,0.143374059577882,0,0,0.00397863652278316,0,0,0,0,0,0,0.200558433099756,0,0,0,0,0,0,0,0,0,0,0.1060066576374,0,0,0,0,0.370418166193809,0,0.143741926976203,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,-0.161376221313047
