,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X601066.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X1997.HK.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.00243439344155776,0,0.223287845752871,0,0,0.110570360685344,0,0.243617633262146,0,0,0,0,0,0.127859893982172,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103895865813385,0,0,0,0,0,0,0,0,0,0,0,0,0.0479579445376227,0,0,0.0771556756026571,0,0,0
X601318.CH.EQUITY,0.136049926404739,0,0,0,0,0,0,0,0.32805039167822,0,0,0,0,0,0.00443429073858951,0,0.334284987419852,0,0,0,0,0.0205245976020023,0,0,0,0.119164569353253,0,0.0216985377393773,0,0,-0.132550908732427,0,0,0.127580339432472,0.0766895345163021,0,0,0,0,-0.0387460916562326,0.0396948276138006,0,0,-0.00713993780158895,0,0,0,0,0,0,0,0,-0.00557665837739292
X601939.CH.EQUITY,0,0,0,0.285148136963952,0,0.0754615133062699,0,0,0,0,0,0,0,0.423868470412522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0562270381423148,0,0,0,0.0735047419604475,0,0,0.00953369404175991,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.333437596387394,0,0.0166023083339708,0,0,0.502934296396284,0,0,0,0,0.0138333270913224,0,0,0,0.0434241694284863,0,0,0,0,0,0,-0.0200785586548954,0,0,0,0,0,-0.0139873690447996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104147076106046,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0.0166990083664143,0,0,0,0,0,0.0704829148621657,0,0,0,0.0681235499392543,0,0,0,0,0.0913413596641287,0.0506667041757735,0,0,0.577878167412806,0,0,-0.0676694783121804,0,0,0,0,0.048358988161942,0,0,0,0,0,0,0,0,0,0,0,0,-0.0421201734115278
X601988.CH.EQUITY,0.3984975495307,0,0.00839009248207029,0,0,0,0,0,0,0,0.0632927673756692,0,0,0,0,0,0,0,0.0391544120893159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152100180573885,0.0102929235687319,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0.291856794254991,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.220907305310493,0,0,0.264248185852138,-1.38777878078145e-17,0.0676689857404952,0,0,0,0.175109739047409,0,0,0,0,0,0,0,0,0,0,0.0091902628726212,0,0.114961088532274,0,0.0745135257381586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0601911216965364,0,0,0,0.470733106675019,0,0,-1.73472347597681e-18,0.124967273306564,0.106206767193858,0,0,0,0,0,0,0,0,0.268541778988242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.265984877246979,0.0413144925196225,0,0,0,0,0,0,0,0,0,0,0,0.0498986056935187,0,0,0,0,0,0.0927136489050136,0,0,0,0,0,0,0,0,0.0802817383544837,0.272937929842222,0,0,0,0,0.0554059124387297,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,-0.00428063022176845,0,0,0,0,0,0.222689685102048,0,0,-0.134622396669752,0,0,0,0,0,0,0,-2.77555756156289e-17,0,0,0,0,0,0,0.227790229109182,-0.182158684946368,0,0,0,0,-0.0804689397208164,0,0,0,0,0.739330630111022,0,0,0,0,0.618494718849733,-0.276953897071045,0,-0.479145748287079,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0,0.414078472324221,0.0207985940537695,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0.370777632730354,0.0146479590696085,0,0,0,0,0,0,0,0.036321973197092,0,0,0,0,0,0,0,0.185726306394074,-0.0314962655309497,0,0,0,0,0.0483886032279858
X601328.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666775632381412,0,0,0,0,0,0,0,0,0,0.154366205292961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0942450973241585,0.0410159345876071,0,0,0,0,0,0.00840004827716823,0,0,0,0
X000002.CH.EQUITY,0.144712411245048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0553941989485984,0,0,0,0,0,0,0,0,0,0,0,0.0218533639441981,0.497218384316376,0.0131103527801874,0,0,0,0,0,0,0.223016791014795,0,0,0,0,-0.152955439960305,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,-8.67361737988404e-19,0,0,0,0,0,0,0.00765982767505862,0,0,0.188342628537709,0,0,0,0,0.0810232688484376,0,0,0,0,0,0,0,0.105490262886667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0211058384676866,0,0,0,0,0.530641892228462,0,0,0,0.0803411485305661,0,0,0,0
X388.HK.EQUITY,0,0,0,0,0.0348980875798274,0,0,0.0888502575990749,0,0,0,0,0,0,0,0.149943965447471,0,0,0,0,0,0.0766178897703177,0.270757894170244,0,0,0,0,0,0.0710600468054118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0344407099246717,0,0,0,0,0
X16.HK.EQUITY,0,0,0,0.0706775418814156,0,0,0,0,0,-0.127004337624961,0,0,0,0,0,0,0,0,0.0971753546199294,0,0,0,0.148486087564919,0,0,0,0,0,0,0,0.0259712059829652,0.0113295351698786,0,0.249149053689263,0,0,0.0468063510496466,0,0,0,0,0,0.14304522707661,0,0,0,0,0,0.195473900608852,0,0,0,0
X000001.CH.EQUITY,0,0.055435302541092,0.0142580480843575,0,0,0,0.103933402878733,0,0,0,0.212679236078211,0,0,1.73472347597681e-18,0.0753283485259462,0,0,0,0,0,0.0892784323451252,0,0,0,0.207908505880189,0,0,0,0,0,0,0,0,0,0.17557134753545,0,0,0,0.0263902188289129,0,0,0,0,0,0,0,0,0,0.0888699541652397,-8.67361737988404e-19,0,0,0
X601601.CH.EQUITY,0,0,0,0,0,0,0,0.191114143528222,0.213121864550364,0,0.36658176664284,0,0,0,0.0582278715758347,0,0,0,0,0,0,0,0,0,0,0,0.0350231739324508,0,0,0,0,0,0,0,0,0,-0.0506069501592846,0,0.214227357424587,0,0.0520216234482048,0,0,0,0,0,0,0,0,0,0,0,0
X11.HK.EQUITY,0,0,0,0,0,0,0,0.0972786387430575,0,0,0,0,0,0,0.0327265698486647,0.0711126663061633,0,0,0,0,0,0,0.584049079067883,0,0,0,0,0.0276041533767391,0,0,0,0,0,0,-0.119941225435696,0,0,0,0,0,0,0,0.161997317916274,0,0,0,0,0,0,0,0,0,0
X688.HK.EQUITY,0,0,0,0.0634088876343003,0,0,0,0,0.183737764788978,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.681990376654881,0,0,0.0546229948038591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.210721683559529,0,0,-0.0767022305907221,0,0,0,0,0,0,0,0.179474278297837,0,0,0,0,0,0,-0.101846567590557,0,0,0,0.0840112760881948,0,0.610231865921318,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0144696296617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0192056489546901,0,0,0.254260752271461,0,0,0,0,0,0.0860347688322498,0,0,0,0.110351489939641,0,0,0,0.216137847323271,0,0,0
X2388.HK.EQUITY,0,0,0,0.106723168496524,0.111129877868904,0,0,0,0,0,0,0.0285091192101007,0,0,0.0617479962155709,0.0896059319643939,0,0,0.237193795571322,0,0,0,0,0.0560087867441719,0,0.131533341850602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158195833376965,0,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.100593943957279,0.455509040782782,0,0,0,0,0,0,0,0.0549570810817426,0,0,0,0,0.0737391119560806,0,0,0,0.0315697553841749,0,0,0,0,0,0,0.261008365388241,0,0,0,0,0,0,0,0,0.0321825069314888,0,0,0,0,0,0,0,0
