,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601066.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X17.HK.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00671408116140697,0,0,0,0.181774028482292,0,0,0,0,0.497769296868122,0,0,0,0,0,0,0,0,0,0,0,0,-0.15714010607352,0,0,0.506139970615175,0,0,0,0,0,0,0,0,0.0744675956531831,0,0.0241505555911226
X601318.CH.EQUITY,0,0,0,0,0,0,0.136131300358967,0,0.246055313365235,0,0,0,0,0,0,0,0,0.292631487692579,0.0827906810779617,0,0.0429648386998938,0,0,0,0,0.0990975251129258,0,0,0,0,-0.0117446090902293,0,0,0,0,0.0641100905658631,0,0,0,0,0.0263737895462837,-3.46944695195361e-18,0,0,0.0181547056981472,0,0,0.0299402979750491,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.499809148221851,0.0218141829165929,0,0,0,0,0.334237187942808,0,0,0,0,0,0,0,0,0,0,0.121341507760361,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0.160955869869089,0,0,0,0,0,0,0,0,0,0,0,0.00930534051595657
X601288.CH.EQUITY,0,0,0,0,0,0,-0.398224491278432,0,0,0,0.990272824934485,0,0,0,0,-0.117045982916616,0,0,0,-0.305028421351374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0161144068438616,0,0.201041711784571,0,0,0,0,0,0.0181333581369036,0,0,0,0,0.0446682197504448,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.129229643525347,0.38449254867361,0,0,0,0,-0.0335760148530035,0,0,0.236965302062039,0.0823844790842408,0,0,0,0,0,0,0.210658935502858,0,0,0.0520891030255811,0.0365300752615555,-0.192802549631794,0,0,0,0,0,0,0,0,0.00256487265999385,0,0,0,0,0,0,0,0,0,-0.228255642464103,0,0.124797787623102,0,0,0
X601988.CH.EQUITY,0,0,0,0,0.348666933862006,0,0,0,0.106720528816066,0,0,0,0,0,0.0888711704694608,0,0.0291488548049016,0,0,-0.0488712408172959,-0.0654247878680912,0,0,0,0.215905825079584,0,0,0,0,0,-0.214698382330305,0,0,0,0,0,0,0,0,0.0751856600345464,0,0,0,0,0,0,0,0,-0.0354230981026405,0,-0.130128927424369,0
X1299.HK.EQUITY,0,0,0,0,0.234131404054073,0,0,0,0,0,0,0,0,0,0,0,0.193603602860587,0,0,0,0,0,0,0,0,0.0389622926929755,0,0.0464200060773878,-0.112141363115016,0.0926309334392611,0.0417917312352211,0,0,0,0,0,0.522682811482779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0138219154286949
X600036.CH.EQUITY,0.00965601585509699,0,0,0,0,0,0,0,0,0.438838239361482,0,0,0,-0.0129713669523948,0,0,0,0.227679276648094,-0.0404309998545717,0,0,0,0,0,0,0,0,0,0.00580904581146675,0,0,0,0,0,0,0,0,0,0,0,0,0,0.216998458477411,0,0,0,0,-0.129894262304299,0,0,0,0
X601628.CH.EQUITY,0,0.0840683190984344,0,0.00161411274955695,-0.0899284607108032,0,0,0,0,0,0,0.0526415471340804,0,0,0,0,0,0.212571021593719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.423653170255502,0,0,0,0,0,0.217404168507709,0.0910185238556886,0,0.0650827748118416,0,-0.0108353754102819,0,0,0,0,-0.0193347026921522
X601328.CH.EQUITY,0,0,0.105808849394346,0,-0.0566042256705258,0,0,0.41719415147947,0,0,0,-0.0402456384713728,0,0.472319153005557,0,0,0,0,0,0,0.139159240160036,0,0.092517789116784,0,0,0,0,0,0,0,0,0,-0.0912667533209111,0,0,0,-0.0947158088634867,-0.192518068756382,0,0,0,0,0,0,-0.0601464911020889,0,0,0,0,0,0,0
X601166.CH.EQUITY,0.110208887248426,0,1.38777878078145e-17,0.252680116900808,0,0,0,0,0,0.194514896657897,0,0,0,0.25776608645634,0,0,0,0,0.0561574309697758,0,0,0,0,0,0.0258504763377348,0,0,0,0,0,0,0,0,0.0198324764617816,0,0,0,-0.0732557308184516,0,0.0415063221083058,0,0,0,0,0,0,0,0,0,0,-0.0405950078060729,0
X601319.CH.EQUITY,0,0.105897042214995,0,0,-0.31087186480306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0260585052684278,0,-0.0473795000026673,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0.0368703406951576,-0.104232079214292,0,0,0,0,0.552787657517532,0,0.0651692814686912,0,0,0,0,0,0.0337198295246176
X16.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.0185767222799086,0,-0.0548415341344859,0,0,0,0.0961228544075792,0,-0.20610707375966,0,0,0,0,0,0,0,0,0,0,0,0.0942749176017235,0.0991176662530671,0,-0.124398137548771,0.136245401764301,0,0,0.48650991344688,0,0,0,0,0,0,0,0,0.347909404651741,0,0,-0.160902418510106,0,0,-0.034533547474929
X600000.CH.EQUITY,0,0,0.196077637410832,0,0,0,0,0,0,0.140903976682269,0.41634133651277,0,0,0,0,0,0,0,0.00518030093977273,0.11031124435839,0.0777490220863673,0,0,0,0,0,0.180082339966995,0,0,0,0,-0.0527207310323036,0,0,-0.246855385231837,0,0,0,-0.10810588109635,0,0,0,0,0,0,0,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,0.0427531058118609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171763044317737,0,0,0,0.0637252954008099,0,0,0.0185955801387973,0,0,0.621559490563162,0,0,0.00839728161598448,0,0,0,-0.0607833085042209,0,0.032391521754233,0,0.0402101789318776,0,0,0,0,0,-0.0685940194497097,0
X11.HK.EQUITY,0,0,0.241820804032459,0,0.0610785000625652,0.0692381208648244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17850305271699,0,0,0,0,0,0.446515123784664,0,0,0,0,0,0,0,0,0.043158338391254,0,0,0,0.20513535764952,0,6.93889390390723e-18,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0.0146839480507409,0,0.0600866844960084,0,0,0,0,0.111804600947028,0,0.215279394718717,0,0.0801686314652981,0.299831245184629,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0301154990009402,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0
X601601.CH.EQUITY,0,0,0,0,0,0,0,0.0346182990820492,0.242997134568318,0,0,0,0,0.0170479378809995,0,0.0124687672438766,0,0,0.0396576245827942,0,0,0.066273089360375,0,0,0,0,0,0,0,0,0,0,0.127241302907091,0,0,0.186158747819097,0,0,0,0.0231886329689885,0,0,0,0,0,0,0,0,0,0,0,0
