,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X1109.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X002142.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X601818.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0.483004124801718,0,0.247773040699326,0.0575003225435905,0,0,-0.0605850623014551,0,0,0,0,0,0,3.46944695195361e-18,0.0756548303371422,0,0,-0.0761336630392277,-0.0248721344969736,0,0,0,0.0411745240945599,0,0,0,0.0144675908015367,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0488421860338092,0.315953080253004,0,-0.00290206934824369,0,0,0,-0.0330679384665721,0.073962573583264,-0.0583348065409356
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.010867356313862,0,0,0,0,0,0.169032059288127,0,0,0,0.351701398762274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198508064253426,0,0.0468769930764566,0,0,0,0,0,0,0,0,0,0,0,0.00387388055039752,0,0,0.173847916391256
X601939.CH.EQUITY,0,0,0,0.701619565316018,0,0,0,0,0,0.068553169059296,0,0.277727998952603,0,-0.0347150766504671,0,0.0344578256568592,0,0,0,0,0,0,0.0356987530830151,0,0,0.00223958760331516,0,0,0,0.00329698584970596,0,0,0,0,0,0.0421894500241822,0,0,0,0,0,0,0,-0.0271465198072826,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.151376976115793,0,0.853992690367044,0,0,0,0,-0.07650123321065,0,0,0,0,0,-4.33680868994202e-19,0,0,0.0159452557421376,0,0,0,0.0377719838578549,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0285443500330749,0,0,0,0,0.0245769800969807,0,0,-0.144492894589512,0,0,0,0,0,0,0,-0.0507116927839237,-0.00306818058257027,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0898532906297254,0.179822169653305,0,0,0,0,0,0,0,0.0597034117145544,0,0,0,0.0927649175334334,0,0.0360527372159103,0,0,0,0,0,0,0.165793019300726,0,0,0.280120663393639,0,0,0,0,0,0,0,0,0,0,0,0.0215963546689756,0.0557739326612051,0,0,0,0,0
X600036.CH.EQUITY,0.241855138745668,0.0429046199652718,0.222412112594661,0,0,0,0,0,0,0,0,0,0,0,0,0.187765653988845,0,0.0187805928749376,0,0,0,0,0,0,0,0,0,0,0,0.215059207213162,0,0,0,0,0,0,0,0,0,0,0,0.00974392519403631,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.103769378124218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056746583313088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913619372607319,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0.129946149734966,0,0,0,0.0323941215095893,-0.0572946082411209,0,0,0,0,0,-0.133256784658682,0.295178334587083,0,0,0,0,0,0,0.0482036453196641,0,-0.14030741536193,0,0,0,0,0,0.0690590931407623,0.0455303952230326,0,0,0.0731576527389299,0,0,0.255006681495412,-0.0253554306292323,0,-0.00240775789912109,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.17788691560046,0,0,0,0,0,-0.0240212833558985,0,0,0,0,0,0,0.0275870009236824,0.303407570891662,0,0,0,0.0764399866327459,0,0,0,-0.183978719889209,0,0,0.0577921459521421,0,0,0.0770533087335513,0,0,0.3204170092321,0.110660504972262,0,0.0345620534582627,0,0,0.0321724181640407,0,0,0
X388.HK.EQUITY,0,0.00575749216313251,0,0,0.153164683475846,0,0,0.125954833520407,0,0,0,0,0,0,0,0.0308252731101606,0,0,0,0,0.096228177201918,0.385729225648129,0,0,0.120312239073836,0,0,0,0,0,0,0,0,0,0,0,0,0.115495437666102,0.195673375608853,0,0,0,-0.22184034902121,0,0,0,0,0,0,0,0,0,0.0711974973202577
X600030.CH.EQUITY,0,0,0,0,0.0196954995714145,0,0,0,0,0.0534354552745444,0,0,0,0.447464561186468,0,0,0.00400357936387518,0,0,0.0736603515932804,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0.00748146919913409,0.0648571088485842,0,-1.0842021724855e-19,0,0,0,0.236233887182923,0,0,-0.0231428977878663,0,0,0,0,0,0.231708917376495,0,0,0,0,0
X601658.CH.Equity,0.130810800296355,0.0300331457467371,0.300466917394231,0.0254922664173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0314939763130618,0,0,0,0,0,0,0,0.175020563898923,0,0,0,0,0,0.157815215647463,0,0,0.0296027523318917,0,0,0.0177030431270648,-0.0469403766817443,0,0,0,0,0.0836796357080691,0,0,0,0.0773689990832824,0,0,0
X601166.CH.EQUITY,0,0,0,0.0457455967646131,0,0,0.157402408676588,0,0,0,0,0,0,0,0,0.0538722112301646,0,0,0,0,0,0.0803270744630621,0.0571000012521099,0.386065522180888,0,0,0,0,0,0,0,0,0,0.0409929093567981,0,0,0.0285337092605089,0,0,0,0,0,0,0,0.0129056958465094,0,0,0,0.208653140340248,0,0.0239188950804427,0,0
X601066.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.64266002844337,0,0,0,0.0363305656239595,0,0,0,0,0,0,0.00939751850143515,0,0,0,0,0,-0.00624642050493895,0,0,0,0,0,-0.068714332455697,0,0,0,0,0.168291403827013,0,0,0.034022297382372,0,0.0179769015194768,0,0,0.0064242456620659,0,0,0,-0.00634631598787858,0,0
X000002.CH.EQUITY,0,0,0,0.152938567068257,-0.180832808297134,0,0,0,0.350132861447185,1.73472347597681e-18,0,0,0.174109445257725,0.309455728300883,0,0,0,0,0,0,0.0543135290505173,0,0,0,0,0,-0.033324397453257,0,0.149713346709224,0,-0.197023677611553,0,-0.0369286745609601,0,0,0,0,0,0,0,0,0,0,0.0540631977264444,0,0,0,0,0,0,0,0,0.0448115787956348
X000001.CH.EQUITY,0,0.0697131715060285,0,0,0,0.638891741591582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0312023524407256,0,0,0,0,0.127868042031792,0,-0.15047235058924,0.0929666507651346,0,0,0,0.0671732289170768,0,0,0.0400849716507277,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,-0.0161829570922329,0,-0.182194182782713,0
X601328.CH.EQUITY,0.313143660991836,0,0.0483629206444731,1.38777878078145e-17,0,0,0,0,0,0,0.0492008487715143,0,0,0,0,0,0,0.128779180847921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0674958827005345,0,0,0,0,0,0.0467959106280967,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0.280079898883045,0,0,0,0,0,0,0,0,0,0,0.377730680024281,0,0,-0.0314294236181925,0,0,0,0,0,0.0602623884348423,0,0,0,0,0.0746567674570348,0,0,0,0,0,0.00128332330651074,0,0,0,0,0,0,0,0,0,0,0.692690193265319,0,0,0,0,0,0,0.242149058331198,0,0,0
X601601.CH.EQUITY,0,0.323705462964063,0,0,0.29606927041172,0,0,-0.0469955608355356,0,0,0,0,0.156526692572129,0,0,0,0,0,0,0.142251278741475,0,0,0,0,0,0,0,0,-0.0777416102011134,0.0464724539686215,0,0,0,0,0,0.164271641699036,0,0.0188847420466456,0,0,0,0,0,0,0.0301661956898771,0,0,0,0,0,0,-0.117398174026124,0
X601319.CH.EQUITY,0,0,0,0.121717498569568,0,0,0,0,0,0,0,0.0907067763801216,0,0,0.0246049104037364,0.203402939430569,0,0,0.0876845749428228,0,0,0,0,0,0,0,0,0.114108018740239,-0.0125580530506512,-0.0552943044533356,0,0,0,0,0,0.0451286637923231,0,0,0,0,0,-0.0459059826636088,-0.0414278382524882,0,0.0839466020241133,0.101779158427657,0,0,0,0,0,-0.141543490800383,0
X16.HK.EQUITY,0,0,-0.0582211529031952,0,0,0,0,0,-0.1350468335099,-0.0155099893023988,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,-0.169048063489949,0,0,0,0,0,0,0,0.379049160256264,0,0,0,0,0,0,0,6.93889390390723e-18,0,0.138315486180322,0.262731934344913,0.0416388644569108,0,0,-0.122138060545909,0.29035739584116,0,0,0,0,0,0
X1109.HK.EQUITY,0,0,0,0,0.0826692628705963,0,0.0434699889077964,0.128310445872482,0,0.208477891621774,0,0,0,0.0836841786086574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182551195734839,0,0.0476647657177875,0,0,0,0,0,0,0.0728264250255714,0.0697428786784831,0,0,0.0749860673678999,0,0,-0.0810145098654922,0,0,0,0,0,0.0918063634933088,0,0
X600016.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.136923452544563,0,0,0,0.0220950456301124,0,0,0,0,0.102394093380476,0,0,-0.1476043225972,0.0596263237709447,0,0.0929361694889184,0,0.300585318031972,0,0,0,0,0,0,0,0,-0.161598891124384,0,0,0,0,0,0,0.434064886091735,0.0193712129742006,0,0,0,0,0,-0.153943184605555
X601998.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.0415548598949367,0,0.0201607703002691,0,0,0,0.0112215708802967,0,0.0243097879361094,0.288034138329573,0,0.0638883582002811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0853049315394962,0,0,0,0.0699508732499737,0,0,0.588807721942241,0,-0.0190787977936824,-0.0671396008316661,0
