,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X601066.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X300059.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X2886.TT.EQUITY,X600015.CH.EQUITY,X2891.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.409906281983425,0.0322902221273112,0.0633915122319809,0,0,0,0,0,0,0.188102154982515,0,0,0,0,0,0,0,0,0,0,0.0593791343754193,-0.0266240434122274,0.0590476430083971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00926689361932458,0,0,0.00281111382388019,0,0,0.0628950133511387,0.0507742339727556,-0.100687857063808,0
X601939.CH.EQUITY,0.396351688991381,0,0,0.186431793925184,0,0,0,0,-0.0372819855801613,0,0.143197902851556,0,0,0,-0.0803406980754191,0,0,0,0,0,0,0,0,0.178537856567701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00598696218954853,0,0,0,0.09694005163565,-2.16840434497101e-19,0,0,0
X601318.CH.EQUITY,0,0,0,0,0.304738784913059,0.0831699950297301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18194567148926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0760916599528725,0.10838344611901,0,0,0.0119512319558201,0.14347595220323,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.377056241830796,0,0,0,0.214157164390205,0,0,0,0,0,0,0,0,0.146999391895339,0,0,0,0,0,0.0914005474070515,0.0342793437115096,0,0,0,0,0,0,0,0,0,0,0,0.0843923082889116,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.478008493290564,0,0,0,0,0,0.18507828654889,0,0,0,0,0,0.040394038255249,0.198993613250416,0,0,0,0,0,0,0,0,0,0.0119405470129299,0.0871722544282471,0,0,0,0,0,0,0,-0.579598763540677,0,0,0,0,0,0,0,0.176390492168816,0,0,0,0,0,0.0901803133513281,0,0,0.227076857828089
X600036.CH.EQUITY,0,0,0.0453335613819803,0,-0.036959601150115,0,0,0,0,0,0,0.286364588234508,-0.0497750020875296,0,0,0,0.0710647847289258,0,0,0,0,0.175753046731658,0.0114384718735373,0,0,0,0,0,0,0,0,0.208542062158225,0,0,0,0,0,0,0,0.109872238699954,0.00663158652838448,0.0865567229203256,0,0,0,0.074963538152649,0,0.0614110968723124,0,0,-0.0391720618290122,0,0
X1299.HK.EQUITY,0,0,0,0,0.0353274726302686,0,0,0,0,0,0.0348065144216984,0,0,0.187237965251791,0,0,0.0341601369379357,0.50205899404439,0,0,0,0,0.115532061704684,0,0,0,0,0,0,0.0173691068927177,0,0,0,0,0,0,0,0,0,0.0849996533106584,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,-0.00791775689371591,0,0,0,0,0,0,0,0,0,0,0,0,-0.153382166860608,0,-0.185038205803866,0,0,0,0,0,0.515424372910133,0,-0.259004410531759,0,0,0.760371465082246,0,0,0,0,0,0,0,0,0,0.399913758328149,0,6.93889390390723e-18,0,0,0,0,-0.263940869978742,0,0,0,0,0,0,-0.0155458088970745,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.112755741550514,0,0,0,0,0,0,0,0,0.378369422956078,0.020584753917505,0,0,0,0,0,0,0,0,0,0,0.0418459988389982,0,0,0.0863893300494031,0,0,0,0,0.228665921894923,0,0,0,0,0,0.0200488735045551,0,0,0.179848977993006,0,0.0295033041409671
X601658.CH.Equity,0,0,0,0.135823940589505,0.15432824549263,0,0,0,0,0,0,0,0,0.125616843899564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175536666423726,0,0,0,0,0,0,0,0,0.219613343155277,0,0,0,0,0,0,0,0,0,0,0.352433927355203,0,0,0.0285822588068487,0
