,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X000001.CH.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X600048.CH.EQUITY,X601066.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X002142.CH.EQUITY,X601229.CH.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,-0.213475353005095,0,0,0,0,0,0,-0.0562884543466482,0.165920949779826,0,0,0,0,0,0,0,0,0,0,0,0,-0.209947152230102,0,0,0,0,-0.170273778745319,0,0,0,0,-0.237405508206463,0,0,0.056040058105422,0,0.734080530896795,0,0.330790465427883,0,0,0,0,0,0,-0.0182602036229082,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.0525100592862195,0,0.0705285406541396,0,0,0,0,0.07459983968554,0,0,0,0,0,0,0,0,0,0.194045498606095,0,0,0,0,0,0,0,0,0.0287171703487786,0,0,0,0,0.310947521091166,0,0,-0.0125627193618949,0,0.198639365268219,0,0,0,0,0,0,0,0,-0.0537802884432574
X601939.CH.EQUITY,0.323673336216512,0,0,0,0,0,0,0,0,0.0151913504810983,0,0,0,0,0,0,0,0.131745552833861,0,0,0,0,0.0246593567844247,0,0.0224277474947956,0,0,0,0.138658542269324,0.0996780082945802,0,0,3.46944695195361e-18,0,-0.174256302724689,-0.0172623084553912,0,0,0.444482626164217,0,0,0,0,0,0,0,0,0,0,0,0,0.108935484580401
X601288.CH.EQUITY,0,0,0,0,0,0.000155286354036256,0,-0.197383050000607,0.112013848746958,0.00655150828808798,0.371286142680432,0.12826151571649,0,0,0.145868948275396,0,0,0,0,0,-0.075128893999883,0,0,0,0,0,0,0,0,0,-0.553949962476194,0,0,0,0,0,0,0,0,0,0,0.137199824740383,0,0,0,0,0.26644242745299,0,0,0,-0.114744342627817,0
X5.HK.EQUITY,-0.154883906576865,-0.104884635024867,0,0,0,-0.0463795448962222,0,0,0,0,0,0,0,0,0,0.304265988165479,0,0,0,0.294369518082854,0.0470916296957397,0,0,0,0.417772355175499,0,0,0,0,0,0,0,-0.0247991369787569,0,0,0,0,0,0,0,-0.172812273348841,0,0.183114474128851,0,0,0,-0.0188785215955575,0,0,0,0,0
X601988.CH.EQUITY,0.040120937543802,0,0.0919625675874239,0.33212641500176,0,0,0.0472475216552255,0,0,0,0.181259110328462,0,0,0,0,0,0.114715951355871,0.110597771832553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128938365250951,0,0,0,0,0.143120132352596,0.172000620935615,0,0,0,0,0,-0.0320863959301667,0
X600036.CH.EQUITY,0,0.242178258731199,-0.0113778478416956,0,0,0,0,0,-0.110796128598598,0.0614754197123888,0,0,0.534842706991648,0,0,0,0,0.0198793113716889,0,0,0.294764233388246,0,-0.105981093168204,0,0,0,0,0.0976419043937467,0,0,0,0,0.328903556759751,0,-0.155755629729621,0,0,0,0,0,0,0,0.107030230796676,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0.0923730063154593,0.0139387221786165,0,0,0,0,0,0.0248234072387068,0,0,0,0,0.144013308599658,0.222458912433356,0,0,0,0,0,0,0,0,0,0,0.023734207328946,-0.00254386897206417,0,0,0.0207334402651565,0,0.30496901392689,0,0,0,0,0,0,0,-0.104676166440606,0,0,0,0,0,0,0.0777984300208307,0,0,0,0,0
X601628.CH.EQUITY,0,0.0373992598939087,0,0.0535013314484656,0,0,0,0,0,0,0,0,0,0.318778789387692,0,0,0,0,0,0,0,0,0.0861926123436534,0.0277552933166303,0,0,0,0,0,0,0,0,-0.0540580263127373,0,0,0,0.0451239608770072,0.230611467772109,0.00747117217786428,0,0,0,0,0,0,0.140929805163521,0,0,0,-4.33680868994202e-19,0,0
X601328.CH.EQUITY,0,0,0,0,0,0,0.299865616483878,0,0,0,0,0,0.19135722466016,0,0,0,0,0,0,0,0.254993254936772,0,0.0542208081425639,0,0,0.0881862420748008,0,0,0,0,0,0,0,-0.172543739626714,0,0,0,0,0,0,0,0,0,0.087532266275535,0,0,0,0,0,0,0,-0.230114523827416
X601166.CH.EQUITY,0,0,0,0.255413183739834,0,0.135382270868486,0,0,0,0,0,0,0,0.453244803282434,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0717391953928918,0,0,0,0,0,0,0,0,0,0,0.151153362540825,0,0,0,0,-0.0330744043366799,0,0,0,0,0,0,0,-0.105978483909301
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184415870121562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134120729014609,0,0.284006068676369,0,0,0,0,0.0331977759679131,0,0,-0.118969496050722,0,0
X600000.CH.EQUITY,0.0132516874180307,0,0,0,0,0,0.544323602683612,0,0,0.012610412972398,0,0,0,0,0,0,0,0,0,0,0,0.0144100059508325,0,0,0,0.340052234327662,0,0,0.125527433986891,-0.0297114738112427,0,0,0.047102770744905,0,0,0,-0.147541207100513,0,0,0.0564855038987738,0,0,-0.365557623678367,0,0,0,0,0,0,0,0,0
X601601.CH.EQUITY,0,0,0,-0.0900784868515995,0,-0.21537589064039,0.05324930571408,0,0.422137440874506,0,0.117623929522976,0,0.0534756749264906,0,0,0.221297634811503,0,0.151883095261774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0102034147468179,0,0,0,0,0,0,0,0,0,0,0,0,0,0.219856093674637,0,-0.0470227881164871,0,0.100094788733496
X16.HK.EQUITY,0,0,0,0,0,0,0,0.14704872857559,0,0.00144008162897225,0,0,0,0,0,0,0,0,0,0,0.0345255440267638,0,0,0,0,0.173827384351451,0,0,0,0.154486568038811,0,0.180272023596606,0.0660512717689034,0,0.0546702278472355,0,0,0,0,0,0.331361719280015,0,0,0,0,0.0661450228675292,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0.0175046572009637,0.154748293516862,0,0,0,0,0,0,0,0,0.305681961242253,0,0,0,0,0,0,-0.136179491683285,0,0,0.0903023044997312,0,0,0.410979725049796,0,0,-0.374422132037944,0,-0.0264041998499552,0.342724912709323,0,0,0,0,0,0,0,0,0,0.136102661338312,0,0,-0.0757609687125108,0,0,0,0.215459327111339,-0.166601852190368,0.0215808972138831
X11.HK.EQUITY,0.167941257227551,0,0,0,0.107749407098503,0.079195645366301,0,0,0,0,0,-0.0140251398551949,0,0,0,0,0,0,0,0.179222721504927,0,0,0,0,0,0,0.000298385016045231,0,0,0.0908933044464058,0,0.132947930269527,0.213318813180597,-0.0539874963959256,0,0,0,0,0,0,6.93889390390723e-18,0,-0.00545551430829217,0,0,0,0,0,-0.0761687709065448,0,0,0
