,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X1113.HK.EQUITY,X601818.CH.EQUITY,X823.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601066.CH.EQUITY,X601229.CH.EQUITY,X002142.CH.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.129850663725297,0,0,0,0,0,0,0,0.0564563876347152,0,0,0,0,0,0,0,0,-0.0696616859274789,-0.187863699329063,0,0,-0.190406575083819,0.0135030359067027,0,0,0.0222006987351997,0,0.623308323880323,0,0,0.198524154093954,0,0,0,0,-0.00758107447875723,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.142693678755484,0,0.111459362284593,0,0,0,0,0,0,0.0568104248559495,0,0,0,0,0,0,0.0932254126648791,0,0,0,0,0.0681309794978861,0,0.0242236619196603,0.0130769454770084,0,0,0,0,0.340062411623078,0,0,0,0,0,0,0.0300048998023208,0,0.0160150992915883,0,0.0237874127701689,0,0,0,0,-0.0335960539377862
X601939.CH.EQUITY,0.220003773953268,0,0,0,0.0434128792757268,0,0,0,0,0.190367048955159,0,0,0,0,0,0,0,0.0992609337032798,0,0,0.00676558226848284,0,0,0,0,0,0,0,0,0.111220567015475,0,0,-0.148081636075594,-0.0525262752458234,0,0,0,0,0.0624530618477229,0.42199959694199,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.252748848735337,0.222640147580109,0,0.435283178537582,0,0,0,0.115638709234992,0.0788706040958366,0,0,0,0,0,0,0,0,-0.0592328725848952,0,0,0,0,0,0,0,0,-0.594871653371253,0,0,0,0,0,0,0,0.280050893710092,0,0,0,0,0,0,0,0,-0.0507719376343794,0
X5.HK.EQUITY,-0.0476103383812721,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.490965068590736,0,0,0.447997281948099,0,0,0,0,0.0530310910208222,0.0921822357281601,0,0,-0.112833680021798,0,-0.0272386427137607,-0.164244378374616,0,0,0,0,0,0,0,0,0,-0.0723573564799755,0,0.174921469873818,0,0,0,0,0,-0.12516619495311,0,0,0
X601988.CH.EQUITY,-0.257710018115898,0,0,0,0.430160581538108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.656975148805752,0,-0.0700034709958126,0,0.022544978531387,0,0,-0.467496896506976,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0.114490592326764,0,0,0,0,0.103176438268554,0,0,0,0,-0.0328177486176881,0
X600036.CH.EQUITY,-0.0866821989733507,0.631456149176833,-0.0244573677130502,0,0,0,0,0,-0.142425254121203,0.191359497340008,0,0.453720100541677,0,0,0,0,0.0453739230154311,0.0287635218405914,0,0,-0.251103502568372,0,-0.170407694453249,0,0.216120705371334,0,0,0,0.0872322002749677,0,0.136322830461168,0,-0.137986378324428,0,0,0,0,0,0,0,0,0.0664089794229888,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0.0620771047755464,0.000250848327798876,0,0.179579937531576,0.00144859566786405,0,0,0,0,0,-0.0256034830595223,0,0,0.104160963174086,0.00687169848049428,0,0,0,0,0,0,0,0,0,0.219793576370321,0,-3.46944695195361e-18,0,0,0,0.155693353745531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0.037988064406154,0,0,0,0,0,0,0,0.0794123783512901,0,0,0.334813109151733,0,0,0,0,0,0,0.0117315693323971,0,0.0229737795894453,0,0,0,0,0,0,0,-0.00450305202817042,0,0,0,0,0.174661660600482,0.135371142896756,0,0,0,0,0,0,0,0,0.0113667879548739,0,0,0,0,0,-0.152247587599793
X601328.CH.EQUITY,0,0,0.0227369073757215,0,0,0,0.0801120736768601,0,0,0,0,0.328890982165821,0,0,0,0,0,0,0,0,0,0,0,0,0.256823763805359,0.100059626360914,0,0,0.0527907238831526,0,0,0,0,0,0,0,0,-0.223367371371308,0,0,0,0,-0.0809890989884256,0.149635342294145,0,0,0,0,0,0,0,-0.372254022215107
X601166.CH.EQUITY,0,0,0,0.223751216884793,0,0,0,0,0,0,0,0,0,0.415401065081138,0,0,0,0,-0.0321022745832815,0,0,0,0,0,0,0,0,0,-0.0292751410239349,0,0.125958299512246,0,0,0,0,0,0,0,0,0.111949971331419,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,-0.0968085857004552
X600000.CH.EQUITY,0.00120661743743561,0,0,0,0,0,0.538681168976247,0,0,0.0145793564566446,0,0,0,0,0,0,0,0,0,0,0,0.0186529307232817,0,0,0,0.328543300975669,0,0.109586411942275,0,-0.0289163028573211,0.0374564459091892,0,0,0,0,0,-0.152168938285771,0,0.0822823042393973,0,0,0,-0.365199099603916,0,0,0,0,0,0,0,0,0
X601319.CH.EQUITY,-8.67361737988404e-19,0.342348119594096,0,-0.053579341342893,0,0,0,0,0,-0.0384115664389055,0,0,0,0,0,0,0,0.114002770325083,0,0,0,0,0,0.124527158000975,0,0,0,0,0,0,-0.0766228060293862,-0.12500710067589,0,0,0,0.0779634793997974,0,0,0,0,0,0.22742509498159,0,0,0,0,-0.0528130400302412,0,0.0734116467067581,-0.0747743779477841,0.0313733924734274,0.162413905797779
X601601.CH.EQUITY,0,0.418319007277273,0,0,0,-0.211115054690735,0.0100912121720243,0,0.25659226124578,0,0,0,0,0,0,0.183754691091824,0,0,0,0,0,0,0,0.00264780596913887,-0.105196635115707,0.104079049874126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0.0169763812925915,0,0,-0.00590704023519684,0,0
X16.HK.EQUITY,0,0,0,0.058359808238745,0,0,0,0.252386169553813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0415709146718457,0,0.186391703910516,0,0.0752567485860472,0,0.165694640005,0.0392692327396081,0.0919641915079305,0.00519586636731091,0,0,0,0,0,0,0,0.404486521132798,0,0.0822011003142306,0,0,0.109295651269734,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0.0604700066672806,0.0879518155568968,0,0,0,0,0,0,0,0,0.254502158412141,0,0,-0.108583201273864,0,0,0,0,0,0.13324988295026,0,-0.123916885706711,0,0.458471721845316,0,0,-0.239635100361507,0.305215163934931,0,0,0,0,0,0,0,0,0,0,0,0.239793710428025,0,0,-0.0355634171624184,0,0,0,0.41840874553866,0,0
X11.HK.EQUITY,0.139128506464504,0,0,0,0.190457198917802,0.0296542477621073,0,0,0,0,0.157790320285717,0,0,0,0,0,0,0,0.254316721480599,0,0,0,0,0,0,0,0,-0.0111094842759815,0,0,0.0336469637252609,0,0,0,0,0,0,-0.0171663937286886,0.171605546237984,0,0,0,0.057285456119428,0,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0.0314852568382837,0,0,0,0,0,0,0,0,0,0,0,0.1887659015045,0,0,0,0,0.554312742460459,0,0,0,0.0203526918090586,0.0370941662773963,0,0.123481198298422,0,0,0,0,0.0832127106315753,0,0,0,0,0,0,-0.273503977629232,0,0,0,0,0,0,0,0,0,0.0148703079825981,0,0,0,0
X2388.HK.EQUITY,-0.000837203350232411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.451199188576275,0.320281640224577,0,0,0,0,0,0,0.25459966049937,0,0.115616352610387,0,0.0649912754892513,0.180226049216701,0.0371435841471148,0,0,-0.0675796276770847,0,0,0,0.0171007157495047,0,0,-0.186918934212855,0,0,0,0,0,-0.0429935153235075,0,0,0,-0.0675812668253189,0
X600030.CH.EQUITY,0.0592159542002796,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0.0869111181435457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149973906258368,0,0.29567251872689,0,0.00642329948978962,0,0,0,0,0,0,0,0,0.261341339409864,0,0,0,0
X688.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176834617229491,0,0,0,0,0,0,0,0.142989822319623,0.0515501896500696,0.0655894581979119,0,0.143559634181054,0,0,0,0,0,0,0,0.116303582096585,0,0,0,0,0.0643160399853536,0,-0.113863686203414,0,0,0,0,0,0,0,0,6.93889390390723e-18
X600016.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.106833194885071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.501214885637295,0,0,0,0,0,0,0,0
X000001.CH.EQUITY,0,0,0,0,0,0.0445324703815789,0,0.348711761112992,0,0,0,0.00412079014479791,0,0,0,0,0,0,0,0.0277637762180918,0,0,0,0.0211662515508627,0,-0.243979620568369,0,0,0,0,0,0,0.01451132864712,0,0.0820287724745263,0,0,0,0.121914104422662,0.358273203333352,0,0,0.066341604441261,0,0,0,0,0,0,-2.71050543121376e-20,0,-0.022065661602629
X601998.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0157811754177386,0.113216668566921,0,0,0,0,0.0940983194647276,0,0,-1.38777878078145e-17,0.0179549713163636,0,0,0,0.075386088126571,0,0,0,0,0,0,-0.17522055348358,0,0,0,0,0,0.0222786988008038,0,0.107116927977554,0.0405726102100759,0,0,0.434370727633401,0.171684324643154,0,0,0.12620999147523,0,0,-0.068804437824463
X267.HK.EQUITY,0,0,0,0,0,0,0.312763922447601,0,0,0.0704860761771068,0,0,0,0,0,0,0,0,0.293095580377976,0,0,0,-0.189071606106022,0,0,0.103205225308404,-0.102197455438098,0,0,0.0893224938905799,0,0,0,0,0,0,0,0.255566514083902,0.0794975918331568,-0.0389389308625966,0,0,0,-0.0939554220301389,0,0,0,0,0,0,0,0
X1109.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0477182592402863,0,0,0,0.129942985108318,0,-0.0203064930949881,0,0,0.327317884137778,0,0,0,0,0,0,0,0,0,0,0,0.158187692257047,0,0,0,0,0,0,0,0,0,0,0,0,0.0935772302109327,-0.0803370583185235,0.232135927038947,0,-0.0655667575730111,0,0
X2007.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.0313217009780462,0,0,0,0,0.140571333492281,0.246915774726074,0,0,0,0,0.0310897173898705,0,-0.14516970594204,0,0,0.0665190749199422,0,0,0,0.0409521919570489,0,0,0,0,0,0,0,0,0,0,0,0.0171057841077648,-0.238528164357117,0,0,0,0,0.0760958100619675,0.264568900523947,0,0.0263341654593051,0
X1113.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.210713543519194,0.0210407037806098,0.24068781319183,0,0,0,0.129586715594868,0,0,0,0.0381116131872355,0.203517360229655,0,0,-0.0566562889163478,0,0.160155791771837,0,0,0,0,0,0,0,0.0581918261108992,0,0.0269449208703931,0,0,0,0,0,0,0,0,0,0,0
X601818.CH.EQUITY,0,0,0,0.38297804637858,0,0,0.339721213265084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0213540408262061,0,0,0,-0.164230298814867,0,0,0,0.225732095753246,0,0,0,0.0590003378393752,0,0,0.222163262765291,0,0,0,0,0,0,-0.16982817550334,0,0,0,0.0733975321242821
X823.HK.EQUITY,0,0,0,0.112045565332068,0,-0.0350377193713534,0,0,0,0,0,0,0,0,0.0553199158532531,0,0.0585715604585432,0.108931281555011,0.310144743539972,0,0,0,0,0,0,0,0,0,0,0,0,0.00177415328247421,0,0,0,0.174016696483587,0,0.076126304707421,0,-0.0425893552981293,0.345453531063949,0,0,-0.121393871428702,0,0,0,0,0,0,0,0
X600048.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.128071441734277,0.0768285155292898,0,0,0,0.122371761668552,0.169495564531669,0,0,0,0,0,0,0,0,0.0361078651167484,0,0.176511960766318,0.0276949745066976,0,0,0,0.283436865784936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.277094296357796,0,0,0
X12.HK.EQUITY,0,0,0,-0.0776867076248498,0,-0.318389115909188,0,0.464900683638116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.331768029223098,0,0,0,0,0.135282604615747,0,0,0,0,0,0,0,0.309371451915485,0,0,0,0,0.0755642792892683,0,0,0,0,0,0,0,0,0,0,0
X001979.CH.EQUITY,-0.301505829584735,0,-0.118274256123282,0,0,-0.0781297524969962,0,0,0,0,0,0,0,-0.164333165492195,0,0,0,-0.223057726928338,0,0,0,0,0.200356395769814,0,0,0,0,0,0,0,0.336557322095727,0.0142463425732529,0,0,0.0129314320121794,0,0,0,0,0,0,0,0.17839542543841,0,0.330505481142426,0,0,0.235536249725321,0,0,0.217722440488961,0.0415251329095239
X601688.CH.EQUITY,0.0124241674876292,0,0,-0.160272445877007,0,0,0,0,0,0,0,0,0,0,-0.0818587779848471,0,0.0803194688657912,0,0,0,0,0,0,0,0,0,0,0,-0.0213578337602246,0.0452212978125878,0,0,0.0629037907815731,0,0,0,0.526183340233596,0,3.46944695195361e-18,0,0.100522868619248,0.0511588283428952,0,0,0.0447524752293378,0,-0.0409828543188541,0,0.274729144116173,0,0,-0.0967888806142658
X601211.CH.EQUITY,0,0,0,0,0,0.00241763449833511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0.0309339638954486,0,0,0,0,0,0,0.137781945601666,0.13324645812823,0.124289028640234,0,0,0,0.250482789362062,0.0223507950354559,0,0,0,0,0.323479222013791,0,0.0565983080805478,0,0
