,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601628.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X300059.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.0799786449707325,0,0.660197326060999,0,0,0,0,-0.0264543061678666,0,0,0,0,0,0,0,0,0.118451895132431,0,0,0,0.0312954971923024,0.0117834857011138,0,0,0,0,0,0.0503857182252854,-0.0172508558922291,0,0,0,0,0,0,0.00163738107213321,0,0,0,0,0,0,0.00346455920287522,0,0,0,0,0,0,0.0286836335300021,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.0165701676203137,0,0,0,0.182037202316077,0,0,0,0,0,0.347190577377298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17577890333658,0,0,0.102727776718925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143841443906912
X601939.CH.EQUITY,0,0,0,0,0.35674265935227,0,0,0,0,0,0.175699843548491,0,0,0.0442612942757124,-0.0940241161787164,0.102709475472164,0.191714055591248,0,0,0,0,0,0,0,0,0,0,0.0608846365578014,0,0,0,0,0,0,0,0,0,0,0.157744392014837,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.148510461125239,0,0,0.240565115599956,0,0,0,0,0.347095939178371,0,0,0,0.166311548687524,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0.00889264489612704,0,0,0,0.063763804991491,0,0,0,0,0,0,0,0.0752279432785497,0,0,0.1544048470146,0,0,0,0,0,0
X601288.CH.EQUITY,0.183008232707132,0,0,0,0,0,0,-0.0757392192305616,0,0.00482579482008762,-1.73472347597681e-18,0,0,0,0,0,0.552593743721757,0,0,0,0,0,0,0,0,0,0,0,0.0863272966116823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0369414941959203,-0.0322105073629945,0,-0.0531443785871502
X600036.CH.EQUITY,0,0.247150588042726,0,0,0,0,0,0.0488699795856213,0,0,0,0,0,0.266660668678163,0,0,0,0,0.121978212611666,0,0,0,0,0,0,0.253508835826549,0.000782197138209388,0.056494260571018,0,0.081663529533699,0,0,0,0,0,0,0,0.00910078100931154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0,0,0.244383791071633,0,0,0,0,0,0,0,0,0,-0.0933492550271499,0,0,0,0,0.0632377091812181,0,0,0,0.00214344350260088,0,0,0,-0.0323648233489271,0,0,0,-0.117054142557648,0,0,-0.0716588986036105,0,0,0,0,0,0,0,0,-0.0164136150203386,0,0,-0.0193515770044845,0.96645362193391,0,-0.0689369936819932,0.0182575049638827,0
X1299.HK.EQUITY,0,0,-0.224141309484255,0,0,0,0,0,0,0.243704197654303,0.0193438479910878,0,0,0,0,0,0,0,0,0,-0.126327152997189,0,0,0,0.181648880782323,0.0863560028347035,0.449289493043688,0,0,0,0,0,0,0,0,0,0,0.0252085317374931,0,0,0,0.0580011592927015,0.117640722735298,0,0.0595507371287641,0,0,0.166327791374078,0,0,0,0,-0.0765465150655468
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.270490307599253,0,0,0,0,0,-0.121803906292506,0,0,0,0,0.180248421759683,0,0,0,0.0314803525328915,0,0,0.373486327410205,0.0450801840271874,-0.0784656468341911,0,0,0,-0.0894829529286414,0,0.107009311605518,0,0,0,0,0.19526703336413,0.0193818766884568,0.18743289272648,0,0,0,0,0.140642364070987,0,0,0
X388.HK.EQUITY,0,0.0851122738611278,0,0.0069278027423182,0,0,0,0.0422476439014415,0,0,0,0,0,0,0,0,0,0,0,0,0.0924415729951308,0.171510267549373,0,0,0.0789641040494178,0,0,0,0,0,0.166319711139108,2.16840434497101e-19,0,0,0,0,0.226946370364032,0.124393079700254,0,0,-0.189474550978445,0,0,0,0,0,0.244464634811223,0,0,0,0,0,0.0646146664478426
X601658.CH.Equity,0.159366670402713,0,0,0,0,0,0,0.0349378290006325,0,0,0,0,0,0.219285388657138,0,0,0.384970044508522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124089208103481,0,0,-0.0595176646254479,0.072758789118712,0,0.0102554606205408,0,0,0,0,0,0,0
