,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X601166.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601601.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X1109.HK.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X600016.CH.EQUITY,X2007.HK.EQUITY,X002142.CH.EQUITY,X688.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X600999.CH.EQUITY,X267.HK.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X001979.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X600918.CH.Equity,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0,0.438442111779602,0,6.93889390390723e-18,1.73472347597681e-18,0,0,0,0,0,0,-0.00812517839151054,0,0,0,0,0,0,0,0,0,0,0,0,-0.0230501190622382,0,0,0,0,0,0.0260017381771047,0,0,0,0.201703288406612,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0.0519719490535867,0.25100041787369,0.0428138954217069,-0.0292465990566025,0,0
X601318.CH.EQUITY,0,0,0,0.0284263123726816,0,0,0,0.0603559619988408,0.109560910616129,0,0,0,0,0.0543790758900218,0,0,0,0,0.260146795521508,0,0.215281315563523,0,0,0.0242294699460228,0,0.138832562059295,0,0.083947295447081,0,0,0,0,0,0.0261585357777905,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106691973394984
X601939.CH.EQUITY,0,0,0,0,0.330314751992776,0,0,0.113125485670271,0,0,-0.0604124027260193,0,0,0,0.0283104078489294,0,0,0,0,0.0656585378730663,0,0,0,-0.118989356750528,0.393728019137427,0,0.165015629456962,0,0,0,0,0,0,0,0,-0.0990238884658677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0207707782279672,0.0199476252449446
X600036.CH.EQUITY,0,0.188933156308418,0,0,0,0.0716297793367004,0,0.0934130084455884,0,0,0,0,0,0.216942620619161,0,0,0,0,0,0,0,0.0322817249754588,0,0,0,0,0,0,0.333292271017937,0.108351009213054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00191005029803262
X601288.CH.EQUITY,0.265452382899665,0,0.0660566595918547,0,0,0,-0.0830684704895129,0.186952781772383,0.146024975558838,0,0,-0.0470474762844471,0,0,-0.0287687860174193,0.207630326172755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19039931187571,0,0,0,0,0.0156405922671677,-0.0726630742878898,0
X601628.CH.EQUITY,0.105788837922061,0,0,0,0,0,0,0,0,0,0.0110844511258486,0,0,0,0,-0.0459048020619183,0.198035465091029,0,0,0,0,0,0,-0.0544981064997325,0,0.0434961399072969,0,0,-0.107335734239107,0,0,0.0269871251437712,0.203013717102603,0,0,0.0833828534415851,0,0.556552856202768,0,-0.041529578913527,0,0.0761411835176854,0.0123863327230287,0,0,0,0,0,0,0,0,0,0.0212310167441192
X1299.HK.EQUITY,0,0,-0.144808994795157,0,0,0.0183744762475778,0,0,0,0,0.173164221918508,0,0,-0.0492810844376497,-0.0214755687310696,0,0,0.0319997906312548,0,0,0,0,0.0455379537840642,0.0806696041468924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192841936759706,0.165932466111377,0,0,0.116003506495971,0.186991173178599,0,0,0,0.0925165983428887,0,0,0.0677339585386694,0,0
X601988.CH.EQUITY,0.03127401241152,0.0191626100488344,0.0471663071562938,0.351778421496697,0.17181465670969,0,0,0,0,0,0,0,0,0,0,0.189661878227246,0,0,0,0,0,-0.00843435141454039,0,0,0,0,0,0.0753868074991811,0,0.0176128370411123,0,0,-0.119759559946031,0.281559733926553,0,0,0,0,-0.086537242535471,0,0,0,0,0,0,0,0,0,0,0,0,0.0451870320584399,0
X5.HK.EQUITY,0,0.112691158389645,0,0,0,0,0,0,0,0,0,0,0,0,0.00435879056870825,0,0,0,0,0.111250419783802,0,0,0.152692257917775,0.0379095847750687,0,0,0.0281723118441398,0,0,0,0,0,0,0,0,0,0,0,0.2831824114082,0,-0.0501628893261584,0.261550942829111,0.18480905812113,0,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0.108261295915049,0,0,0,0,0.0920895987276391,0,0,0,0.0573170984739911,0,0.0665662711299711,0,0.015767993726161,0,0,0.309868548052138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0988454609785773,0,0,0,0,-0.0966416262666925,0,0,0,0,0,-0.0575965666740613,-0.0731066098951819,0,0.113969032919072,0,0,0,0,0
