,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X002142.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X002736.CH.EQUITY,X1113.HK.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.14719948875459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0107204740652913,0.321455431576584,0.416751077347802,0.216122438752985,-0.231415372530868,0,0,-0.0502298820618404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0444876002772415,0
X601318.CH.EQUITY,0,0,0,0,0,0.243924417818702,0,0,0,-0.0712303413776172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131528858548344,0.188361033614055,0.0252248834723048,0,0,0,0.198649809371384,0,0.116050776022954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0377373632020502
X601939.CH.EQUITY,0,0,0,0.799790969624216,0,0,0,0,0,-8.67361737988404e-19,0.00100140672990173,0,-0.0394115637707429,0,0,0,0.041917715915634,0.121115050836475,0.0503382938476421,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0.0361499407538421,0,0,0,0,0,0,0,0,0.0453881722882898,0,0,0,0,0,0,0,0,0.00491587180524397,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.961744733623511,0,-0.0497139035631537,0,0,0,0,0,0,0,0,0,0.00656845610550098,0.042774213067646,0,0,0,0,0,0,0,0,0,0,0,0,0.0299374119041711,0,0,0,0,0,0,0,0,0,0,0.036689320676074,0,0,-0.0987855563257725,0,0,0.0241519919190196,-0.00415265942936274,0,0,0,-0.0945144647526355,-0.045337768662794,0
X601628.CH.EQUITY,0.00518634988976893,0,0,0,0,0,0,0,0,0.311582988081806,0,0.145356435070483,0,0,0,0,0,0,0,0.446480721360317,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0.0621745151071128,0,0,0,0,0,0,0,0.000415893847010291,0.275024883951575,0,0,0,0,0,0.0508457170396069
X600036.CH.EQUITY,0,0,0.241583414855087,0.144748564419108,0,0,0,0,0.0966765941182738,-0.0201393149572131,0,0,0,0,0,0,0.121713582068542,0.0746236854477118,0,0,0,0,0,0,0,0.0949153947113989,0,0,0,0,0.107154970877655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0122715996299455,0,0,0,0
X601988.CH.EQUITY,0,0,0,0,-0.131430460878176,0.0759986612351971,0,0.0529038923407435,0,0,0,-0.0146377806950029,0,0,0,0,0,0,0,0,-0.0273614565345135,0,-0.0147435595669338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.111569565409948,0,0,0,0,0,0,1.05412621646702,0,0.0235817981964042,0
X1299.HK.EQUITY,0,0,0,0,0.0701670009399279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.350315461219787,0,0,0,0,0,0,0,0,0.25403598150389,0,0.0916680963642359,0,0,0,0,0,0,0,0.0470457811020429,0,0,0,0,0.0848640014442543,0,0,0,0,0,0.0765700376844059
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.151640698877085,0,0,0,0,0,0,0,-0.0555220478432387,0.505190027094259,0.163806814439953,0,0,0,0,0,0,0,0,-0.0982911601020369,0,0.108860853760247,0,0,0,0.0310371952861325,0.065700896555459,0,-0.141672176757117,0,0.055803882681637,0,0.127401021817146,0,0
X388.HK.EQUITY,0,0,-0.167021777857087,0,0.157028353231387,0,0,0.127581360875615,0,0,0,0,0,0,0,0.0242537067357716,0,0,0,0,0,0,0.429426959652424,0,0,0,0.208407121531729,-0.0184827582805947,0,0,0,0.0458066107215449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.205407187513639,0,0,0,0.252097794491956
