,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601066.CH.EQUITY,X1997.HK.EQUITY,X601229.CH.EQUITY,X002142.CH.EQUITY,X000166.CH.EQUITY,X002736.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.19113870755504,0,0.204934362916303,0,0,0,0,0,0,0,0,0,0,0.100714042701565,0,0,-0.150120729110184,0,0,0,0,0,-0.279461113159266,0,0,0,-0.0775079082809171,-0.160097191918227,0.880293035169867,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.183026154798524,0,0,0,0,0,0.163691881811322,0,0.100087970684876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0469565898764138,0,0,0,0,0.251485975465417,0,0,0,0,0.149902986766533,0,0,0,0,0,0,0,0,0,0,-0.11735439614042
X601939.CH.EQUITY,0.131580642011597,0,0,0,0.175354354056661,0,0,0,0,0.185013878203927,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0.00456340744660576,0,0,0,-0.233250542844664,0,0,0,0,0,0,0.379697501636243,0,0,0.109475658223414,0,0,0,0,0,0,0,0.0881758272281467
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.485316281568193,0.161696517491507,0.0419233590037277,0.474564026259113,0,0,0,0.0333309884497586,0.389940486379465,0,0,0,0,0,0,0,0,-0.297963673384144,0,0,0,0,0,0,0,-0.650590882110894,0,0,0,0,0,0,0,-0.132592961984386,0.344529486841477,0,0,0,0,0.240628655747009,0,0,0,-0.156411668804606,0
X5.HK.EQUITY,-0.0641066727337176,-0.0737135166052871,0,0,0,0,0,0,0,0,0,0,0,0,0.528365318549428,0,0,0.00873318678739654,0.406507797928628,0,0,0,0,0.0645767075027838,0.175592694184265,0,0,0,-0.079642197652715,-0.112576614246681,-0.0888946440173464,0,0,0,0,0,0,0,0,0,0,0,0,0,0.238006635811824,0,0,-0.105821235707427,0,0,0,0
X601988.CH.EQUITY,-0.371798488618663,0,0,-0.0244143078695653,0.484803975135965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.768437689370626,0,0,-0.0719024140856009,0,0,0,0,-0.55535672914426,0,0,0,0,0,0,0,0,0.117583526464223,-0.0489650010567547,-1.38777878078145e-17,0,0.138369713846235,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,-0.104567216425179,0.462279522254355,-0.0432897389498537,0,0,3.46944695195361e-18,0,-0.0997352028437141,0,0.490291167480399,0,0.140107370571404,0,0,0,0,0,0,0,-0.0876722502207047,0,0,0,0,0.284314167902445,0,0,0.0822510139752803,0,0,0.0836499168070514,0,0,-0.310541090025171,0,0,0,0,0,0,0,0.227513970067274,0,0,0.124789884715271,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.109106001262448,0.0143879700762349,0,0,0.134728906603368,0,0,-0.0735900947558414,0,0,0.027122628058436,0.138917501037315,0,0,0.0607298786538403,0,0,0,0,0,0,0.165569297757092,0,0,6.93889390390723e-18,0,0,0.145101926519225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0.0470270886011617,0.0257080820943458,0,0,0,0,0,0,0.0887983389886272,0,0.436969819169969,0,0,0,0,0,0,0.0132718354112993,0,0,0,0,0,0,0,0,0,0,-0.0612982711812622,0,0,0,0,0.216596546571736,0.113763872297508,0,0,-0.0295929719521869,0.0702992971635644,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,-0.161106687734891
X601328.CH.EQUITY,0,0,0,0,0,0,0.392459871920599,0,0,0,0,0.10002810558628,0,0,0,0,0,0,0,0,0,0,0.0217141699645863,0,0.234860026308591,0.218464451270594,0,0.0797209056800943,0,0,0,0,0,0,-0.234334503470024,0,0,-0.058429578551605,0,0,0,0,0,0.114110192854525,0,-8.67361737988404e-19,0,0,0,0,-0.0420252709562268,-0.253999189969127
