,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X000001.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X300059.CH.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X600016.CH.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X688.HK.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.0289875047473565,0.224103326766836,0,0.067969370201445,0,0.0213646357571577,0,0,0,0,0,0,0,0,0,0.170456861944118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0781856623728236,0.0286231767430344,0,0,0,0,0,0.130441245839513,-0.0445199427149652,0.0180065514223914,0.00425545681231109
X601318.CH.EQUITY,0,0,0.108300287253532,0,0,0,0,0,0.124930924377882,0,0.0448367261350792,0,0.0892751155538128,0,0,0.0184539635200288,0,0.0763843480479067,0,0.20043998483526,0,0,0,0,0,0,0,0,0,0,0.0566875147201294,0,0,0,0,0,0,0.111005852232289,0,0,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0.0842703387038475
X601939.CH.EQUITY,0,0,0,0.154660571275068,0,0,0,0,0,0,0.111801770487021,0,0,0,0,0,0,0,0,0,0,-0.0140644374530932,0,0,0.620352112367406,0,0.153591592078753,0.0251327226990779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.149459759594432,0,0.0610410852087331,0,0,0.118875856029926,0.329005439822309,0,0,0,0.0802151145975722,0,0,0,0,0.015751709494993,0,0,0,0,0,0,0,0,0,0,0,0,0.112260259500457,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0413192218124084,0,0.0781019570715811,0,0,0,0,0,0,-0.0609622603950409,-0.0609911973127761
X600036.CH.EQUITY,0,0.0664974655248111,0,0,0,0,0.00944132311775672,0.247271195138058,0,0,0,0,0.234034295986279,0,0.16492626653876,0,0,0,0,0,0,0,0,0.27030376908075,0.168464710204909,0,0,0.0222892209125112,0,0.0239381706462464,0,0,0,0,0,0,0,0,0.0340027417467836,0.0487232567030108,0,0,0,0,0,0,0,0,0,0,-0.0465444809067119,0,0
X601628.CH.EQUITY,0,0,0,0.0802556795993786,0,0,0,0,0,0,0,0.104078551908654,-0.0327892462373088,0,-0.0980809129831444,0,0,0,0.0384772570909965,0,-0.0457707633144871,0,0,0,0,0,0,0,0,0,0,0,0,0,0.671185493739602,0,0,0,0,0,0,0,0.0488792721096199,0,0.187897651257607,0,0,0,0,0,0,-0.0185173297573606,0.19551543343672
X601988.CH.EQUITY,0,0,0.0419952028179377,0.279842180639244,0.205453561245558,0,0,0,0,0,0,0,0.100557145053363,0,0,0,0,0.207334905744116,0,0,0.0158351540186608,0,0,0.0515436089246926,0,0.0720649943736932,0,0,0,-0.0285507226990724,0.173403189925813,0,0,0,0,0,0,0.0759347673768237,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,-0.154863335652427,0,0.114029662566914,0,0,0,0,0,0,0.207609551544675,0,0,0,0,0,0,0,0,0.00912533073495375,0,0,0,-2.16840434497101e-19,0.130454468791625,0,0,0,0,0,0.11733330846768,0,0,0,0,0,0,0.11759191874513,0.0988587407902697,0,0,0.0730030862747889,0.163611558971596,0,0,0.0497468951292118,0,0,0,0,0,0
X5.HK.EQUITY,0,0.0609899422283031,0,0,0,0.0289516409420738,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16178397214147,0,0,0.0981499637062104,0,0,0.127222707664969,0,0.0110168048762022,0,0,0,0,0,0,0,0,0,0.0607584898333261,0,0.22666604049597,-0.0824308771503186,0,0.044337724339337,0.173275942365971,0,0,0,0,0.0550369976340224,0,0,0,0
X601166.CH.EQUITY,0,0,0.05852410145899,0,0,0.057517906423783,0,0,0,0,0.0487867057633711,0,0.131154091124784,0,0.0696126525409622,0,0,0,0,0,0,0,0,0.169732113869862,0,0,0,0,0.414113095666123,0,0,0,0,-3.46944695195361e-18,0.00127946992355049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0285232361235308
