,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X002142.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X17.HK.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.483344010953896,0,0,0.436836291560587,0,0,0,0,0.00840472529774253,0,0,0,0,0,-0.0594458340086368,0,-0.0504072933191038,0,0,0,0.0124544613146252,0,0,0,0,0,0,0,0,0,0,0,0,0,0.224126108682984,0,0,0,0,0,0,0,0,-0.100541306853785,0,0,-0.203688364815251,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.0583246495654752,0,0,0,0,0,0,0.130436326499945,0,0.160886088049101,0,0,0,0,0,0.0631379887651844,0,0,0,0,0,0,0.0508818050565823,0,0,0,0,0.0883808418326204,0,0,0,0,0,0.378433967636309,-0.0236678083711276,0.0735725199818709,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.136467033243708,0,0,0,0,0,0,0,0.00888451148200709,0,0.0684625721626177,0,0,0,0,0,0,0,0,0,0.122974268765074,0,0,0,0,0,0.405522146197474,0,0,0,0,0,0,0.0672457644968999,0.0922234466868318,0,0,0,0.0160494868718783,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0.0473418960231343,0,0,0,0.0310040717015168,0,0.0281548950136504,0,0.095567458090568,0,0,0,0,0,0,0,0,-0.00341387100140009,0.381309980919302,0,0,0,0.101305319531674,-0.0172179867411741,0,0,0,0,-0.0505492665036359,0,0,0,0,0,0,0.19098087851549,0,0,0,0,0,0,0,0.0792419909026123,0,0,0,0
X5.HK.EQUITY,0,-0.128479430455449,0,0,0,0,0,0,0,0,0,0,0,0,0.0514078481849364,0,0,0.127656014876914,0,0.369889840512822,0,0,0,0.380877759814585,0,-0.00698670282516422,0,-3.46944695195361e-18,-0.254913754049944,0,0,0,-0.0227117657169564,0,-0.012178066500732,0,0,0,0,0,0,0,0,0,-0.0602969250752476,0,0,-0.113009374269428,0,0.222125113747901,-0.0412515949307269,0
X601988.CH.EQUITY,0.160606574255203,0,0,0.473437684534853,0,0,0,0,0,0.0968647751483284,-6.93889390390723e-18,0,0.139871590880325,0,-0.0319933388408317,0,0,0,0,0,0,0,0.0679938916327167,0,0,0,-0.0500338687873945,0.0522261067683546,0.0166213034989039,0,0,0,0,0.111020568970863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000960687342441402,0,0.0894510724729008
X600036.CH.EQUITY,0,0.528213047135589,0,0.0364996557514441,0,0,0,0,0,0.0625365403878259,0,0,-0.187066498336249,0,0,0,0,0,0.0837237530864616,0,0,0,0,0,0,0.188439313667996,0,0,0.0217752880608295,0,0,0,0,0,0,0,0,0,0,0,0,0.282125777529977,0,0,0,0,0.137995804465838,0,-0.226331195097343,0,0,0
X1299.HK.EQUITY,0,0.00572097701457095,0,0,0,0,0,0,0,0,0,0,0,-0.0970683433722319,0,0,0,0.208159999092732,0.11465730527668,0,0.278403494697758,0.281128557183886,0,0.0894478469075455,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,-0.101382925916531,0,0,0,0,0,0,0,0,0,0,0,0,-0.210339564070222
X601628.CH.EQUITY,0,0.165108193298084,0,0,0,0,0,0,0,0,0,0,0,0,0,0.249245739353095,0,0,0,0,0.0371422497699799,0.133181468097985,0,0,0,0,0,0,-0.0646210746605654,0,0,0,0.0308456363653555,0,0,0,0,0.122751676149023,0,0.109295579743311,0,0,0,0,0,0,0,0,0.0882104136084443,0,-0.0176857267408407,0
X601166.CH.EQUITY,0,0,0.162529963736091,0,0,0.239984793533977,0,0,0,0,0,0,0,0,0,0.354082083981449,0,0,0,0,0,-0.196385611574926,0,-0.0253748198628802,0,0,0,0.275468647618039,0,0,0,0,0,0.298046647940502,0.0011975488594898,0,0,0,0,0.1054313950851,0,0,-0.094313527442783,0,0,0,0,0,0,0,0,-0.126222848640622
