,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X601916.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600958.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601236.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X601901.CH.EQUITY,X601696.CH.Equity,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X267.HK.EQUITY,macro_return_add
X000001.CH.EQUITY,0,0.21095826671002,0,0.185935912630373,0,0,0,0.382036147713671,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0306697003106011,0,0,0,0,0,0,0,0,0.139099196762788,0,0,0,0,0,0,0,0,0,0,0,0.0254194480713173,0,0,0.128365719493667,0,0
X002142.CH.EQUITY,0.444253843602795,0,0,0,0,0,0,0,0,0,0,0,0,0.0920302746991293,0,0,0.0022350608645801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0729940565235595,0,0,0,0,0,0.0184200037272368,0,0,0,0,0,0,0.104188650631898,0,0,0,0.22404023497034
X600000.CH.EQUITY,0,0,0,0.0424080552956972,0.361318490504436,0,0.0379073820081041,0,0,0.075277714677917,0.281845427524326,0,0,0,0,0,0,0,0,0,0,0.0136171948498717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600015.CH.EQUITY,0,0.0604527305279185,0,0,0,0,0,0,0,0.406591258887332,0,0,0,0,0.160642880964316,0,0,0.116537365396407,0,0,0,0.0759740908290864,-0.234507065811483,0,0.236421818560917,0,0,0,0,0,0,0.151153521755963,0,0,0,0,0,0,0,0,0.0443308831976168,0,0,0,0,0,0,0,0,0,0.0568567268583957
X600016.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.310493832715965,0,0.074599024290829,0.446931022084813,0,0,-3.46944695195361e-18,0.0302376995038841,0,0,0.0995056375795115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.116134419076716,0,0,0,0,0,0,0.290681290534322,0,0,0,0,0,0,0,0,0,0.0206362244926412,0,0.0283100089151658,0,0.0142858793879154,0.234568758208035,0,0,0,0,0.0360814612902016,0,0,0,0,0.0993571749364593,0,0,0,0.0510763004214799,0,0,-6.93889390390723e-18,0.0556286997752321,0,0,0,0,0,0.0676409349718755,0,0,0
X600919.CH.EQUITY,1.73472347597681e-18,0,0,0,0.461151402158292,0,0,0.249691731235485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140140513696031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0790917937046433,0,0,0,0,0,0,0
X601009.CH.EQUITY,0.14767252852028,0,0.130686987682651,0,0.0780705872640842,0,-3.46944695195361e-18,0,0,0.0893236908061459,0,0.0557925320478276,0.169068919388005,0,0,0,0,0,0,0.167961152516223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047532752653816,0.0121110418506707,0,0,0,0,0,0
X601166.CH.EQUITY,0.0717192627341432,0,0.0487460964992878,0,0,0.144511161193608,0,0.269617925038295,0,0,0,0,0,0,0.27672076314503,0.110443686910085,0,0,0,0,0,1.38777878078145e-17,0,0.0330137294976204,0.0724310008967594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0163874447985723,0,0,0,0,0,0,0,0,0,0
X601169.CH.EQUITY,0,0,0,0.0512478296566189,0,0,0.00803419640450297,0,6.93889390390723e-18,0,0.363585096134438,0,0.0929514742778359,0,0,0,0,0.214947892170206,0,0.0424208159124134,0,0,0,0,0,0,0.0797874685890127,0,0,0,0,0,0,0,0.0340441578686174,0,0,0,0,0,0,0,0.0935210762067376,0.0206093071973081,0,0,0,0,0,0,0
