,X000001.CH.EQUITY,X002142.CH.EQUITY,X002958.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X600926.CH.EQUITY,X600928.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601577.CH.EQUITY,X601818.CH.EQUITY,X601838.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601997.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X601916.CH.Equity,X601077.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600958.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601788.CH.EQUITY,X601881.CH.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X267.HK.EQUITY,macro_return_add
X000001.CH.EQUITY,0,0,0,0,0,0,0.193321150549327,0,0,0,0,0.0467004940252537,0,0,-0.156109431632215,0,0,0.0365352774711604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147823969768981,0,0,0,0,-0.0317720867688545,0.0437131526197064,0,0,0,0.210803581182116,-1.38777878078145e-17,0,0.208814812203948,0,0.0354747082892576,0,0
X002142.CH.EQUITY,0.0624665946289484,0,0,0,0,0,0.292898225806834,0,0.122734775504304,0,0,0,0,0,0,0,0,0.0525882434947343,-0.159215086175126,0,0,0,0,0,0.32609500133442,0,0,0,0,0,0,0,0,0.0097590695304692,0,0,0,0,0,0,0.0775342838738381,0,0,0,0,0.140520237701325,0,0,0,-0.0633519526214726,0.017182525908361
X002958.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0411315934439095,0.12715031074742,0,0.0134848422896979,0,0.310024042971203,0,0,0,0,-0.0806844715226605,0,0,0.0436558051201883,0,0,0,0.0463641886211008,0.0266462822707841,0,0.0929634698937455,0,0.0863241173291047,0.0574326972531761,0,0,0,0.117642293487903,0,0,0,0,0,0,0,0,0.250936343614818,0,0,0,0.0551748474020327,0
X600000.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.0230928893851177,0,0,-0.00459591802385533,0,0,0.750586121406457,0,0,0,0,0,0,0.0138937543820807,0,-0.0781943805920018,0,-0.0189769900770095,0.0267019823887091,0,0,0,0,0,0.0950349341009231,0,0,0,-0.169107356219015,0,-0.0885428251646204,0,0.124059450813024,0,0,0.236018612920065,0,-0.125486516988472,0.0518432177254468
X600015.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.322576380331082,0.662752579422618,0,0,0,0,0,0.135218302382195,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0.153958185170882,-0.0848357386922323,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0.0404649458998781,0
X600016.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0457465617402933,0.314556445145201,0,0,0.175656270202432,0,0.234215313771832,0,0.0341331259938591,0.0431551318918101,0.0424477701031624,0,0,0.170804394321029,0,0,0.0602566481949711,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0346440798774076,0,0,0,0,0,0,0
X600036.CH.EQUITY,0.479949505911029,0,0,0,0,0,0,0,0.268370502789963,0,0.0325649367928763,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0.0389222274834687,0,0,0,0,0.0174987112817648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0754964053398426,0,0,0,0,0,0.0642290124202318,0,0,0
X600919.CH.EQUITY,0,-0.0180654302248135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0.0823176090331824,0,0,0,0,-0.202949731388701,0.0521656973436114,0,-0.286080602962678,0,0,0,0,0,0,0.376718660404021,0,0,0,0,0,0,0.539020230307332,0,0,0,0
X600926.CH.EQUITY,0,0.227173993387661,0,0,0,0,0,0.309369183337429,0,0,0.210965923157402,0,0,0,0,0,0,0.242815919430243,0,0.0888948520266978,0,0,0,0,0,0,0,1.73472347597681e-18,0,-0.123368661419196,0,0,0,-0.045049255650165,0,-0.0211946481983436,-0.0206216823175538,0,0,-0.035865829778002,0,0,0,0,0,0,0,0,0,0,-0.0234319658118359
X600928.CH.EQUITY,0,0,0.0916883858480168,0,0,0,0,0,0,0,0.00795020422802084,0,0,0,0,0,0,0,0,0,0,0,0.186250628397088,0,0.0240414335381475,0,0,0,0,0,0,0,0,0,0,0,0,0.13748213882032,0,0,0,0,0,0.0385863028307051,0.379417900115834,0,0,0,0,0.0814739272812214,0
