Dates,ADS UN EQUITY,AFL UN EQUITY,AIG UN EQUITY,AIV UN EQUITY,AIZ UN EQUITY,AJG UN EQUITY,ALL UN EQUITY,AMG UN EQUITY,AMP UN EQUITY,AMT UN EQUITY,AON UN EQUITY,ARE UN EQUITY,AVB UN EQUITY,AXP UN EQUITY,BAC UN EQUITY,BEN UN EQUITY,BK UN EQUITY,BLK UN EQUITY,BRK/B UN EQUITY,BXP UN EQUITY,C UN EQUITY,CB UN EQUITY,CBOE UF EQUITY,CBRE UN EQUITY,CCI UN EQUITY,CFG UN EQUITY,CINF UW EQUITY,CMA UN EQUITY,CME UW EQUITY,COF UN EQUITY,DFS UN EQUITY,DLR UN EQUITY,DRE UN EQUITY,EQIX UW EQUITY,EQR UN EQUITY,ESS UN EQUITY,ETFC UW EQUITY,EXR UN EQUITY,FITB UW EQUITY,FRC UN EQUITY,FRT UN EQUITY,GL UN EQUITY,GS UN EQUITY,HBAN UW EQUITY,HIG UN EQUITY,HST UN EQUITY,ICE UN EQUITY,IRM UN EQUITY,IVZ UN EQUITY,JEF UN EQUITY,JPM UN EQUITY,KEY UN EQUITY,KIM UN EQUITY,L UN EQUITY,LNC UN EQUITY,MA UN EQUITY,MAA UN EQUITY,MAC UN EQUITY,MET UN EQUITY,MMC UN EQUITY,MS UN EQUITY,MTB UN EQUITY,NDAQ UW EQUITY,NTRS UW EQUITY,O UN EQUITY,PBCT UW EQUITY,PEAK UN EQUITY,PFG UW EQUITY,PGR UN EQUITY,PLD UN EQUITY,PNC UN EQUITY,PRU UN EQUITY,PSA UN EQUITY,RE UN EQUITY,REG UW EQUITY,RF UN EQUITY,RJF UN EQUITY,SBAC UW EQUITY,SCHW UN EQUITY,SIVB UW EQUITY,SLG UN EQUITY,SPG UN EQUITY,STI UN EQUITY,STT UN EQUITY,SYF UN EQUITY,TFC UN EQUITY,TROW UW EQUITY,TRV UN EQUITY,UDR UN EQUITY,UNM UN EQUITY,USB UN EQUITY,V UN EQUITY,VNO UN EQUITY,VTR UN EQUITY,WELL UN EQUITY,WFC UN EQUITY,WLTW UW EQUITY,WRB UN EQUITY,WU UN EQUITY,WY UN EQUITY,ZION UW EQUITY
2019-01-03,8250.0149,33777.9645,34280.1282,6649.1222,5501.7019,12954.8121,27658.7143,5079.2463,14646.354,69456.1259,34170.9629,12074.162,23497.8364,79813.6987,241036.675,15009.2033,46037.4571,59977.3546,471607.5857,16928.2232,128358.7109,57448.5594,10725.3811,12915.9546,44173.2751,14210.4891,12107.6853,11202.4592,64933.5883,36073.6791,19623.6965,22035.3034,8983.065,27810.2892,23639.1504,15712.9227,11033.9752,11191.5482,15852.7857,14026.6383,8611.7037,8366.6456,65528.3549,12780.8123,15361.0249,12132.721,42137.8211,9333.621,6758.2487,5608.5448,322930.6355,15590.3735,6131.2435,13987.7833,10859.6642,187121.6859,10623.3404,6149.8193,40332.0794,39294.2686,68255.7504,20191.8581,12923.0928,18130.0659,18438.8707,5510.7508,13345.693,12281.4736,33959.736,35611.6401,54572.7347,33564.51,34663.6606,8487.302,9649.0516,14112.3288,10250.599,18419.2685,54990.4381,10098.492,6684.3059,50995.0189,23331.3812,23474.2824,17314.2539,33976.6247,21372.5437,30520.848,10630.4837,6536.1902,73855.446,310177.9262,11455.2051,20632.354,25742.9118,219216.3609,19041.1976,8697.6886,7470.156,16677.1926,7946.1882
2019-01-04,8808.3685,34196.6682,35545.1755,6672.4688,5612.7784,13281.7126,28475.0425,5301.5259,15430.9303,69733.6333,34814.0167,12197.8176,23663.7035,83410.1417,251047.1558,15500.9724,47372.3061,62173.4671,480464.1353,17221.6602,134635.0025,59167.362,11036.1804,13447.7279,44832.8873,14795.3791,12350.1644,11561.4295,66071.2677,37674.6381,20591.2748,22494.5958,9108.4768,28441.3546,23786.5266,15743.3126,11511.9447,11113.1087,16233.0427,14390.5175,8708.4644,8663.3431,67669.9812,13141.7322,15834.5549,12518.5935,43100.418,9496.7661,7099.6575,5870.2338,334835.6059,16117.984,6245.0191,14342.8191,11476.9818,195983.0617,10624.4788,6238.6814,41723.5213,40256.351,71042.4015,20812.2392,13436.2783,18763.2566,18432.9683,5680.6027,13355.2427,12822.0962,34735.392,36511.8459,55938.5528,35121.52,34280.0587,8735.6613,9684.6694,14629.2639,10666.1251,18464.5971,57313.2169,10672.0037,6849.9897,51771.373,24144.5874,24362.3959,18140.7957,34870.5436,22135.4191,31426.464,10613.9511,6855.5623,75681.631,323540.7776,11647.3938,20532.543,25649.0007,225712.3579,19555.7543,8832.0253,7567.5736,17246.5846,8190.2428
2019-01-07,8807.8238,34379.3752,35748.6447,6677.1382,5635.1178,13243.1457,28430.265,5401.6044,15502.002,70165.3114,34736.9466,12273.0862,23597.3566,83862.9005,250850.8718,15577.8113,47263.5406,62346.4268,484920.5786,17329.7685,135807.2282,58688.1248,10833.0949,13638.6209,45052.758,14977.8648,12294.8336,11663.2994,65738.5501,37883.0469,20624.8713,22792.9212,9180.1406,28498.4319,23985.4846,15808.7171,11585.674,11095.3965,16324.8289,14400.3966,8820.7364,8695.6898,68044.9591,13194.8087,15777.1573,12600.2204,41796.0707,9602.6674,7186.0381,5909.0025,335068.3847,16283.5088,6464.1426,14440.2184,11536.7911,197490.9415,10609.6799,6403.711,41989.9676,40432.6489,71747.665,21067.6902,13085.4102,18811.9636,18379.8474,5699.4752,13512.8126,12915.5022,35015.328,37103.5896,55813.968,35105,34184.1583,8591.7673,9779.6504,14877.3928,10716.2748,18651.5775,57718.3527,10918.5551,7051.0539,52315.7488,24562.4226,24666.0244,18234.2308,35147.9667,22104.134,31325.84,10635.9946,6875.2496,75326.0905,329374.921,11870.0281,20646.6127,25953.2726,224253.1122,19699.9861,8857.6713,7545.4332,17591.2166,8222.9115
2019-01-08,8960.8944,34485.9543,35890.1884,6860.7984,5641.9438,13301.9144,28426.8205,5392.1232,15599.5515,70958.1895,34903.129,12558.0317,24086.6645,84272.9463,250360.162,15670.018,47085.5607,63139.82,483296.509,17842.511,135440.9076,58236.5359,10493.1231,14085.1741,44613.0165,14977.8648,12283.442,11694.0221,65348.5908,37901.9932,20661.8274,23037.591,9488.2952,29090.106,24434.9821,16203.7863,11783.9805,11271.2529,16410.0589,14426.997,9009.0874,8796.0762,67793.6853,13322.1922,15565.5038,12911.8866,41095.4824,9814.4699,7107.8842,5963.9249,334436.5566,16273.1635,6598.9878,14405.6573,11438.533,198585.7036,10823.6949,6560.2775,42207.072,40709.6883,71300.4248,21158.9227,13047.7001,18670.2705,18648.4033,5718.3476,13660.8328,12776.8084,35417.736,38337.4382,55901.6388,35311.5,34797.9213,8674.2828,9986.5733,15032.4733,10793.6486,18954.1457,58447.5972,11026.1218,7334.96,53565.3386,24611.844,24772.2944,18270.1674,35232.7349,22217.2417,31204.032,10878.4733,6914.6243,75810.9184,331166.3178,12182.0969,20853.364,26411.5588,223782.3877,19826.0266,8792.9455,7558.7174,17696.1046,8297.8574
2019-01-09,9156.999,34409.8264,36412.131,6873.2499,5676.694,13458.0186,28643.8192,5451.6436,15761.2049,70337.1016,34953.7063,12612.8703,24293.9984,84426.7135,252813.7112,15531.7079,47223.9895,63501.6073,483568.8961,18137.4923,137687.6735,58964.6078,10412.3377,14184.0294,43837.2462,15174.3879,12407.1226,11839.5506,63881.7715,38162.5043,20873.4851,21855.0204,9538.4599,28725.1331,24434.9821,16189.9127,12068.7282,11197.874,16423.1713,14540.3198,9008.3488,8890.8855,68218.918,13428.3451,15701.823,12956.4103,41260.6618,9851.6784,7124.3377,5980.0785,333871.2368,16397.3072,6632.6991,14468.4955,11639.3214,202190.156,10813.4495,6553.2249,42927.464,40744.9479,71799.2697,21383.495,13111.6434,18838.531,18574.6242,5691.9262,13613.0843,12907.0107,35750.16,38595.5392,55744.7543,35881.44,34555.5546,8616.9691,9974.7007,15197.8925,10991.3817,18691.24,59190.3463,11222.6175,7441.1012,53639.5716,24917.358,25345.3933,18679.8447,35564.1014,22296.6578,31426.464,10776.522,7065.5604,76618.9649,335063.8161,12199.2226,20753.553,26174.9028,225006.2712,19706.4831,8817.3703,7669.4192,17756.0406,8368.96
2019-01-10,9109.6071,34843.7556,36642.1396,7035.1199,5739.989,13533.3159,28774.7072,5481.6671,15808.586,71297.3652,35555.8165,12856.9557,24602.2347,83939.7841,252519.2853,15608.5469,46937.2442,63392.1191,484294.9005,18412.3964,137834.2017,59688.0716,10272.0853,14347.6519,44326.7697,15085.4846,12579.6246,11816.9128,64343.2829,37868.8373,20994.4324,22552.5439,9728.3692,29799.1502,24836.5824,16429.0683,12117.0336,11382.5864,16337.9412,14340.3383,9136.8707,8903.155,68037.2276,13332.8075,15863.2537,13119.6641,41454.3203,9934.6821,7218.9449,6096.3848,333837.9827,16345.5807,6657.9826,14575.3205,11739.7156,203408.8533,10993.3132,6486.931,42799.175,41032.0615,71661.6573,21115.4118,13206.7384,18794.2519,18866.7894,5710.7986,13784.9788,12997.5862,36140.904,39269.1198,55177.2015,36059.03,35033.3133,8716.5567,10101.9074,15208.2312,10967.0233,19043.6697,59028.2919,11314.2089,7519.6284,53617.9203,24876.9223,25242.9187,18507.349,35340.6216,22210.0221,31847.496,11024.5115,7043.6856,76457.3556,335693.2258,12374.2855,21134.9735,26760.9081,224770.909,19926.0792,8912.6273,7709.2719,18205.5607,8409.3154
2019-01-11,9122.6807,34782.8533,36854.4553,7069.3617,5744.9533,13351.5004,28743.7074,5378.4283,15808.586,71094.7408,35464.2958,12939.7512,24685.1682,84187.5201,255463.5444,15536.8305,47540.3982,63139.82,483034.6445,18401.5856,138444.7359,59683.4636,10254.133,14497.6392,44546.6405,15267.9703,12538.9402,11854.1034,64593.7155,38337.7572,21011.2306,22887.3551,9868.1137,29859.443,24888.1641,16478.6171,12172.9662,11352.2227,16429.7274,14080.3624,9115.4504,8932.1555,68396.7425,13407.1145,15949.3501,13164.1878,41636.5872,9969.0285,7149.0178,6167.4608,332241.7855,16511.1055,6687.48,14635.0168,11799.525,202324.4192,11063.8926,6410.7635,43144.5684,40875.912,71799.2697,21167.3441,13231.332,18962.5124,18973.0313,5740.9945,13851.8266,13025.8911,35971.776,39256.5295,55394.0713,36236.62,34994.9531,8664.9337,10140.9174,15280.6021,11068.7555,19240.849,59176.8417,11463.3113,7553.2829,53308.6159,25056.6364,25432.6865,18701.4066,35147.9667,21719.0865,31900.456,11063.0877,7080.8728,76667.4477,334216.5339,12395.2169,21430.8418,26843.5499,225335.7783,20009.2399,8864.9988,7757.9806,18138.1327,8453.5143
2019-01-14,9159.178,34965.5603,37155.2357,7038.2328,5808.2483,13344.1543,28864.2622,5391.5965,15892.1999,71094.7408,35550.9997,12816.0956,24628.497,84093.5513,258800.3713,15541.9531,47876.5823,62903.3888,481159.9785,18244.0563,143915.1224,60291.7262,10345.0166,14422.6456,44148.384,15469.1725,12628.4459,11957.5903,63921.1252,38555.6392,21229.6077,22859.4542,9860.9473,30273.4541,24917.6393,16442.942,12101.7793,11390.1773,16632.9683,14055.3647,9085.1665,8925.463,69088.7121,13619.4204,15974.4615,12986.0928,41408.7536,9951.8553,7218.9449,6235.3061,335666.9586,16800.7741,6691.6939,14657.0101,11917.0076,201839.0059,10987.6213,6355.7536,43391.2779,41047.1727,73072.1844,21199.6264,13203.4593,19053.2845,18837.2778,5805.1608,13832.7272,13257.9909,35913.456,39250.2344,55624.7838,36562.89,35038.5443,8685.6642,10147.7018,15466.6988,11106.0096,19169.4565,59149.8327,11487.8067,7489.4256,52810.6358,25222.8719,25983.0133,18579.2222,35564.1014,21945.3019,31929.584,11054.8213,7115.8724,77233.0802,331892.5597,12182.0969,21416.5831,26734.613,227924.7626,19954.6657,8943.1583,7749.1245,18040.7367,8516.9301
2019-01-15,9130.307,35323.3616,37553.3276,7140.958,5864.0969,13390.0673,29012.3724,5475.8731,16051.0661,71821.5457,36049.547,13003.1919,24851.0353,83709.1334,260566.9267,15705.8762,48855.4716,63584.1202,484668.2749,18389.2303,149898.3576,61033.6222,10403.3616,14518.0921,44554.9375,15487.889,12634.9554,11972.1432,65098.1583,38612.478,21145.6165,23026.8598,9972.0263,30787.9533,25223.4451,16688.0435,12152.6271,11586.2761,16691.9737,15720.2105,9181.1886,8979.0024,69548.7365,13672.4969,16103.606,12956.4103,41870.1166,9971.8907,7321.7789,6293.4592,338127.7625,16873.1912,6809.6835,14657.0101,11921.2796,202964.7518,11152.686,6460.1313,43480.0934,41142.8773,73760.2464,21257.1731,13287.0774,19250.3264,19114.6872,5865.5526,14071.4695,13422.159,36175.896,39791.6169,55887.796,36748.74,35572.0996,8758.8306,10278.3007,15621.7793,11111.741,19321.3072,59757.5364,11646.4943,7560.1864,52962.195,25155.4791,26058.9204,18521.7236,35710.5191,22320.7232,32257.936,11250.4575,7122.4349,77523.9769,332473.5533,12260.114,21601.9463,27192.8992,218390.571,20092.4006,9022.5391,7837.6859,18063.2127,8611.0929
2019-01-16,9191.8621,35635.4861,38154.8885,7196.9899,5858.512,13538.8254,29119.1495,5643.8996,16480.2837,72143.1019,36365.0528,13107.4927,25178.6228,84922.1854,275091.1972,15874.9218,48434.2832,65540.6279,487266.1668,18506.6051,151876.4884,61268.6328,10431.412,14651.0354,44525.8979,15885.6142,12683.7767,12500.8,65216.2193,39607.1566,21622.6864,22951.7419,10040.107,30637.6231,25451.8782,16956.2678,12544.1553,11640.6777,17216.4662,15931.8576,9235.1086,9063.7731,76186.2319,14086.4933,16261.4493,12963.831,42439.7006,10029.1346,7531.5602,6419.4576,340854.5993,17328.3846,6885.5339,14666.4359,12239.5507,204255.7447,11313.1973,6434.7421,44279.4324,41304.0639,76529.696,21674.0354,13601.8749,19575.7776,19079.2732,5937.2678,14176.5161,13662.7502,36508.32,39999.3567,55392.97,37368.24,35624.409,8646.6421,10374.9778,15921.6017,11458.4903,19555.8826,63066.1458,11969.1945,7635.2619,53475.6403,25770.9999,26745.88,18960.1502,36635.2628,22927.1731,32385.04,11374.4523,7271.1835,78968.88,332473.5533,12400.9255,21623.3344,27268.0281,224208.822,20389.9599,9145.8846,7859.8263,18265.4967,8791.7318
