Dates,REIT INDEX,SPX INDEX,USGG3M INDEX,VIX INDEX,USGG3M10YR,MOODCBAA10YRSPD
2019-03-29,2007.03,2834.4,2.3809,13.71,0.0641,2.2459
2019-04-01,2005.62,2867.19,2.3781,13.4,0.104,2.2259
2019-04-02,2019.12,2867.24,2.41,13.36,0.0926,2.2149
2019-04-03,2017.42,2873.4,2.4201,13.74,0.0734,2.2246
2019-04-04,2013.74,2879.39,2.4225,13.58,0.1106,2.2078
2019-04-05,2027.46,2892.74,2.422,12.82,0.0959,2.1994
2019-04-08,2016.54,2895.77,2.4116,13.18,0.0552,2.2251
2019-04-09,2005.59,2878.2,2.4047,14.28,0.0798,2.213
2019-04-10,2025.47,2888.21,2.4097,13.3,0.1432,2.1449
2019-04-11,2023.02,2888.32,2.4172,13.02,0.1531,2.1457
2019-04-12,2032.92,2907.41,2.4219,12.01,0.1703,2.1296
2019-04-15,2021.89,2905.58,2.4012,12.32,0.1663,2.126
2019-04-16,1975.83,2907.06,2.4201,12.18,0.148,2.1304
2019-04-17,1956.73,2900.45,2.4277,12.6,0.1668,2.1415
2019-04-18,1972.67,2905.03,2.4116,12.09,0.1423,2.145
2019-04-19,1972.67,2905.03,2.4116,12.09,0.1007,2.1519
2019-04-22,1949.53,2907.97,2.4217,12.42,0.1204,2.1475
2019-04-23,1974.06,2933.68,2.4227,12.28,0.0891,2.1418
2019-04-24,1990.63,2927.25,2.4174,13.14,0.1189,2.1448
2019-04-25,1987.53,2926.17,2.4121,13.25,0.0919,2.1482
2019-04-26,2002.36,2939.88,2.4091,12.73,0.0928,2.1301
2019-04-29,1982.41,2943.03,2.4063,13.11,0.1242,2.1286
2019-04-30,2002.52,2945.83,2.4099,13.12,0.1082,2.125
2019-05-01,2005.03,2923.73,2.4071,14.8,0.0577,2.1808
2019-05-02,2007.43,2917.52,2.4172,14.42,0.0442,2.1634
2019-05-03,2025.19,2945.64,2.4168,12.87,0.061,2.1765
2019-05-06,2018.83,2932.47,2.4115,15.44,0.0251,2.2177
2019-05-07,1983.21,2884.05,2.4124,19.32,0.0504,2.2028
2019-05-08,1981.89,2879.42,2.4225,19.4,0.0054,2.2485
2019-05-09,1989.89,2870.72,2.4172,19.1,0.0185,2.2496
2019-05-10,2011.54,2881.4,2.4168,16.04,-0.0185,2.2568
2019-05-13,2010.21,2811.87,2.3961,20.55,0.0079,2.2456
2019-05-14,2017.42,2834.41,2.3919,18.06,0.0177,2.2391
2019-05-15,2029.68,2850.96,2.3917,16.44,0.0504,2.2343
2019-05-16,2041.57,2876.32,2.3865,15.29,0.0601,2.2336
2019-05-17,2037.29,2859.53,2.3732,15.96,0.0159,2.268
2019-05-20,2006.16,2840.23,2.3653,16.31,-0.0321,2.2715
2019-05-21,2024.88,2864.36,2.3663,14.95,-0.0169,2.3098
2019-05-22,2030,2856.27,2.3661,14.75,-0.0738,2.3142
2019-05-23,2035.52,2822.24,2.3506,16.92,-0.0876,2.3195
2019-05-24,2040.33,2826.06,2.3371,15.85,-0.1501,2.3367
2019-05-27,2040.33,2826.06,2.3371,15.85,-0.2153,2.3854
2019-05-28,2018.31,2802.39,2.3396,17.5,-0.2533,2.419
2019-05-29,1993.31,2783.02,2.3481,17.9,-0.2046,2.4104
2019-05-30,2002.92,2788.86,2.3634,17.3,-0.2018,2.4352
2019-05-31,2016.33,2752.06,2.3399,18.71,-0.1882,2.4426
2019-06-03,2021.89,2744.45,2.3243,18.86,-0.1857,2.4291
2019-06-04,2012.87,2803.27,2.3342,16.97,-0.1232,2.3916
2019-06-05,2056.43,2826.15,2.3366,16.09,-0.1026,2.3869
2019-06-06,2058.41,2843.49,2.3056,15.93,-0.0943,2.4195
2019-06-07,2064.19,2873.34,2.2666,16.3,-0.0741,2.4255
2019-06-10,2057.79,2886.73,2.2716,15.94,-0.0878,2.4296
2019-06-11,2062.04,2885.72,2.2457,15.99,-0.0841,2.4058
2019-06-12,2069.92,2879.84,2.2148,15.91,-0.1513,2.4005
2019-06-13,2077.59,2891.64,2.1686,15.82,-0.1359,2.4167
2019-06-14,2081.22,2886.98,2.1682,15.28,-0.0999,2.3616
2019-06-17,2103.8,2889.67,2.1783,15.35,-0.0457,2.366
2019-06-18,2099.37,2917.75,2.2108,15.15,-0.0904,2.3357
2019-06-19,2112.56,2926.46,2.1592,14.33,-0.1358,2.355
2019-06-20,2122.37,2954.18,2.1283,14.75,-0.0919,2.3232
2019-06-21,2095.27,2950.46,2.0997,15.4,-0.1194,2.306
2019-06-24,2082.36,2945.35,2.1047,15.26,-0.0817,2.3049
2019-06-25,2055.86,2917.38,2.1208,16.28,-0.0833,2.296
2019-06-26,2013.35,2913.78,2.1387,16.21,-0.1982,2.296
2019-06-27,2034.66,2924.92,2.1334,15.82,-0.253,2.2702
2019-06-28,2044.76,2941.76,2.0868,15.08,-0.1814,2.2662
2019-07-01,2039.32,2964.33,2.1073,14.06,-0.1829,2.2324
2019-07-02,2074.72,2973.01,2.1722,12.93,-0.1707,2.2252
2019-07-03,2102.74,2995.82,2.2028,12.57,-0.1074,2.2587
2019-07-04,2102.74,2995.82,2.2028,12.57,-0.0026,2.2422
2019-07-05,2094.39,2990.41,2.2152,13.28,-0.0079,2.2481
2019-07-08,2101.55,2975.95,2.2305,13.96,-0.0384,2.2513
2019-07-09,2111.27,2979.63,2.2355,14.09,-0.0414,2.2574
2019-07-10,2122.31,2993.07,2.1687,13.03,-0.0679,2.2549
2019-07-11,2095.01,2999.91,2.1404,12.93,0.0038,2.2858
2019-07-12,2089.6,3013.77,2.1298,12.39,-0.0085,2.2548
2019-07-15,2089.76,3014.3,2.1271,12.68,-0.0198,2.2436
2019-07-16,2084.84,3004.04,2.144,12.86,0.04,2.2288
2019-07-17,2077.48,2984.42,2.113,13.97,-0.0497,2.1572
2019-07-18,2076.49,2995.11,2.0204,13.53,-0.019,2.139
2019-07-19,2040.82,2976.61,2.0637,14.45,-0.0422,2.1397
2019-07-22,2039.74,2985.03,2.0662,13.53,-0.0346,2.125
2019-07-23,2062.35,3005.47,2.0412,12.61,-0.0012,2.142
2019-07-24,2063.43,3019.56,2.0925,12.07,-0.0472,2.1356
2019-07-25,2051.58,3003.67,2.1,12.74,-0.1809,2.1765
2019-07-26,2060.11,3025.86,2.1125,12.16,-0.2031,2.1948
2019-07-29,2068.3,3020.97,2.0996,12.83,-0.2894,2.2825
2019-07-30,2084.58,3013.18,2.0592,13.94,-0.3257,2.2777
2019-07-31,2076,2980.38,2.0616,16.12,-0.2783,2.2058
2019-08-01,2075.37,2953.56,2.0744,17.87,-0.29,2.2528
2019-08-02,2087.13,2932.05,2.0483,17.61,-0.2417,2.2253
2019-08-05,2048.05,2844.74,1.9969,24.59,-0.323,2.2346
2019-08-06,2071.06,2881.77,2.028,20.17,-0.2838,2.1965
2019-08-07,2091.46,2883.98,2.0125,19.49,-0.3592,2.2408
2019-08-08,2125.16,2938.09,2.0072,16.91,-0.3524,2.2631
2019-08-09,2124.49,2918.65,1.9864,17.97,-0.3047,2.2562
2019-08-12,2118.12,2883.75,1.9684,21.09,-0.288,2.2837
2019-08-13,2121.93,2926.32,1.9873,17.52,-0.3445,2.2945
2019-08-14,2091.27,2840.6,1.9384,22.1,-0.3825,2.2507
2019-08-15,2115.29,2847.6,1.8793,21.18,-0.3688,2.2569
2019-08-16,2134.01,2888.68,1.8585,18.47,-0.4183,2.2549
2019-08-19,2151.67,2923.65,1.8943,16.88,-0.4413,2.2749
2019-08-20,2133.65,2900.51,1.9,17.5,-0.4983,2.2789
2019-08-21,2142.02,2924.43,1.9718,15.8,-0.5002,2.2506
2019-08-22,2153.39,2922.95,1.9819,16.68,-0.485,2.2755
2019-08-23,2124.64,2847.11,1.9534,19.87,-0.4804,2.2639
2019-08-26,2143.99,2878.38,1.9764,19.32,-0.4934,2.2927
2019-08-27,2134.78,2869.16,1.9694,20.31,-0.4777,2.2943
2019-08-28,2142.06,2887.94,1.9796,19.35,-0.3923,2.2914
2019-08-29,2158.76,2924.58,1.9795,17.88,-0.3879,2.2498
2019-08-30,2161.39,2926.46,1.9765,18.98,-0.3042,2.2162
2019-09-02,2161.39,2926.46,1.9765,18.98,-0.2018,2.2084
2019-09-03,2184.71,2906.27,1.9507,19.66,-0.2051,2.2315
2019-09-04,2203.03,2937.78,1.9434,17.33,-0.1796,2.2385
2019-09-05,2185.18,2976,1.9509,16.27,-0.0602,2.2142
2019-09-06,2189.84,2978.71,1.9481,15,-0.1297,2.1933
2019-09-09,2176.28,2978.43,1.948,15.27,-0.1706,2.2187
2019-09-10,2151.43,2979.39,1.9334,15.2,-0.1346,2.1839
2019-09-11,2155.38,3000.93,1.9436,14.61,-0.1338,2.176
2019-09-12,2166.89,3009.57,1.9511,14.22,-0.1755,2.2085
2019-09-13,2142.5,3007.39,1.956,13.74,-0.1625,2.1633
2019-09-16,2163.42,2997.96,1.9764,14.67,-0.257,2.1944
2019-09-17,2187.36,3005.7,1.9719,14.44,-0.1448,2.1928
2019-09-18,2180.19,3006.73,1.9307,13.95,-0.1103,2.1879
2019-09-19,2187.87,3006.79,1.9178,14.05,-0.0989,2.1999
2019-09-20,2186.53,2992.07,1.897,15.32,-0.1425,2.2154
2019-09-23,2190.04,2991.78,1.8892,14.91,-0.1265,2.2347
2019-09-24,2187.51,2966.6,1.9026,17.05,-0.1395,2.2608
2019-09-25,2189.73,2984.87,1.882,15.96,-0.156,2.2959
2019-09-26,2209.42,2977.62,1.8024,16.07,-0.1583,2.281
2019-09-27,2196.98,2961.79,1.779,17.22,-0.1445,2.282
2019-09-30,2201.49,2976.74,1.8071,16.24,-0.1378,2.3111
2019-10-01,2180.83,2940.25,1.7618,18.56,-0.0907,2.2964
2019-10-02,2173.56,2887.61,1.7387,20.56,0.0042,2.2719
2019-10-03,2196.3,2910.63,1.6901,19.12,0.0679,2.251
2019-10-04,2208.85,2952.01,1.6873,17.04,0.0679,2.251
2019-10-07,2203.71,2938.79,1.7025,17.86,0.1228,2.209
2019-10-08,2193.73,2893.06,1.6667,20.28,0.0883,2.2305
2019-10-09,2197.28,2919.4,1.6743,18.64,0.0879,2.2182
2019-10-10,2199.16,2938.13,1.6639,17.57,0.0976,2.2164
2019-10-11,2197.23,2970.27,1.6611,15.58,0.1485,2.1907
2019-10-14,2197.82,2966.15,1.6611,14.57,0.1222,2.1893
2019-10-15,2200.48,2995.68,1.6482,13.54,0.113,2.1858
2019-10-16,2200.08,2989.69,1.6512,13.68,0.1046,2.174
2019-10-17,2214.16,2997.95,1.6639,13.79,0.1331,2.1657
2019-10-18,2232.83,2986.2,1.656,14.25,0.2142,2.168
2019-10-21,2249.86,3006.72,1.6508,14,0.2377,2.1515
2019-10-22,2243.22,2995.99,1.6385,14.46,0.1989,2.1785
2019-10-23,2247.98,3004.52,1.6512,14.01,0.167,2.179
2019-10-24,2245.83,3010.29,1.6614,13.71,0.1967,2.1797
2019-10-25,2221.87,3022.55,1.6612,12.65,0.2481,2.173
2019-10-28,2208.64,3039.42,1.6278,13.11,0.3224,2.1516
2019-10-29,2216.31,3036.89,1.6008,13.2,0.2873,2.1217
2019-10-30,2231.51,3046.77,1.5726,12.33,0.3635,2.1327
2019-10-31,2225.27,3037.56,1.524,13.22,0.3984,2.1083
2019-11-01,2224.08,3066.91,1.5136,12.3,0.3984,2.0933
2019-11-04,2206.38,3078.27,1.5289,12.83,0.371,2.0853
2019-11-05,2167.02,3074.62,1.536,13.1,0.3219,2.104
2019-11-06,2174.86,3076.78,1.541,12.62,0.2571,2.1314
2019-11-07,2151.13,3085.18,1.5538,12.73,0.2695,2.1392
2019-11-08,2145.29,3093.08,1.5433,12.07,0.2618,2.1347
2019-11-11,2149.41,3087.01,1.5433,12.69,0.2287,2.1374
2019-11-12,2131.83,3091.84,1.5637,12.68,0.1885,2.1451
2019-11-13,2151.38,3094.04,1.5641,13,0.2083,2.1477
2019-11-14,2170.62,3096.63,1.5615,13.05,0.194,2.1394
2019-11-15,2181.88,3120.46,1.5613,12.05,0.1734,2.1349
2019-11-18,2193.04,3122.03,1.5535,12.46,0.1636,2.1086
2019-11-19,2197.29,3120.18,1.5539,12.86,0.1801,2.0946
2019-11-20,2195.33,3108.46,1.5564,12.78,0.2086,2.0842
2019-11-21,2163.69,3103.54,1.564,13.13,0.2696,2.1211
2019-11-22,2155.4,3110.29,1.5766,12.34,0.1567,2.1143
2019-11-25,2161.82,3133.64,1.5817,11.87,0.2381,2.106
2019-11-26,2190.72,3140.52,1.5778,11.54,0.2847,2.0797
2019-11-27,2201.86,3153.63,1.5853,11.75,0.3314,2.0737
2019-11-28,2201.86,3153.63,1.5853,11.75,0.286,2.061
2019-11-29,2191.39,3140.98,1.5672,12.62,0.3005,2.0184
2019-12-02,2156.57,3113.87,1.5493,14.91,0.2299,2.0386
2019-12-03,2171.9,3093.2,1.559,15.96,0.3461,2.0278
2019-12-04,2180.62,3112.76,1.5359,14.8,0.2664,2.0174
2019-12-05,2181.39,3117.43,1.5256,14.52,0.3229,2.0187
2019-12-06,2184.86,3145.91,1.5049,13.62,0.3415,1.9999
2019-12-09,2188.95,3135.96,1.533,15.86,0.3656,1.9831
2019-12-10,2175.65,3132.52,1.5411,15.68,0.3589,1.9596
2019-12-11,2153.23,3141.63,1.5615,14.99,0.3558,1.9629
2019-12-12,2121.87,3168.57,1.5461,13.94,0.3733,1.9606
2019-12-13,2123.38,3168.8,1.5562,12.63,0.3329,1.9704
2019-12-16,2137.57,3191.45,1.5484,12.14,0.3304,1.9756
2019-12-17,2117.02,3192.52,1.5386,12.29,0.3242,1.9648
2019-12-18,2142.93,3191.14,1.5513,12.58,0.3586,1.9912
2019-12-19,2162.87,3205.37,1.5615,12.5,0.3739,1.9825
2019-12-20,2176.82,3221.22,1.5613,12.51,0.3515,1.9829
2019-12-23,2163.89,3224.01,1.5561,12.61,0.2806,2.0019
2019-12-24,2167.01,3223.38,1.5667,12.67,0.2913,2.021
2019-12-25,2167.01,3223.38,1.5667,12.67,0.3073,2.0423
2019-12-26,2178.35,3239.91,1.564,12.65,0.3481,2.0462
2019-12-27,2186.24,3240.02,1.551,13.43,0.3314,2.0255
2019-12-30,2187.6,3221.29,1.5202,14.82,0.2891,2.0004
2019-12-31,2204.79,3230.78,1.5436,13.78,0.3103,1.9941
2020-01-01,2204.79,3230.78,1.5436,13.78,0.2595,1.9991
2020-01-02,2172.09,3257.85,1.5256,12.47,0.2266,2.017
2020-01-03,2192.16,3234.85,1.5075,14.02,0.2613,2.0026
2020-01-06,2194,3246.28,1.5177,13.85,0.268,1.9985
2020-01-07,2167.78,3237.18,1.5104,13.79,0.2413,1.9757
2020-01-08,2176.88,3253.05,1.5257,13.45,0.2255,1.9709
2020-01-09,2176.05,3274.7,1.5231,12.54,0.1838,1.9875
2020-01-10,2194.5,3265.35,1.5305,12.56,0.1585,1.9961
2020-01-13,2220.17,3288.13,1.5356,12.32,0.075,2.042
2020-01-14,2211.6,3283.15,1.5514,12.39,0.11,2.0338
2020-01-15,2230.88,3289.29,1.5564,12.42,0.0429,2.0661
2020-01-16,2248.97,3316.81,1.5461,12.32,0.0344,2.0644
2020-01-17,2250.82,3329.62,1.5535,12.1,-0.0314,2.1332
2020-01-20,2250.82,3329.62,1.5535,12.1,-0.0263,2.1128
2020-01-21,2273.69,3320.79,1.533,12.85,0.0529,2.1009
2020-01-22,2258.47,3321.75,1.5436,12.91,0.1021,2.0792
2020-01-23,2276.95,3325.54,1.5487,12.98,0.0833,2.0578
2020-01-24,2270.19,3295.47,1.5254,14.56,0.0477,2.0566
2020-01-27,2259.95,3243.63,1.533,18.23,0.0263,2.0504
2020-01-28,2267.43,3276.24,1.5462,16.28,0.0416,2.0394
2020-01-29,2258.16,3273.4,1.541,16.39,0.0641,2.0467
2020-01-30,2261.19,3283.66,1.5512,15.49,0.0456,2.0427
2020-01-31,2232.91,3225.52,1.5382,18.84,0.0159,2.0452
2020-02-03,2238.67,3248.92,1.5535,17.97,-0.0078,2.039
2020-02-04,2261.96,3297.59,1.5462,16.05,-0.0031,2.0439
2020-02-05,2261.63,3334.69,1.5487,15.15,-0.0565,2.0548
2020-02-06,2270.73,3345.78,1.5589,14.96,-0.0746,2.0787
2020-02-07,2269.09,3327.71,1.5357,15.47,-0.1549,2.1395
2020-02-10,2297.16,3352.09,1.5433,15.04,-0.1583,2.1679
2020-02-11,2316.34,3357.75,1.559,15.18,-0.1707,2.1929
2020-02-12,2329.57,3379.45,1.5692,13.74,-0.16,2.3093
2020-02-13,2343.8,3373.94,1.5717,14.15,-0.1184,2.3614
2020-02-14,2368.64,3380.16,1.5689,13.68,-0.0245,2.3768
2020-02-17,2368.64,3380.16,1.5689,13.68,0.0793,2.501
2020-02-18,2365.34,3370.29,1.5688,14.83,0.3418,2.4378
2020-02-19,2332.26,3386.15,1.5692,14.38,0.3011,2.578
2020-02-20,2360.97,3373.23,1.5717,15.56,0.3119,2.5277
2020-02-21,2369.28,3337.75,1.5459,17.08,0.1998,2.9293
2020-02-24,2337.95,3225.89,1.5254,25.03,0.3704,2.887
2020-02-25,2276.72,3128.21,1.5104,27.85,0.4752,2.9405
2020-02-26,2252.68,3116.39,1.5078,27.56,0.5015,3.2758
2020-02-27,2129.95,2978.76,1.4207,39.16,0.7162,3.2797
2020-02-28,2076.91,2954.22,1.267,40.11,0.5249,3.3918
2020-03-02,2169.43,3090.23,1.1877,33.42,0.9411,3.4316
2020-03-03,2164.35,3003.37,0.9197,36.82,1.2042,3.7985
2020-03-04,2248.32,3130.12,0.7104,31.99,1.1658,3.9896
2020-03-05,2198.21,3023.94,0.6109,39.62,0.8784,4.3046
2020-03-06,2164.02,2972.37,0.4504,41.94,0.8219,4.2837
2020-03-09,1997.78,2746.56,0.3409,54.46,0.8847,4.1834
2020-03-10,2083.67,2882.23,0.4326,47.3,0.9486,4.1427
2020-03-11,1954.44,2741.38,0.3943,53.9,0.9819,4.0253
2020-03-12,1762.59,2480.64,0.3027,75.47,0.7127,4.0254
2020-03-13,1918.97,2711.02,0.2441,57.83,0.7162,3.8636
2020-03-16,1575.46,2386.13,0.1933,82.69,0.6085,3.9605
2020-03-17,1676.11,2529.19,0.1373,75.91,0.5451,4.0068
2020-03-18,1515.21,2398.1,-0.0127,76.45,0.5512,3.953
2020-03-19,1520.35,2409.39,-0.0254,72,0.5363,3.9452
2020-03-20,1454.65,2304.92,-0.033,66.04,0.6164,3.9102
2020-03-23,1380.15,2237.4,-0.0356,61.59,0.5978,3.8278
2020-03-24,1504.28,2447.33,-0.0381,61.67,0.6095,3.7478
2020-03-25,1581.16,2475.56,-0.0813,63.95,0.5258,3.6209
2020-03-26,1693.33,2630.07,-0.1372,61,0.578,3.3987
2020-03-27,1693.32,2541.47,-0.0381,65.54,0.6147,3.368
2020-03-30,1730.12,2626.65,0.0102,57.08,0.5146,3.3284
2020-03-31,1691.41,2584.59,0.061,53.54,0.5148,3.2633
2020-04-01,1579.33,2470.5,0.0381,57.06,0.5553,3.2783
2020-04-02,1587.6,2526.9,0.0458,50.91,0.5341,3.3047
2020-04-03,1564.71,2488.65,0.0585,46.8,0.4827,3.3009
2020-04-06,1681.07,2663.68,0.0534,45.24,0.5275,3.311
2020-04-07,1692.02,2659.41,0.1144,46.7,0.5049,3.2685
2020-04-08,1807.13,2749.98,0.1627,43.35,0.5017,3.2492
2020-04-09,1910.19,2789.82,0.1933,41.67,0.569,3.2495
2020-04-10,1910.19,2789.82,0.1933,41.67,0.5265,3.2571
2020-04-13,1826.44,2761.63,0.1933,41.17,0.5481,3.2431
2020-04-14,1881.8,2846.06,0.1373,37.76,0.5605,3.2307
2020-04-15,1804.87,2783.36,0.117,40.84,0.5127,3.2782
2020-04-16,1784.68,2799.55,0.1119,40.11,0.5345,3.2864
2020-04-17,1841.57,2874.56,0.0864,38.15,0.5653,3.2781
2020-04-20,1771.58,2823.16,0.0712,43.83,0.5962,3.327
2020-04-21,1741.31,2736.56,0.0864,45.41,0.557,3.3291
2020-04-22,1770.95,2799.31,0.0915,41.98,0.589,3.3769
2020-04-23,1753.06,2797.8,0.0966,41.38,0.6057,3.4301
2020-04-24,1759.79,2836.74,0.0991,35.93,0.5456,3.4249
2020-04-27,1819.76,2878.48,0.0915,33.29,0.5432,3.4175
2020-04-28,1835.28,2863.39,0.0864,33.57,0.5125,3.4182
2020-04-29,1860.53,2939.51,0.0788,31.23,0.5437,3.4072
2020-04-30,1840.05,2912.43,0.0788,34.15,0.6215,3.3843
2020-05-01,1776.57,2830.71,0.0991,37.19,0.5738,3.3118
2020-05-04,1770.62,2842.74,0.0991,35.97,0.5657,3.2399
2020-05-05,1779.15,2868.44,0.0966,33.61,0.5652,3.188
2020-05-06,1747.97,2848.42,0.1068,34.12,0.5447,3.1809
2020-05-07,1771.98,2881.19,0.0839,31.44,0.5796,3.1135
2020-05-08,1814.18,2929.8,0.0941,27.98,0.5421,3.1081
2020-05-11,1788,2930.32,0.1042,27.57,0.5476,3.11
2020-05-12,1706.36,2870.12,0.1195,33.04,0.528,3.1074
2020-05-13,1668.1,2820,0.1093,35.28,0.5345,3.1209
2020-05-14,1672.96,2852.5,0.1093,32.61,0.5457,3.1048
2020-05-15,1666.17,2863.7,0.0991,31.89,0.5987,3.0642
2020-05-18,1763.73,2953.91,0.1042,29.3,0.6814,3.0066
2020-05-19,1739.59,2922.94,0.1144,30.53,0.748,2.9249
2020-05-20,1754.74,2971.61,0.1144,27.99,0.718,2.8848
2020-05-21,1752.81,2948.51,0.1068,29.53,0.6677,2.8147
2020-05-22,1780.14,2955.45,0.1144,28.16,0.561,2.8837
2020-05-25,1780.14,2955.45,0.1144,28.16,0.5088,2.901
2020-05-26,1844.87,2991.77,0.1169,28.01,0.5534,2.9166
2020-05-27,1880.83,3036.13,0.1398,27.62,0.5689,2.9185
2020-05-28,1891.33,3029.73,0.1424,28.59,0.6007,2.8872
2020-05-29,1871.82,3044.31,0.1246,27.51,0.5909,2.872
2020-06-01,1915.49,3055.73,0.1246,28.23,0.5639,2.8616
2020-06-02,1928.35,3080.82,0.1395,26.84,0.5466,2.8763
2020-06-03,1988.29,3122.87,0.1471,25.66,0.569,2.8615
2020-06-04,1966.69,3112.35,0.142,25.81,0.5774,2.8782
2020-06-05,2038.32,3193.93,0.1471,24.52,0.5421,2.901
2020-06-08,2088.65,3232.39,0.1572,25.81,0.5487,2.9144
2020-06-09,2056.75,3207.18,0.1576,27.57,0.5044,2.9187
2020-06-10,2004.38,3190.14,0.1653,27.57,0.5017,2.9566
2020-06-11,1878.42,3002.1,0.1602,40.79,0.5268,2.9339
2020-06-12,1946.67,3041.31,0.15,36.09,0.5465,2.9042
2020-06-15,1972.53,3066.59,0.1526,34.4,0.5324,2.8807
2020-06-16,2012.36,3124.74,0.1521,33.67,0.539,2.8441
2020-06-17,1983.11,3113.49,0.1471,33.47,0.4999,2.8203
2020-06-18,1960.25,3115.34,0.1445,32.94,0.5296,2.7756
2020-06-19,1934.32,3097.74,0.1471,35.12,0.4889,2.7365
2020-06-22,1930.94,3117.86,0.1395,31.77,0.5201,2.7453
2020-06-23,1922.27,3131.29,0.1344,31.37,0.4913,2.7616
2020-06-24,1870.64,3050.33,0.1369,33.84,0.4915,2.7167
2020-06-25,1893.68,3083.76,0.1369,32.22,0.5031,2.7201
