,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601916.CH.Equity,X601077.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X2892.TT.EQUITY,X5880.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X267.HK.EQUITY,macro_return_add
X000001.CH.EQUITY,0,0.234752478452151,0,0,0,1.73472347597681e-18,0,0,0.108644017333507,0,0.237407224121998,0,0,0,0,0,0,0,0,0.127062846147355,0,-0.0893549770425897,0,0,0,0.275633722503893,0,0.0201541834405565,0,0,-4.83875723793752e-05,0,0,0.183593505274009,0.210774184405126,0,0,-0.280093858067869,0.0014949236518116,0,0,0,0,0,0,0,-0.0318887120440805,0,0,0
X002142.CH.EQUITY,0.13084701756248,0,0,0,0,0,0,0.141378733589548,0.143510941244859,0,0,0,0,0,0,0,0,-0.170738148176256,-0.149392617884352,0.100998965344724,0,-0.00355467125117563,0,0,0.0804436188739726,0,0,0,0,0,0,0.0986073199043081,0,0,0,0,0,0,0,0,0.203367912423456,0,0.0602049989189272,0,0,0,0,0,0,-0.174274791385605
X600000.CH.EQUITY,0.0622861807069154,0,0,0,0.054448101543319,0.129227695528341,0,0,0,0,0,0,0.398100177791698,0,0.19584682054524,0,0,0,0,0.0652365608554116,0,0,0,0,0,0.251644582171085,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.019639949236737,0,0,0,-0.0493724002721712,0,-0.0188757969893944,0.0202118104779386,0,0,0
X600015.CH.EQUITY,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0.191096292633773,0.014351312940035,0,0,0,0.362863273513467,0,0,0.0566121038534973,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125743270773242,0.0484839090041807,0,0,0,0,0,0,0,0.0937588868205908,0,0,0,0.0235543103872869,0,0,0
X600016.CH.EQUITY,0,0.0389110871010151,0.136499065862102,0.158339817615989,0,0,0,0,0,0,0.0984947263878698,0,0.176562534670056,0,0,0,0,0,0,0,0,0,0,0,0,0.031483369913985,0,-0.106403258187746,0.141192513495598,0,0,0,0,-6.93889390390723e-18,0.152295986216543,0,0,0,0.111699718065344,0,0,0,0.0153253807579543,0.0245822339176984,0,0,0,0,0,-0.122493274063934
X600036.CH.EQUITY,0.0328613449082497,0.12973592216662,0.401171860056339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0580176648650973,0,0,-0.056332579902177,0,0,0,0,0,0,0,0.037107946883874,0,0.00176093035163727,0.0387876435738626,0,0,0.157527460954005,0,0.0805540927998808,0.212151229390918,0,0.0526591949416348,0,0.0270556095443701,0,0
X600919.CH.EQUITY,0,0,0,0,0.226231060732305,0,0,0.0340418028070433,0,0.196824659373432,0,0,0.0596424578720937,0,0,0,0,0,0,-0.0398348704219841,0,0.0278877752140552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0225373803473338,0,0,0,0,0
X601009.CH.EQUITY,0.247280398670633,0,0,0.158014832955975,0,0,0,0,0,0,0.0201380466307752,0.233193934841602,0,0.00310658751052474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0770290360226678,0,0,0,-3.46944695195361e-18,0.105487347854739,0,0,0,0,0,0,0,0,0,0,0,0,0.147390356393315,0,0,0
X601166.CH.EQUITY,0.186617820645603,0,0,0,0,0.146311383674094,0,0,0,0,0,0,0,0,0,0,0.15244704011566,0,0,0,0,0,0,0,0,0,0,0,0,0,0.170389131518996,0,0,0,0,0,0,0,0.0081764437950475,0,0,0,0.0944552791405508,0.477114985977745,0,0,0,0,0,0
X601169.CH.EQUITY,-0.0231736455818846,0.0704285111566729,0.206669588179147,0.452210052523404,0,0,0,0,0,0,0,0,0.263796898329897,-0.0288461919726336,0.0623330800922223,0,0,0,0,0,0,0,0,0,0,0,-0.0879348918247842,0,0,0,0,0,0,0,0,0,0,0.00612376160217247,0,0,0.0917350588276237,0,0,0,0,0,0,0,0.075857285745018,0
X601229.CH.EQUITY,0.128006642436879,0,0,0.130566559091333,0,0,0,0,0,0,0,0,0,0.309701218482214,0,0.0285921103233351,0,0,0,-0.199765444783071,0,0,0,0,0.0164371518033112,-0.00781486803062874,0,0.159239809598112,-0.119592471191956,0,0,0,0,0,0,0.261826718463448,0.214636136874859,0,0,0,0,0,0,0,0,0,0,-0.111588219388363,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0457665202891572,0.199861410315945,0,0,0.571919213155881,0,-2.77555756156289e-17,0.122724156373034,0,0,0,0,0,0,0.0120668533297222,0,0,0,0,0,0.120999093196633,0,0.0583987102686726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.289790500541908,0,0.0787628104640252,0,0.0688468767528609,0,0.0433161595081233,0.208071360603876,0,0,0,0,0,0,0,0.189973544298112,0,0,0,0.0516661270003798,0.0669346243401249,0,0,0,0,0,6.93889390390723e-18,0,0.0353957128111877,0,0,0,0,0,0,0,0,0,0.0158011459321675,0,0.0638412103078201,0,0,0,-0.0405659631878517,0,-0.11068860943215,0
