,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X601916.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600958.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601236.CH.EQUITY,X601688.CH.EQUITY,X601788.CH.EQUITY,X601881.CH.EQUITY,X600918.CH.Equity,X601696.CH.Equity,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X267.HK.EQUITY,MKRturn,TED,RealEstateDiff
X000001.CH.EQUITY,0,0.191779585059618,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129483270241084,0,0,0,0.0815197601582025,0,0.0366941145380585,0,0.0309245594412955,0.0446812691036367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0892486336169658,0,0.178326386866365,0.0850023314369573,0,0,0,0,0,0,0,0
X002142.CH.EQUITY,0,0,0,0,0.144870042986418,0.511060123338361,-0.0347595497152331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0762134741260694,0,0,0,0,0,-0.0422047274859291,0,0,0,0,0,0,-0.146097386817413,0,0,0,0,0.0760586393652268,0.0376773999905484,0,0,0.272331062197709,0,0.0202598391937936,0,-0.102810178499982,0,0,-0.128628259156961,0.0343674878004515,0
X600000.CH.EQUITY,0,0,0,0,0,0.0656131891278183,0,0.487975546894684,0,0,0,0.170664541096238,0,0,0,0.0265792450171035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0366751670192962,0,0,0.0268563534013243,0,0,0
X600015.CH.EQUITY,0,0.026612895450178,0,0,0,0,0.461823684720627,0,0,0,0,0.0764990170555407,0,0,-8.67361737988404e-19,0,0.144868652875443,0,0,0,0,0.0862905387785311,0.0836833717973829,0,0,0,0,0,0,0,0,0,-0.22127350439948,0,0,0,0,0,0.0414792561043941,0,0,0,0.0388869023049998,0.0239615710628945,0,0,0,0,0,0.0567355292774092,-0.097868037587756,-0.0129114634163153,0
X600016.CH.EQUITY,0,0.086182214812145,0,0,0,0,0,0,0,0,0,0.0881787392311374,0,0,0.1926158019701,0,0,0,0,0,0.0264869950858823,-0.00626432674179458,0,0.264892372976033,0,0.397923330179577,-0.581363623296329,-0.214323389391235,0,0,0,0,0,0,0,0,0,0,0,0.050101071570813,0.149320442468381,0,0,0,0,0,0,0,-0.279785870283616,0,0,0,0
X600036.CH.EQUITY,0,0.21203483693268,0.0756557373756758,0,0,0,0,0,0,0,0.272181538078868,0,0,0,0.132168048537988,0,0,0,0,0,0.219905836363589,0,0.0441944973198527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0542956021522617,0,0,0,0,0,0.00335901824687941,0,0.0183707536136109,0,0,0,0.0665005307506601,0,0
X601009.CH.EQUITY,0.0198775477770514,0.0626437841560955,0,0.842129131464545,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0294853700182302,0,0,0,0.0136722938929431,0,0,0,0,0,0,0,0,0,0,-0.0612950463892706,0,0.0432302015560104,0,0,-0.0430759188710886,0,0,-0.0549817979442114,0.118324777748393,0,0,0,0,0.035611537849702,-0.0639403193933125,0,-0.101007001259652,0,0,-0.0406005407830615
X601166.CH.EQUITY,0.0539416007395593,0,0.467745772317715,0,0.0397787313314225,0,0,0,0,0,0.0728032110849175,0,0,0,-8.67361737988404e-19,0,0.081056071000767,0.00412375911187144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0030020512793985,0,0,0.162681518692215,0,0,0,0,0,0,0,0,-0.00344825920912722,0,0
X601169.CH.EQUITY,0,0,0.189084830676775,0.105230128771061,0,0,0,0,0,0,0,0,0,0,0.0103972848260454,0,0.161844684196646,0,0,0,0,0,0,-0.049256789038368,0,0,0,0,0,0,0,0,0,0.159524688548275,0,0,0,0,0,0,0.0287394136908119,0,0,0,0,0,0,0,0,0.128753760240304,-0.0753438980070065,0,0
X601229.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0346170490922416,0.106034234994869,0.112134859190222,0,0.674977604355749,0,0,0,-0.508918408836972,0,0,0,0,0,0,0,0,0,0,0,-0.0209456073151942,0,0,0,0,0,0,0,0,-0.00600077341717958,-0.0246444053312944,0,0,0,0,-0.107518218427973,0,0,0,-0.0695497266594454,6.93889390390723e-18,0,0
