,X000001.CH.EQUITY,X002142.CH.EQUITY,X002958.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X600926.CH.EQUITY,X600928.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601577.CH.EQUITY,X601818.CH.EQUITY,X601838.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601997.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X601916.CH.Equity,X601077.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600958.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X000627.CH.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X267.HK.EQUITY,MKRturn,TED,RealEstateDiff
X000001.CH.EQUITY,0,0,0,0,0,-1.73472347597681e-18,0.0664602661731936,0,0,0,0,0.543424933857758,0,0,0,0,0,0,0.140379633384413,0,0.162156413261753,0,0,0,0,0,0,0.0302629138439442,0,0,0.158636027417409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.11698656260462,0,0
X002142.CH.EQUITY,0,0,0,0,0.173341906065257,0,0.314453992401161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.152164333011893,0,0,0,-0.0386576835956285,0,0,0,0,0,0,0,0.0792132320938999,0,0,0,-0.00795702765320931,0,-0.021509682133844,0,-0.0457693361372257
X002958.CH.EQUITY,0.0134059889080386,0,0,0,0,0,0,0,0,0,0.133796635580997,0,0,0.095257866218244,0,0,0,0,0,0,0,0.0887108468298525,0.164474035731171,0,0,0.234130607457382,0.261858551558573,0,0,0,0,0,0.0696598721669566,0,0,0,0.0251730321391063,0,0,0,0,0,0,0,0,0,0,0,0,-0.0671256334437387,0,-0.0511183781378498,0
X600000.CH.EQUITY,0,0,0,0,0,0.476447571646738,0.298143838256933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0720231135076857,0,0,0,0,0,-0.0750562463615967,0,0.223428331530554,0,0,0,0,0,0,0.0932612815840157,0,0,0,0,-0.0591627831151948,0.0854248036931073,0,0,0,0
X600015.CH.EQUITY,0,0,0,0.0964129419741204,0,0,0,0,0,0,0,0,0,0,0.121771390879069,0.251279982026226,0,0,0,0,0,0.176138877081429,0,0,0,0,0,0,0,0,0.10700299565355,0,0,0,0,0,0,0.0317758051687954,0,0,0,0,0.141946686593577,0.02866210448327,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0.0367832526054896,0,0.0142917148276735,0.260406996007829,0,0,0,0,0,0,0,0,0,0.064097217684833,0,0,0,0.217665865463766,0,0,0.217980014444807,0,0,0,0,0,0,0,0,0,0,0.259536542818616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0.16069511247915,0.193599244491258,0,0.240771485179086,0,0,0,0,0,0,0,0,-0.018208619723481,0,0,0,0,0,0,0,0,0,0,0,0.167190134178627,0,-0.0462258329055313,0,0,0,0,0.184644246870928,0,0.146322568799354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.242794151084865,0,0,0.116150522291015,0
X600919.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.462282338813656,0,0,0,0,0.0205719077886127,0,0,0,0,0,0,0,0,0.128982268444141,0,0,0,0,0,0.245811148422216,0,0,0.0363472562184416,0.0627160816695849,0,0,0,0,0,0.0416945342557609,0,0,0,-2.16840434497101e-19,0,0,0,0,0.0223879323595592,0,0,0
X600926.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115344491450461,0,0,0,0,0.535406519525147,0,0,0,0,-0.149853869660539,0,0,0.219657199839047,0,0,0,0,0.155335469561227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0572779294698456,0.0992956150822659,-0.0883191120680091
X600928.CH.EQUITY,0,0,0.205887871259903,0,0,0,0,0,0.100362635258142,0,0,0.127449594731444,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0.32903894690579,0,0,0,0,0.000114993109266038,0,0,0,0,0,0.121733741718659,0,0,0,0,0,0.153106361654469,0,0,0,0,0,0,0,-0.0926296412674003,0,-0.00619104756405419
