,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601077.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X2892.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600958.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X267.HK.EQUITY,MKRturn,TED,RealEstateDiff
X000001.CH.EQUITY,0,0.264890245451985,0,0,0,0,0,0,0,0,0.188211351751145,-0.0862999233482485,0,0,0,0,0,0,0.0399756473551534,0,-0.119463803710199,0,0,0,0.165892770973514,0,0,0,0,0,0,0.189174198515375,0.0616154346322433,0.210182275036051,0,0,-0.173360531594925,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.114280023815416
X002142.CH.EQUITY,0.202121643151652,0,0,0,0,0,0.0325821235753713,0,0.107448979150115,0,0,0,0,0.00480910868908623,0,0,0.111703652807652,0,0.0644236039593715,0,0,0,-0.00213665269754607,0,0.0453762461815973,0,0,0,0,0,0,0,0,0,-0.0190069511157042,0,0,0,0,0.134324669060385,0,0,0,0,0,0,0,0,-0.0454441797017084,0,-0.00754626299896047
X600000.CH.EQUITY,0,0.0254725778045596,0,0,0.0156127901346772,0.286798334778731,0,0,0,0,0,0.00595927192352491,0.47229021112598,0,0,0,0,0,0,0,0,0,0.0471310514395626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00299678773498988,0,0,0,0,0,0,0,0,0,-0.101025322632193,0.112073584221204
X600015.CH.EQUITY,0.0225459382928228,0,0,0,0,0,0,0,0,0.279254990161538,0.0119642932207552,0,0,0,0.400573815664277,0.00893137230150909,0,0,0,0.0524397300419627,5.42101086242752e-20,0.198286043452255,0,0,0,0,0,0,0,0,0,0.0276020334568287,0,0,0,0,0,0,0,0,0,0.126744657823244,0,0,0,0.0321859268327662,0,0,0,0,0
X600016.CH.EQUITY,0,0,0.114119298995428,0.209761501000602,0,0,0,0,0,0,0,0,0.163557730134996,0.152652426598978,0,0,0.150276474220013,0,0,0,0,-0.00817950348115079,0,0,0,0,0,0,0,0,0,0,0.10343302925092,0,0,0,0,0,0,0,0.0942091789903854,0.15850213561839,0,0,0,0,0,0,0,-0.193190422025209,0.0240937439650948
X600036.CH.EQUITY,0,0.254254047083226,0.12631557808327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0985344813420715,0,0.228476119960747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030577186083747,0.39544342137726,0,0.01081230739873,0.0430864312572752,0,0,0,0,0.00299086680699365,0,0.013561247146791,0
X600919.CH.EQUITY,0,0,1.73472347597681e-18,0,0.154447119247063,0,0,0,0,0.224025046782416,0.00413706417091743,0,0,0.167904827111216,0.0310903358671639,0,0.253250326616321,0,-0.0137193458046337,-0.0238004405154175,0,0,0,0,0,0,0,0,0.144320005765553,0,0,0,0,0,0,0,-0.0577229519567207,0,-0.0721709673261388,0,0,-0.0933835601639891,0,0,0,0,0,0,0,0,0.0438336360613733
X601009.CH.EQUITY,0.433155483072296,0,-0.0761932822951097,0,0,0,0,0,0.145521517895344,0,0,0,0,0.140020849559537,0.223465500576105,0.124667549826703,0,0,-0.0715530770508939,0,0,0,-0.238387921134073,0,0,0,0,0,0,0,0,0,-0.0629232502147317,0,0,0,0,0,0,0,0,0,0,0,0.284120401351342,0.175867878798528,0,0,0,0,0
X601166.CH.EQUITY,0,0.289720111250153,0,0,0,0,0,0,0,-0.233302642628444,0,0,0,0.028743021788556,0,0,0.395597765729941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0396502039492363,0,0,0,0,0,0.0562262878509486,0.298747353093615,0.211405799191608,0.0474925577952226,0,0,0,-0.00804485579746578,0,0.248778878061378,-0.0337772369274675
X601169.CH.EQUITY,0,0,0.166502131773259,0.554781742486378,0,0,0,0,0,0,0,0,0.297332984647037,-0.0732013069011312,0,0,0.0694732448366113,0,0,0,0,0,0,0.152087315408552,0,0,0,0,0,0,0,0,0,0,-0.0232625379795081,0,0,0,0,0,0,0,0,0,0,0,0,0.0187893373650491,0.0972467639288926,0,0.0374444498464532
