,X000001.CH.EQUITY,X002142.CH.EQUITY,X002958.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X600926.CH.EQUITY,X600928.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601577.CH.EQUITY,X601818.CH.EQUITY,X601838.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601997.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X601916.CH.Equity,X601077.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600958.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X388.HK.EQUITY,X000627.CH.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X267.HK.EQUITY,MKRturn,TED,RealEstateDiff
X000001.CH.EQUITY,0,0,0,0,0,0.108360358515725,0.0653657051692707,0,0,0,0.0533403748919562,0.355882965055183,0,0,0,0,0,0,0,0,0,0,0,0,0.0198533733430925,0,0,0,0,0,0.0259438821402994,0,0,0,0,0,0.0138371264960952,0,0,0,0.0252889843892924,0,0,0,0,0.156983733442816,0.0787266376499469,0,0,0,0,0,0
X002142.CH.EQUITY,0,0,0,0.163163130653765,0,0,0.155351767238108,0,0.240095717589271,0,0,0,0,0,0,0,0,0,0,0.0335899798890498,0,0,0,0.0607438381759569,0,0,0,0,-0.0374609770720518,2.16840434497101e-19,-0.0556788216343688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.211209224416992,0,0,0.139375174865513,0,0.00356412086297221,0,0
X002958.CH.EQUITY,0,0.0617219940046311,0,0,0,0,0,0,0,0.13038944613107,0,0,0,0,0,0,0,0.362673707317322,0,0,0,0,0,0,0,0.0187562341774166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132146540393612,0.0870015692318665,0,0,0,0,0.0894501118939691,-0.0514973979616104,0.00306808668452203,0,0
X600000.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.57694238480513,0.0948458792271509,0.019891762674628,0.0209162346262756,0,0.094151349929623,0.146055344121424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0.0952965925642421,0,-8.67361737988404e-19,0,0.0409594828666422,0.0837072340654532
X600015.CH.EQUITY,0,0,0,0.141161965073803,0,0,0,0,0,0,0,0,0.068747759533435,0,0,0,0,0,0,0,0,0,0.101101702837577,0,0,0,0.670490474902718,0,0,0.00637453718841868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0764959313321842,0,0,0,-0.0742295487385529,0,-0.0714235625701008,0
X600016.CH.EQUITY,0.0422552160299541,0,0.133557119422643,0,0.301557784920748,0,0,0,0,0.0758623491372482,0,0,-3.46944695195361e-18,0,0,0,-4.33680868994202e-19,0.289779951638286,0,0.0481733056951874,0,0,0,0,0,0.0707807791086588,0,0,0,0,0,0,0,0,0,0,0,0.163437359173829,0,0,0,0,0,0.00942798635888573,0,0,0,0,0,0,0,-0.0135577626752987,0
X600036.CH.EQUITY,0.352414903951017,0.17675424990813,0,0,0,0.0309336820170477,0,0,0,0.119363780593014,0,0.119833194049883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11238210056282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0753501691250651,0,0
X600919.CH.EQUITY,0,0.063127001566493,-0.0468848297484955,0,0.223785982317689,0,0,0,0.533349116241339,0,0,0,0,0,0,0.0697832912007152,0.056582568945665,0,0,0,0.0574177799594877,0.00805127073232629,0,0,0,0,0,0,0,-0.116419449221789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0826266091222723,0,0,0,0,0,-0.0740107712848565,0,0.000972865173039253
X600926.CH.EQUITY,0,0.0624323051270046,0,0,0,0,0,0.377994489768908,0,0,0,0,0,0,0.0481129670774756,0,0,0,-0.0483004614309484,0.44767834801883,0,0,0,0,0,0,0,0,0,-0.0196452867438985,0,0.171839699930313,0,0,0,0,0,-0.0901067240762312,0,0,0,0.131997856355997,0,0,0,0,0,0,0,0,0,0.219766631475882,0
X600928.CH.EQUITY,0,-0.0466034372799289,0.168306238368116,0,0,0,0,0,0,0,0,0,0.0203161262982995,0,0,0,0.119206003516489,0.144157034405201,0.130904399628887,0,0.0112584926487247,-0.0886510846029638,0.43435127292652,0,0,0,0,0,0,-0.0299680934855152,0.0746823588921124,0,0,0,0,0,0,0,0,0,0.0217745819419003,0,0,0,0,0,-0.0268547229112033,0,0,0,0,0,0
