,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X601916.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X2892.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601236.CH.EQUITY,X601688.CH.EQUITY,X601788.CH.EQUITY,X601881.CH.EQUITY,X600918.CH.Equity,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X267.HK.EQUITY,MKRturn,TED,RealEstateDiff
X000001.CH.EQUITY,0,0.198707524226167,0,0,0,0.0172971162263814,0,0,0,0,0,0,0,0,0,0.0672190179749065,0.145187749627904,0,0,0,0,0.040976236357169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.206181340717806,0,0.0517250810058643,0.19123592327787,0,0.0348724175716882,0,0,0,0.112242548813313,0,0
X002142.CH.EQUITY,0.108963050992496,0,0,0,0,0.895896690891328,-0.116384340961823,0,0,0.118396241104997,0,-0.355407218383949,0,0,0,0,0.073823772673945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0218952900763695,0,0,0,0,0,0,-0.0342025685415387,0.19066288455454,6.93889390390723e-18,0,0,0,0,0,-0.0109910468314185,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0.0617137964232112,0,0,0.299549235065,0.142107247094734,0,0.207078344123479,0,0,0,0,0.0282414691572619,0,0,0,0,0,0.0806187940446546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0
X600015.CH.EQUITY,0,0,0,0,0,0,0.390913274192157,0,0,0,0,0,0,0,0.138202855793323,0,0,0,0,0,0,0.0949420495048366,0.0165051671075909,0.365590159555147,0,0,0,0,-0.0584174854168257,0,0,0,0,-0.246768106830042,0,0,0,-0.144854530851685,0,0,0.0322790008135319,0,0,0,0,0,0,0,0,0.147996482133719,-0.0733011523037679,-0.0269207111685586,0.0126854060516827
X600016.CH.EQUITY,0,0,0,0,0,0,0,0,0.196513365355132,0.0439129636178371,0.556083505742667,0,0,0,0,0.119418898770932,0.0791082763802407,0,0,0.033113582429005,0,0,0,0,0,0,0.0799998053231386,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0820692980401027,0,0,0,0,0,0,0,0,0,0,0,0.0695848266632188
X600036.CH.EQUITY,0.0512865701195924,0.256574804215693,0,0,0,0,0,0.230090442132433,0,0,0,0,0,0,0.11059702643421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0143963226944218,0,6.93889390390723e-18,0,-2.16840434497101e-19,0.0560459392723794,0.237830167416831,0.0881809852623304,0,0,0,0,0,0
X601009.CH.EQUITY,0,0,0,0.725951716737819,0,0,0,0,0,0.137956665521837,0,0,0,0,0,0,-0.0170366017967776,0.0658347014191739,0,0,0,0,0,0,0,0,-0.0241951458456674,0,0,0,0,0,0,-0.0421904973609329,0,0,0,0,0,0,-0.0144969079077846,0,0,0,0,0,0,0,0,-0.0860408923957196,0,0.0166988117442292,0
X601166.CH.EQUITY,0.123448619180913,0.0124653836616781,0.45420693793844,0,0,0,0,0,0,0,0,0,0,0,0.177057870986226,0.0195425870076332,0,0.0211870461808168,0,-0.00157690563164146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.010882969119689,0,0,0,0.00148333008150201,0,0,0,0,0,0,0,0,0
X601169.CH.EQUITY,0,0.18811454363991,0.156772409681967,0.610046201202755,0.0901137183294517,0,0,0,0,-0.131778471393928,0,0,0,0,1.73472347597681e-18,0,0,0,0.068096077402161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0258377272071816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601229.CH.EQUITY,-0.104461304431102,0.353714835618893,0.318708680664538,0,0.176345800674166,0,0,0,0,0,0,-0.0379590016587565,0,0,0,0,0.0129608387371224,0,0,0,0,-0.119123053945818,0,0,0,0.10047323595563,0,0,0,0,0,0,0,0,0,0,0.0742668527709872,-0.108128307678435,0,0,0,0,0.14979468471101,0,0,0,-0.0685674277572359,0,-0.106953930854835,-0.314185030118402,0.186718955708342,-0.295627635378035,0.0360292981357815
