,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X600926.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601577.CH.EQUITY,X601818.CH.EQUITY,X601838.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601997.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X601916.CH.Equity,X601077.CH.Equity,X2801.TT.EQUITY,X2880.TT.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2887.TT.EQUITY,X2890.TT.EQUITY,X2891.TT.EQUITY,X2892.TT.EQUITY,X5880.TT.EQUITY,X000166.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X2885.TT.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X2883.TT.EQUITY,X2888.TT.EQUITY,MKRturn,TED,RealEstateDiff
X000001.CH.EQUITY,0,0.182819279149556,0,0,0,0,0,0,0.025319878672879,0,0,0.0824956707064567,0,0,0,0,0,0.123160676950324,0,0,0,0,0,0,0,0.105616530161212,0,0,0,0,0,0,0,0,0,0.0330095692615506,0,0.221485767980365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002142.CH.EQUITY,0.0713656708162996,0,0,0,0,0.0572352100960505,0,0,0.328606656084183,0.0222768133284661,0.333564962189265,0.113411611800624,-0.0474935744919786,0,0,0,0,0,0,0,0,0,0,0,-0.135415478277436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0561721262558031,0,0,-0.00281015782242017,0,0,0,0,0,0,0.134863072503636
X600000.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0675775270816692,-0.098473289187362,0.0878908953705109,0,-0.0728071150778177,0,0,0.350395398217893,0,0,0,0.501605357797025,-0.0404071324657635,0,0,0,0,0,0.0262447222718366,-0.0269531286166032,0,0,0,0,-0.0515439858503282,0,0,0,0,0,0,0,0,0,0,0,-0.0679925237280818,0,0,0,0,-0.169335520048614,-0.0458948728268657,0.0733393554984829
X600015.CH.EQUITY,0,0,0,0,0,0,0,0.077043261813503,0.158447201244527,0,0.455049642131339,0.0646236427244816,0,0.222389067958887,0,0,0,0,0,0,0,0,-0.0114377834771861,0.0704950947379452,0.0668810938602078,-0.0699733334870105,-0.134824811292714,0,0,0,0,0,0,0,0,0,0.0830026179606472,0.13900783811017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0,0,0,0,-0.545214707302512,0.345761844084648,0,0,0,0,0,-0.882563743870833,0.470282903822001,0.175431663914626,0,-0.0784542266794773,0,0,0,0,0.381905330634508,0,0,0,0,0,0,-0.220763046688117,0,0,0,0,0,0,0,0,0.254551996736384,-0.0584654420626571,0,0,0,0,0,0,0,0,0,0,0.353491062723567,0
X600036.CH.EQUITY,0.143580127095635,0,0,0,0,0,0,0,0,0.115590869511536,0,0,0,-0.0306438637508857,0,0,0,0.0975586179643731,0.0851133098937624,0,0,0,0,0.0623555971474643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.328221543493664,0.176205975404788,0,0,0,0,0,0,0,0,0
X600919.CH.EQUITY,0.19919950691709,0,0,0,0,0,0,0,0.114060406779451,0,0,0.0797686803143198,0,0,0,0,-0.0321038481468632,0.105505890663192,0.13245371488795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0101986123924144,0,0.0756253520066395,0,0,0,0,0,0,0,0,-0.384409910641713,0.103770695473698,-0.245819950454598
X600926.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,-0.00495747281482597,0,0,0,0,0,0,0.592465634279875,0,-0.062106005175602,0,0,0,0,0,0,0,0,-0.0288087658596938,0,0,0,0,0,0,0,0,0,-0.114403388226513,0,0,0,0,0,0,0,0,0,-0.136220850192465,0,-0.14889914771343,0.0276700679422081,0.192207723239276
X601009.CH.EQUITY,0.0764860102905694,0.0777891771419768,0,0,0,0,0,0.0103307994485115,0,0,0,0.207828495426754,0,0,0,0,0,0,0,0,0.436643057146032,0,0,0,0.00111992484560747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0316833104740774,-0.00503245576789494,0.165509378929808,0,0
X601166.CH.EQUITY,0.200655095332953,0,0.0995054092058905,0,0,0.276762017385911,0,0,0,0,0.107460527397907,0.178669727589414,0,0,0,0,0.174191515129451,0,0,0,0,0.23493314164013,0,0,0,0,0,0,0,0,-0.0819118760759571,0,0,0,0,0,0,0,0,0,0,0,0,0.0697191580736767,0,0,-0.0299036129142733,0,0,0,0,0,-0.0810907983495283
