,X000001.CH.EQUITY,X002142.CH.EQUITY,X002958.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X600926.CH.EQUITY,X600928.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601577.CH.EQUITY,X601818.CH.EQUITY,X601838.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601997.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X601916.CH.Equity,X601077.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600958.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X267.HK.EQUITY,MKRturn,TED,RealEstateDiff
X000001.CH.EQUITY,0,0,0,0.0752360185302491,0,0,0,0,0,0,0,0.698179946420702,0,0,0,0,0,0,0,0,0.11982018220815,0,0,0,0,0,0,0.00842644745355275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,-0.0198469813934319,0,0
X002142.CH.EQUITY,0,0,0,0.0404540120230779,0.0755381768710741,0,0.291239159284492,0,0,0,0,0,0,0.125213055094289,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.130952785148437,0,0,0,-0.0675348203678715,0,0,0,0,0,0.0314073363342554,0,0,0,0,0,0,0,-0.0556454216973137,0,-0.0505850578235267
X002958.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.185200071216006,0,0,0,0.068731315355878,0.0875512353227631,0,0,0.180408732449789,0,0,0,0,0.258555127460972,0,0,0.0344769165659029,0,0,0,0,0,0,6.93889390390723e-18,0,0,0.0800441650969733,0,0,0,0,0,0,0,0,0,0,0,0,0.0169091708150038,0,0,-0.0898938295278673,0
X600000.CH.EQUITY,0,0,0,0,0,0,0.325315681854641,0,-0.0572932373116786,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0.659509409475823,0,0,0,0,0.00468530338237727,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0737429868158029,0,0,0.168271998506885,0,0,0,0,0,0,0,0
X600015.CH.EQUITY,0,0,0.00710723419879056,0,0,0,0,0,0,0,0,0,0.1298603889658,0.0876475534623983,0,0.0223360621588234,0,0.100297637669638,0.0261063098666188,0,0,0.140598267702941,0.0611107781158505,0,0,0,0.119803463347387,0.131259767514787,0,0,0.104997545781077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0.140778380544474,0,0.177753039742952,0,0,0,0,0,0,0,0,0.0430616882758203,0.24417546683865,0,0,0,0.119813383575172,0,0,0,0,0.233832773709605,0,0,0,0,0,0,0,0,0.11564764592724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0.0583053159787245,0.0880870704541996,0,0.472652632362649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0879478942796659,0,0,0.1816194932149,0,0,0,0,0.0649431938944171,0,0.326741068341492,0,0.134167564828775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0
X600919.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.419785870659781,0,0,0,0,0,0,0,0,0.270804557671787,0,0.310458123590489,-0.110784835839848,0,0.294289342950893,0,0,0,0,0,0.02090418453047,0.152767495300107,0,-0.124208747683296,0,0,0.0479667509486285,0,0,0,0.167679245616038,0,0.0142197319633905,0,0,-0.0644437136624786,0,-0.291364929315002,0,0,0,0,0
X600926.CH.EQUITY,0,0,0,-0.0628095718347179,0,0,0,0.062237041297527,0,0,0,0,0,0.164733102342507,0,0,0,0.00923514659772388,0,0.457960912289289,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0874840362321453,0,0,0,0,0,0,0,0,0.0516086803318232,0,0.174883833624347,0,0,0,-0.174535398818227,0,0,0.0589700959089584,0
X600928.CH.EQUITY,0.0476235260866105,0,0.451141645448905,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,-0.0252397116233478,0,0,0,0,0,0,0.0232792312247667,-0.0929890038363924,0,0.38090477682392,0,0,0,0,0,0,0,0.057449285375096,0,0,0.201156823123329,0,0,0,0,-0.0532862240317246,0,0,0.018414508494744,0,0,0,0,-0.106322137950067,-0.0811075674919799,0,0
X601009.CH.EQUITY,0.232584605677447,0,0,0,0,6.93889390390723e-18,0,0.171801960478273,0,0,0,0.34675354399839,0,0,0,0,0,0,0.151374701227728,0,0,0,0,0,0,0,0,-0.101228905130098,0,0,0.012985022251962,0,0,-0.143282633462114,0.010869158866771,0,0.0536665300378537,0,0,0,0,0,0,0,-0.055584433005489,0,0,0.0394540745778274,0,0,0,0.0445456820401487,0
X601166.CH.EQUITY,0.141062868137479,0,0,0,0,0,0.0270584742512368,0,0,0,0.177409474088167,0,0,0.10606976079005,0,0,0,0,0.101454342085966,0.0922628037893095,0,0,0.0820176996166732,0,0,0,0,0,0,0,0,0.049517160078181,0,0,-0.0627346158344803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0877758893337655,-0.0735599700304528,0,0
X601169.CH.EQUITY,0,0,0,0,0,0.0774420461862,0,0,0,0,0,0,0,0,0.300374359842387,0.0306299819578083,0,0,0.151809407602723,0,0,0,0.0600396071493639,0.130078322020055,0,0,0.0517239899015453,0,0,0,0,0,0.131352287991059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601229.CH.EQUITY,0,0,0,0.0158779461033921,0.123623945822084,0,0,0,0.119355481093114,0,0,0,0,0,0,0,0.171072756486294,0.181806456502259,0,0,0,0,0,0,0,0.123327182245942,0.098757631967408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0235539622926281,0.0766571509855525,0,0.0279003379178632,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0.0909274349790524,0.0473196931697193,0,0,-0.104192809985282,0,0.00331595938778383,0.244643777204631,0,0,0.0703202679564305,0,0,0,0,0.141323764929508,0.157535047949824,0,0,0,-0.0109110682690865,0,1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,0.0328092507299991,0,0,0,0,0.215036501649264,0,0,0,0,0,0,0,-0.103953295209449,-0.0540903424859215
X601328.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0353230349924074,0,0,0.23167557920204,0,0.253215967217977,0,0.243113632042361,0.118199866920009,0,0,0,0,0,0,0,-0.0022596747626659,0,0,0,0.0983069343275948,0,0,0.0496029880993429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0271278786239541,0,0,0
X601398.CH.EQUITY,0.0470176760338133,0,0,0,0.264833973166408,0,0,0,0,0,0,0,0,0.144959216953709,0,0,0,0,0.0871941559192047,0.0544349293755591,0.285757286761621,0.02671712781463,0,0,0.0748452634818054,0,0,0,0,0,0,0,0,-0.0243909097784362,0,0,-0.0698322975674875,-3.46944695195361e-18,0,0,0,0,0,0,0.118368209412886,0,0,0,0,0,0,0,0.159807126757545
X601577.CH.EQUITY,0,0,0.265259475451648,0,0,0,0,0,0,0,0,0,0,0.435317767586154,0,0,0,0,-0.0380898855235463,0,0,0,0.390446130457281,0,-0.236291531858373,0,0,0,0,0,0.128572067357701,0,0.0606978699872815,0,0,0,0,0,0,0,0,0,-0.0199075787107435,0,0,0,-0.0163864502429785,0,-0.0212550536279374,0.0707016700804354,0,0,0.106215841073419
X601818.CH.EQUITY,0,0,0,0,0.293445890906732,0.283248659569404,0,0,0,0,0.0893923862874124,0,0,0,0,0.178423433798719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10317045832511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188985558230446,0,0,0
X601838.CH.EQUITY,0,0,0,0.133853284557831,-0.132730526447919,0,0,0.264202791309127,0.100631340192015,0,0,0.0462316060102573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.190867240824362,0,0,0,0,0,0,0,0,-0.0942444996757604,0,0,0,0,-0.0157661514003039,0,0.275043917422724,0,0,0,-0.0566428479290958,4.33680868994202e-19,0,0,0
X601939.CH.EQUITY,0.148239102958988,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0.24905024763518,0,0.134962309718879,0,0,0,0,0,0,0.120068008715863,0.00722507252245396,0,0,0,0,0.0620488895047727,0,0,0,0,0,0,0,0,0,0,0,0,-0.0384328966300652,0,-1.38777878078145e-17,0.0136040178589989,0,0,0,0.0522798007955794,0,0,0.174379720310204
X601988.CH.EQUITY,-6.93889390390723e-18,0.104034125366419,0,0,0,0.111068495752846,0,0.048914739150907,0,0,0,0,0,0,0.213242504630063,0,0,0,0,0,0.395231743248349,0,0,0,0,0,0,-0.0378168114687179,0,0,0,0,0,0,0.176779766254701,0,-0.0519688740029234,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0526016198600324,0,0
X601997.CH.EQUITY,0,-0.0186916337461647,0.0609271563615958,0.446221855600387,0.090322766737123,0,0,0,0,0.205400246380248,0,0,0,0,0,-0.120573878882874,0,0.242214145200411,0,0,0,0,0,0,0,0.163925501387067,0,0,0,0.119412903054664,0,0,0,0,0,0,0,0,0.0181767352189684,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0101958006575808
X601998.CH.EQUITY,0,0,0,0.0383207286640583,0.0489505749454235,0,0,0,0,0,0,0,0.427697568477905,0.0239878186470828,0,0,0,0,0,0,0.145016153833012,0.0553496445531454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0230441264284766,0,0,0.016488648954388,0.138896118729491,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0.128927194912656,0.13997260509229,0,0,0,0,0,0,0,0,0,0,0.275589235041533,0,0.250033339603,0,0,0,0,0,0,0.122851213677658,0,0,0,-0.190467437532753,0,0,0,0,0,0,0,0,0.140768041065952,0,0,0,0,0,0,0,0.0497845866324153,0,0,0,0
X601916.CH.Equity,0,0,0,0,0,0,0,0,0,0.247359660611654,0,0,0,0.34437854568633,0,0,0,0.120335950451051,0,0,0,0,0.0505929064728542,0,0,0,0,0,0.00584149849150958,0,0.118755467315051,0,0,0,0,0,0,0,0,0,0,0.0233723799269596,0,0,0,0,0,0.123423917426517,0,0,0,-0.0132553161093451,-0.249351555169863
X601077.CH.Equity,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0.0774909946873486,0.188710120424385,0.0724279502052133,0,0,0,0,0,0,0.296606537382944,0.00670857266664236,0.0332433764120634,0.161966395322246,0,0,0.140820759233447,0,0,0,0,0,0,0.028814021227094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0426168322080105,-0.109461507402894,0
X11.HK.EQUITY,0.017448898328947,0,0,0,0,0,0,0,0,-0.0814054118432022,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.111034782681785,0.237631050679179,-0.062455260203046,0,0,0.49296012342279,0.115204648188365,0,0,0,0,0,0,0,0.012678120998488,0,0,0,0,0,0,0,0,0,-0.0893172231409985,-8.67361737988404e-19,0,0,0,0
