,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600958.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X601901.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X000069.CH.EQUITY,X267.HK.EQUITY,MKRturn,TED,RealEstateDiff
X000001.CH.EQUITY,0,0,0,0.195020129605741,0.0140598822398925,0.124909696449619,0,-1.73472347597681e-18,0.161712553668961,0,0,0,0.120877939858514,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0.00338587600080864,0,0,0,0,0.0191030343300802,0,0,0,0,0,0,0,0,0.0555815557946529,0,0.0991633812061665,0,0,0.0785085074934546,0.0493598790966788,0,0,0
X002142.CH.EQUITY,0,0,0,0.196442983733606,0,0,0,0.228185289414258,0,0,0.218821514784289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0185470367340657,0.161231519914036,0,0,0,0,0,0,0,0,0,0,0,0.0677543645412936,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0.0353337641632537,0,0,0,0.139131385121821,0.218780121903396,0,0,0,0,0,0,0.157020354372321,0,0,0,8.67361737988404e-19,0,0,0,0.0216057597968183,0,0,0,0,0.00726857450597578,0,0,0,0,0,0,0,0,0,0,0,0,0.022243100646397,0,0.0768293711727566,0,0,0.115787418965138,0,0,0,0,0,0,0
X600015.CH.EQUITY,0,0,0,0,0,0,0.607616440928416,0.0660662756972935,0,0,0.100461459304952,0,0,0,0.0507666314922881,0.0516333482571945,8.67361737988404e-19,0,0,0,0,0,0,0,0.052777217034302,0,0,0,0.00183732027717826,0,0,0,0,0,0,0.0212880985189946,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0.0495564726004595,0.313554052606974,0,0,0,0,0.328900103830473,0,0,0,0.0473541738291151,0,0,0,0.106708338896827,0,0,0,0,0,0,0.0864076575529497,0,0,0,0,0,-0.0250459628776626,0,0,0,0,0,0,0,0,0,0,0.0392966102001208,0,0,0,0,0,0,0,-0.00180184850579145,0,0
X600036.CH.EQUITY,0.422152766406174,0,0.259272295110754,0,0,0,0,0,0,0,0,0,0,0,0.101938573908632,0,0,0,0,-0.0448515802851818,0,0,0,0.0624894216433305,0,0,0,0,0,-0.00767648504483692,0,0,-0.0221321566716552,0,0,0,0,0,0,0,0.0316962823488635,0.123424567053161,0,0,0,0.018498918678121,0,0,0,0,0.0541472632712191
X600919.CH.EQUITY,0,0,0,0.264102229460601,0,0,0,0,0,0,0,0,0,0,0,0,0.274051039366465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0875241447273053,0,0.202266112726209,0,0,0.0340806823823391,0,0,0.0515796183711073,0,0,0.0143237398630153,0,0,0,0,0,0,0,0
X601009.CH.EQUITY,0,0.230553585943154,0,0.215895024321889,0,0,0,0,0.369413292880922,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0619268067243026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0335105901939597,0,0.261134422078952,0,0,0
X601166.CH.EQUITY,0,0.00506861723674652,0,0,0.0920139086570801,0.209633828396055,0,0.0943634266690512,0,0,0,0,0.0802676440647118,0,0,0.0862060336375393,0.0692710671169978,0,0,0,0,-0.0391248456325121,0,0,0,0,-0.00638919481524897,0,0,0,0,0,0,0,0,0,0,0,0.107138699457632,0,0,0,0.116865669884779,0,0,0,0.0497500567292572,0,0.0331237342385824,0,0
X601169.CH.EQUITY,0,0,0,0.035704650636028,0,0.0544087174191671,0,0,0,0,0,0,0.012486628793377,0,0,0,0.200257364792945,0.153437290836446,0,0,0,0,0,0,0,0.0996035186586122,0,0,0.0512261965606594,0,0.0976409494881842,0,0,0,0,0,0,0.0746054206643746,0,0,0.0672279377455909,0,0,0.0675000684340723,0,0,0,0,0,0,0
X601229.CH.EQUITY,0,0.0780111956700598,0.104082302989298,0,0,0,0,0.0404813270143525,0,0,0,0,0,0,0.186349010115976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00438266496649395,0,0,0,0.444365736596382,0,0,0,0,0.195890867301452,0,0,0,0,0,0,0,0,0.0377481189761688
X601288.CH.EQUITY,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0.152991404157761,0.164894683804393,0,0.373094087659975,0,0.183399056166219,0,0,0,0.000817747957942848,0.0198325746228619,0,0,0,0,0,0,0,0,0,0,0,0,-0.099642262855087,0,0.073990318627471,0,0,0,0.0236500894558428,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0.0705375133262682,0,0,0,0.00614199902733133,0,0,0,0.293341313650822,0.0513826779681976,0.027354162380835,0,0,0.0683675153223282,3.46944695195361e-18,0,0.196834479626594,0,0,0.0084616007587035,0,0.00580105060108442,0.0574975943296494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.238987074735964,0,0,0,0,0,0,0,0,0,0.0135523658475538,0,0
