,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X601916.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X2892.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601236.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X600918.CH.Equity,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X267.HK.EQUITY,MKRturn,TED,RealEstateDiff
X000001.CH.EQUITY,0,0.290361458103511,0,0,0,0.0363894281943923,0,0.0395641101651313,0,0,0,0,0,0,0,0,0,0.103455224959246,0,0,0,-0.0695549662600744,0,0.198732455888483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.446569361355226,0,0,0.00855565317474215,0,0,0,0.00975348834555813,0,0,0,0
X002142.CH.EQUITY,0.0928387458141502,0,0,4.33680868994202e-19,0,0.684881422768028,0,-0.0154412225748189,0,0,0.170877736020248,0,-0.261220123774571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0.274979270305723,0,0,0.117393676072987,0,0,0,0,-0.00301283920604,0,-0.0397893394006712,0,0
X600000.CH.EQUITY,0.0246847201550474,0,0,0,0,0,0,0,0.362580052221456,0.0629297524959825,0,0.0809637968488195,0,0,0,3.46944695195361e-18,0.138528170589936,0,0,0,0,0,0,0,0.108433007861079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055884973215904,0,0,0,0,0,0,0,0,0.0325093724610735,0,0,0
X600015.CH.EQUITY,0.19990305944974,0,3.46944695195361e-18,0,0,0,0,0,0,0.243090045349703,0,0,0,0,0.00394012208900669,0.181755674506856,0,0,0,0,0,0.0750941827859697,0,0,0,0.0866792323501624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.151107767899408,0.195097353747129
X600016.CH.EQUITY,0,0,0,0,0,0.0562735442703777,0,0,0,0.122921163994134,0.0769627103046024,0.318826142400843,0.106357897850732,0.184505305220883,0,0,0.0885440627219374,0,0,0,0.0162963000462646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0.197307983977988,0.394440875008471,0,0,0,0,0.0424430804688962,0,0.114865298271309,0,0,0,0,0,0,0.135711877798806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0302189866262207,0,0,0,0,-6.93889390390723e-18,0.125774712348329,0.115721667910511,0,0,0,0,0,0,-0.00986326870926097
X600919.CH.EQUITY,0,0,0,0.095490877277183,0,0,0,0.0865647362997172,0,0,0,0,0,0,0,0.105072290664976,0.0128787298381072,0,0,0.16900957613338,0,0,0,0,0,0,0,0.181075264780761,0,0,0,0,0,0,0,0.0544808646203217,0.0854849912915706,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,-0.0384566647937881,0
X601009.CH.EQUITY,0.211061416979124,0,0,0.166005703049621,0,0,0.227858577780342,0,-4.33680868994202e-19,0,0.124490535245489,0,0,0,0,0,0,0,0.083426591669229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0283790744945377,0,0,0,0,0,0,0,0,0,0,0,0,-0.0647804213149162,0,0
X601166.CH.EQUITY,0,0,0.0277307184936129,0.0290818499177706,0,0.415778061419219,0,0,0,0,0,0,0,0,0.297955723540229,0.00156291683558033,0,0,0.0459667869140039,0,0,0,0,0,0,0,0.128207371079026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0252263247287184,0,0,0,0,0
X601169.CH.EQUITY,0,0,0.208019362399736,0.260360359353084,0,0,0.438291273891354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104687380653974,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0.0475262001907106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
