,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X2892.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600958.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X000069.CH.EQUITY,X267.HK.EQUITY,MKRturn,TED,RealEstateDiff
X000001.CH.EQUITY,0,0.224750622386681,0,0.131313592011958,0.00855985804943806,0,0,0,0,0,0.0689900543175912,0,0,0,-3.46944695195361e-18,0,0.100121649515073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0341035110240031,0,0,0,0,0.0371470304817662,0.107105914741486,0,3.46944695195361e-18,0.0236902818435441,0.129935350061599,0,0,0,0,0,0,0,0
X002142.CH.EQUITY,0.277431014473058,0,0,0,0,0,0.0434741205000249,0,0,0,0,0,0,0,0,0,0.0359388451264644,0,0,0,0,0,0,0,-0.112851270582785,0,0.00263482551722995,0,0,0,0,0.187981506918111,0,0,0,0,0,0,0,0.146348996190566,0.121935845872477,0,0.0672410851344768,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0.166224104947813,0.0227698270520382,0,0,0.276113479119936,0,0.17880000520129,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0.13018740816903,0,0.194037084565036,-0.0410580603029331,0,0,-0.0444343212033762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11529617601227,0,0,0,0,0,0,0
X600015.CH.EQUITY,0,0,0,0,0,0.440162804605735,0,0,0,0,0,0,0,0,0,0.0982886975944124,0,0,0,0,0,0.0268455537222475,-0.156192804266156,-0.363276219710737,0,0,0,0,0,0,0,0,0,0.116526120504829,0.11668417502074,0.0801221870797948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0447124135061866
X600016.CH.EQUITY,0.0258301597950901,0.0399948973584747,0.245020905365543,0.19088670229602,0,0,0,0.135459820074849,0,0.0549127948904395,0.105867302525102,0.157978845684674,0.00350454663568773,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0.0356462230346605,0,0,0,0,0,0,-0.00851852818525271,-0.036941402451568,0
X600036.CH.EQUITY,0.555478509994319,0,0,0.268327618710124,0.0399704750147784,0,0,0,0,0,0,0,0,0,0.0292683477877492,0,0,0,-0.0838631454053622,-0.143831855526539,0,0,0,0.0980346064024187,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0693743483838444,0,0,0.0798678063013708,0.035204774609653,0,0,0.0352792426955947,0.0779523793999025,0,0,0,0,0.0889319267801861
X600919.CH.EQUITY,0,0.121456995939634,0,0,0,0,0,0.608590411044217,0,0,0,0.00313440643650869,0,0,0,0,0,0,-0.0267887422079434,0,-0.001041337881268,0,0,0,0,0,0,0,0,0,0,0,0.0837206496507816,-0.197242295466821,0.354255187916731,0,0,0.0296174736160995,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,-0.0284074751051524,-0.181252562726082
X601009.CH.EQUITY,0.163452162439058,0,0,0,0,0.0835132291220189,0.162120683821856,0,0.305954967465939,0,0,0,0,0,0,0,0,0,0,0.199007897729614,0,-0.0353938324119383,0,-0.0324680528643358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0.144462617776929,0.00782422559026723,0,0.131819229739784
X601166.CH.EQUITY,0,0,0.348068737816515,0,0,0,0,0.0464743851102819,0,0,0,0.0598734932762119,0.0247380012748697,0.175571169169556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122320720924314,0,0.0726442543002804,0,0
X601169.CH.EQUITY,0,0,0,0.100658900998737,0,0.284095396168297,0,0,0,0,0.18964134599904,0.21797979032589,0.0680607538930803,0,0,0,0,0,0,0,0,0,0.0919432381442963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0651547133996213,0,0,0.00196274906621525,0,0,0,0.00953297606338791,0
X601229.CH.EQUITY,0,0,0.397442078519108,0.42387704739811,0,0.0463584083643251,0,0,0,0,0,0,0.0246347832752768,0.0159104537648581,0,0,0,0,0,0,0,0,0,0.0614698231094012,0,0,0,0,0,0,0,0,0,0,0,0,0.0919379238071948,0,0.121499910965301,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.15802994578708,-4.33680868994202e-19,0,0.168028307585664,0,0,0,0,0,0,0,0,0,0,0.499652341381905,0,0,0,0,0,0,0.0815967251450081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0333013817547561,0,0,0.00775480445851358,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.385123329011306,0.127019184958003,0,0.0164237065262058,0,0,0,0.0306487577665604,0.0504055908162664,0,0,0.232553282027756,0,0.304576424403982,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0490333199647895,0,0,0,0,0,0,0,0,0,0.0336809255833918,0,-0.141603761690949,0
