,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X600926.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601577.CH.EQUITY,X601818.CH.EQUITY,X601838.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X601916.CH.Equity,X601077.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2801.TT.EQUITY,X2880.TT.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X2892.TT.EQUITY,X5880.TT.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X2885.TT.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X2883.TT.EQUITY,X2888.TT.EQUITY,X267.HK.EQUITY,MKRturn,TED,RealEstateDiff
X000001.CH.EQUITY,0,0.0412571663376014,0,0.221841326955021,0.0686553122949183,0.521642854108141,0,0,0,0.0258312892537685,0,0,0,0,0,0,0,0,0,0,0,0.0234220208037573,0,0,-0.0346479523407931,0,-0.0102118138739346,0,0,0.0293635271973975,0,0,0,0,0,0,0,0.0832548287425711,0,0,0,0,0,0.00515750610555163,0,0,0,0,0,0,0,0,0
X002142.CH.EQUITY,0.0266976429703518,0,0,0,0,0,0,0,0,0.481151386605526,0,0.196804093324922,0,0,0,0,0.182460527966008,0.105495126512824,0,0,0.00803673725273272,0,0,0,0,0,-0.187286851591313,0,0,0.0294348285965136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128668551673503,0,0.0235111778515927
X600000.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0726534114052499,0,0.189357427777395,0,0,0.100227614623866,0,0.0125636026458975,0.235466196166717,0.0364329746405142,0.115383848663079,0,0.0537960710851069,0,0,0,0,0,-0.0419807488349349,0,0,0,0,0,0,0,0,0.28195773248123,0,0,0,0.027666707568795,0,0,0.0386380521956738,0,0,0.126722321310093,0,0,0,0,0,0.0406734827298388
X600015.CH.EQUITY,0,0,0.00232177648971326,0,0,0,0,0.0743399948607315,0.0516091784069913,0,0,0.486843219987493,0,0,0,0,0,0,0,0,0,0,0,0.169360433529059,0,0,0,0,0,0,0.0434491729285271,0,-0.160931614604859,0,0.0432852949223673,0,0,0,0,0,0.032544888318834,3.46944695195361e-18,0,0,0.116263494136604,0,0,0,0,-0.0145944894911173,0,0,0
X600016.CH.EQUITY,0,0,0.00175617310342816,0,0,0,0,0,-0.370748097664817,0.0743281095893397,0,0,0,0,0.185150682988314,0,0.0394595326588329,0,0,0,0,0,0.458157183749339,0,0,-0.139004298723282,0.114999108904818,0,0,0,0,0,0,0,0,0.118696825659643,0,0,0,0.189222487192689,0,0,0.151098576128104,0,0,0,0,0,0,0.108795202462337,0,0,0
X600036.CH.EQUITY,0.386724987904248,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.095536097311859,0,0,0,0,0,0,0.340168644754144,0,0,0,0.105175537009472,0,0,0.108825166616634,0,0,0,0,0,0,0,-0.0415264435722449,0,-0.0670465196382845,0,0,0,0,-0.0134253596386976,0,0,0.059710048514452,0,0,0.139130821958373,0.0304655285511428,0,0
X600919.CH.EQUITY,0,0,0,0,0,0,0,0.514503044460078,0,0,0.0819193581432986,0,0,0,0,0,0,0,0,0.116794563083261,0,0,0,0,0,0,0,0,0.0149240560738446,0,0,0,0,0,0,0.0983726206220621,0,0,0,0,0,0,0,-0.127411334803916,3.46944695195361e-18,0.00960327088157749,0,0,0,0.0772355908378465,0,0,-0.110187556359557
X600926.CH.EQUITY,0,0.254550377008637,0,0,-0.0258803482100696,0,0.486968387258353,0,0,0.00676775683240601,0,0,0,0.0306689882450607,0,0.0228839608358942,0,0,0.201298894702975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0280071091122773,0,-0.0418790345883707,0,0,-0.0549839994668095,0,0.143223285842557,0
X601009.CH.EQUITY,0,0,0.12747899091942,0,0,0,0,0.231921836008515,0,0,0,0,0,0,0,0,0,0,0.0896773047754645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173731740053494,0,0,0,0,0,0,0.134372635641339,0,0,0,0,0,0,0,-0.0190064890651561,0
X601166.CH.EQUITY,0.512907649362563,0,0.335496809468987,0,0.159843887970981,0,0,0.0361521106583002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.286941113727072,0,0,0,0.241597879572186,0,0,0.0448754773212481,0,0,0,0,0,0,0,0,0,0,0,0.0253598786753652,0,0.103317059622928,0,0,0,0,0,-0.0455647016845956,0.0312714052958397,0
X601169.CH.EQUITY,0,0,0,0.232635737892644,0.0334422061979283,0,0.126582522287196,0,0,0,0,0.178467184947538,-8.67361737988404e-19,0,0,0,0,0.0168460678875554,0,0.16355834959394,0,0,0,0.0934016466189303,0.112502808349339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0118233018611495,0,0,0
X601229.CH.EQUITY,0,0,0.163280328506791,0.00140196525342884,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0.121198450685299,0,0,0,0,0,0.073426214548292,0,0.104624653040477,0,0,0,0,0,0,0,0,0,0,0,0.322836693997176,0,0,0.144760140024813,0,0,0,0,0,0,0,0,0,0.0651990349729155,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.224708787347631,0.092448458450574,0.118559312065842,0,0.041929542418091,0.125624393796405,0,0,-0.0605427784814867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.126016107158279,0,0,0,0,0,-0.0972792759133743,0,0,0,0,0,-0.222048366190472,0,0.0631324064561031
