,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600926.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600958.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601788.CH.EQUITY,X601881.CH.EQUITY,X601901.CH.EQUITY,X600918.CH.Equity,X601696.CH.Equity,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X267.HK.EQUITY,MKRturn,TED,RealEstateDiff
X000001.CH.EQUITY,0,0.248632056937601,0,0,0,0.134121481174212,0.306949741490994,0,0.46085100360982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0826104604161004,0,0,0,0,0,0,0,0,0,0,0,-0.115427043078878,0,0.079833116019933,0,0,0.0649901711808077,0.106576878324898,0,0.0489862052333925,0,0,0,-0.00705990802375213,0,-0.110532212274949,0,-0.0336638822720441,0
X002142.CH.EQUITY,0.020065711503331,0,0,0,0,0.311864122742462,0.224014562391761,0,0,0,0.0492181103331578,0,0,0,0,0,0,0,0,0,0,0,0,-0.0623439421735725,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,-0.0163920372055693,0,0,0.136514918588728,0,0,0,0,-0.0344746754004574,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0.0924105746637413,0,0,0,0,0,0,0.44456037920724,0,0,0,0,0,0,0,0,0,0,0.00349699259486539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0875284794163842,0,0,0,0,0,0,0,0.0271904095985185,0,0,0
X600015.CH.EQUITY,0,0.0878664767366865,0,0,0,0,0,0.154084220909852,0.20463838762452,0,8.67361737988404e-19,0,0.183434645317345,0,0,0,0.134349813687307,0,0,0,0,0,0,0,0,0,0,0.0631694526653649,0.181812332659407,0,0,0,0,0,0,0,0,0,0,0.0308754760939515,0,0,0,0,0.0422136838322584,0,0,0,0,0.0353911555152934,0,0,0
X600016.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.218346410016483,0,0,0,0,0.100306847143226,0,0,0,0,0,0,0,0,0,0,0,0,-0.218037635375369,0,0.104399988953606,0.136773812508962,0.545174029853635,0,-0.338539286541703,0,0,0,0,0,0.151520719778376,0,0,0,0,0,0,0,0.0569446468225961,-0.0175539810010957,0
X600036.CH.EQUITY,0.250590183198151,0.24238883955296,0,0,0,0,0,0,0,0,0,0,0,0.0896445451202122,0,0,0,0.221060041686363,0,0.0516392061823433,0,0,0.00857992606214233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0913027617431347,0.283184323201758,0,0,0.0070596766697122,-0.0064937512924467,0,0
X600926.CH.EQUITY,0,0.140269585988333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0456902960623572,0,0.0442287614795573,0,0,0,0,0,0,0,0,0,0.195165780921277,0,0,0,0,0,0,0,0,-0.121349177188887,0,0,0,0,0,0,0,0.0427016015345456,-0.0510141756502299,0.00666395656153915,0,0,-0.0609744453777223,-0.0915037087411954,0
X601009.CH.EQUITY,0,0,0,0,0,0.0837592860706487,0,0,0,0,0,0.151934631315949,0,0.222361651662979,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0.138317955074336,0,0,0,0,0,0,0,0,0.258207954112764,0,0,0,0,-0.305873839132662,0.083861026376016,0,0,0,0.1385095452517,0,0.214230160594784,0,0,0.106519597891308,0,0
X601166.CH.EQUITY,0.18484032074577,0.05535679959589,0,0.00375824078942968,0,0,0,0,0,0,0,0,0,0,0.388743662392858,0.117735414403832,0,0,0.0356125617719126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0440749877438267,0,0,0,0,0,0,0,0,0,0.00766585521002576,0,0,0,0,0,0,0.0678092721024106,-0.0699963736102471
X601169.CH.EQUITY,-3.46944695195361e-18,0,0.113904726691574,0.0573328645578612,0,0,0,0,0.0282946315178956,0,0.23972376138049,0,0.00843144060004218,0,0,0,0,0.143056991788342,0.080888092328148,0,0,0,0,0,0.0533409702163038,0,0,0,0,0,0,0.00896244193161903,0,0,0.0753201000964605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601229.CH.EQUITY,0,0,0,0,0,0,0,0.505943088741227,0.0112814603414547,0.143642408368444,0,0,0,0,6.93889390390723e-18,0.0182417921773131,0,0.053334729732805,0,0,0,0.0526524436522379,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48424586793713,0,-0.0409156040939409,0,0,-0.176944301705243,0,0,0,0,-0.0347139775528258,0,0,-0.0642527143902638,0,0,0,-0.0404209735051462
X601288.CH.EQUITY,0,0,0,0,0,0,0,0.00129766398048303,0,0,0,0,0,0.00529384693458764,0.0959216798439718,0.0961608002282142,0.428060117197361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0502395710614782,0,0,0,0,0,0.156962694010708,0,0,0.105222171483889,0.0952299914476543,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.294242315382949,0,0.268122425598021,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0.0792070554597345,-3.46944695195361e-18,0.0646553875170757,0,0,0,0,0,0,0,0,0,0,0.0294901800119214,0,0,0,0.0197857311747679,0,0,0,0,0,0,0,0,0,0,0.106683565686048,0,0.0412589467868663,0,0.0129954088688388,0,0,0,0
X601398.CH.EQUITY,0,0,0.14708104770896,0,0,0.0444463719622953,0,0.0159769851486795,0,0.0907228046805136,0,0.240954146453812,0,0,0,0.00822710327553384,0,0,0,0,0,0,0.00291164917771809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0516719216076431,0,0,0,0,4.33680868994202e-19,0,0,0,0.084170143478079,0.0388752153353946,-0.0372796126034736,0,0
X601818.CH.EQUITY,0,0.227090923008354,0,0,0,0,0.0370225807758958,0,0.286018023371368,0,0,0.0844562567682323,0,0,0,0,0,0.304978625336557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0560298013333712,0,0,0,0,0.0834682045460613,0,0,0,0,0,0,0.257145115858413,0.166606168433451
X601939.CH.EQUITY,0.00929774136885805,0,0,0,0.15885178070912,0,0,0,0,0,0,0.218879649000705,0,0,0,0,0,0.551407133993107,0.150484784532757,0,0.00515373185785627,0,0,0,0,0,0,-0.101824963948304,0,0,0,0,0.0771999859261555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0290931144260444,0,0,0,0.116139089107364,0
X601988.CH.EQUITY,0.0936757633331564,0,0,0.308958138148641,0,0.234717423228977,0,0.0946867807569874,-0.0523282707885341,0,0,0.343958392864306,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0681254868579129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0685038282628372,0,-0.0791955226921905,0
X601998.CH.EQUITY,0,0,0,0,0.0265068236381366,0,0,0,0,-1.38777878078145e-17,0,0.492652132704597,0,0,0.403304283528386,0,0,0,0,0,0,0,0,0.0157569133762779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.164854285077909,0,0,0,0,0.137872863074921,0
X601658.CH.Equity,0.0555717240908914,0,0,0,0,0,0.176009222399824,0.101773230691203,0.357281586620998,0,0,0.149501678899785,0.159005837458344,0,-3.46944695195361e-18,0,0,0,0,-0.0647393421935912,0,0,0,0,0,0,0,0,0,0,0,-0.050700132333566,0,0,0,0,-0.221282439484601,0,0,0,0,0,0,0,0.258444785434177,0,0,0,0,0,0,0,0.210042555964793
X11.HK.EQUITY,-6.93889390390723e-18,0,0,-0.222444921983394,0,0,0,0,0,0,0,0,0,0,0,0,0.109759603501126,0,0,0,0.263805985604613,0.638319089243867,0.169166992352025,0,0,0.0986964335956499,0,0,0,0,0,0,0,0,0,0,0,0.0432041886509772,0,0,0,0,0,0,0,0,0,0,-0.0682761107164131,0.029911856189498,0,-0.088524710377536,0
X2388.HK.EQUITY,0.0655480768968286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205050939057902,0,0,0.355958912827807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.141109765573199,0,-0.0827283293425337,0,0.141556616175384,-0.0144955843528362,0,-0.220901028975132,0,0,0,0,0,0.159420391355355,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.1195913030024,0,0,0,0,0,0,0,0,0.429887339348684,0.145080450499457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0592569915371508,0,0,0,0,0,0,0.154993517091149,0.0345629743852011,0,-0.138876492599653,0
X2886.TT.EQUITY,0,0,0,0,0,0.0315393629918919,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,-0.0272660783426355,0.12345616442067,0,0,0,0.37699260849498,0,0,0.0260781271507049,0,0,0,0,0.0416852491955352,0,0.027449982000935,0,0,0,0,0,0,-0.18581245597504,0,0,0,0,0,0,0,0.217766662100668,0,0,0,0
