,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X600926.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601577.CH.EQUITY,X601818.CH.EQUITY,X601838.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601997.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X601916.CH.Equity,X601077.CH.Equity,X2801.TT.EQUITY,X2880.TT.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X2892.TT.EQUITY,X5880.TT.EQUITY,X000166.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X2885.TT.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X2823.TT.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X2883.TT.EQUITY,X2888.TT.EQUITY,MKRturn,TED,RealEstateDiff
X000001.CH.EQUITY,0,0.337728902222654,0.0860652502680911,0.133187209984747,0,0.11343406911746,0,0.237451464288385,0,0,0,0,0,0,0,0.0220566291848991,0,0,-0.0241186212840141,0,0,0,0,0,0,0,0,0,0,0,0.0493152461231682,0,0,0,0,0.188578094230974,0,0,0,0,0,0,0,-0.0960705436566322,0,0,0,0,0,0,0.104568553262738,0,0.0170433383279854
X002142.CH.EQUITY,0,0,0,0,0,0.1892981542869,0,0.398791870150231,0,0.0602899408443463,0,0,-0.213023221770572,0,0,0,0,-0.17784850061312,0.273228366185779,0,0,0,0,0,0,0.0694712215180808,0,0,0,0,0,0,0,0.102501617114585,0,0,-0.0461255395574139,0,0,0,0,0,0.0370892916696656,0,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0.16369205843362,0,0.10513667140549,0.213437336031095,0,0,0,0,-0.0134502870004252,0,0,0,0,0,0,0.322100541799598,0,0,-0.0113511941552301,-0.0578578105281267,0,0,0,0,0,0.109577956190724,0,0.178114217867808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0256562714853262,0,0
X600015.CH.EQUITY,0.183146636726093,0,0,0,0,0,0,0,0,0,0.34305527531127,0.1338373542225,0,0,0,0,0.05067392588158,0.118158355043436,0,0,0,0.00530302391927091,0,0,0,0,-0.139250159704713,0,0,0,0,0,0,0,0,0.015931267285359,0,0,0,0,0,0,-0.0224242802147521,0,0,0,0,0,0,0,-0.0526227954376835,0.0484179132448836,0
X600016.CH.EQUITY,0,0.348419487247626,0.119079937415042,0,0,0,-0.0639434291693824,0,0,0,0,0,0,0,0,0,0.0328957987985143,0,0,-0.265188208193157,0,0.0760864475295222,0,0,0.82974004425092,0,0,0,0,0,0,0,0,-0.106949108631884,0,0,0,0,0.202129292463256,0,0,0,0,0,0,0,-0.203526800302742,0,0,0,0,0.0929334833306475,0
X600036.CH.EQUITY,0,0.175601021424291,0.117999808172966,0,0,0,0,0,0.00979368021153307,0.154611331511802,0,0,0,0,0,0,0.153088590156253,0.0174794405715811,0,0,0,0,0,0,0.0370123440849735,0.00881280978713675,0,0,0,0,0,0,0,0,0.0330174494699615,0,0,0,0,0,0,0,0,0,0.269383380876688,0,0,0,0,0,0.027411574806052,-0.0427181353457343,0
X600919.CH.EQUITY,0,0,0,0,0,0,0,0.232064757186183,0,0,0.058663849312969,0.132422130099399,0,0,0,0,0,0,0.0505950932044775,0,0.215490601872369,0,0,0,0,0,-0.134109378580292,0,0,0,0,0,0,0,0,-0.0232494362548832,0,0,0,0,0.0284223196937142,0,0,0.0405686479807933,0,0,0,0,0,0,0,-0.0314311218049478,0
X600926.CH.EQUITY,0.186846925767292,0.233501563160383,0,0,0,0,0.0830683260540228,0,0,0,-0.0936787010143738,0,0,0,0,0.374356018861128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0435879694124676,0,0,-0.113251681593819,0,0,-0.0593532545215503,-0.0225043402732795,0
X601009.CH.EQUITY,0,0.0970190169694958,0,-0.0326947176385289,-0.0814210592525527,0,0,0,0,0,0,0.295702865248656,0,0.0694741770598445,0,0,0,-0.0778090278692184,0,0,0.348027824043949,0,0.106282586775962,0,0,0,0,0,0,0,0,0,0,0.022965127296805,0,0,0.0825657117817158,0,0,0,0,1.73472347597681e-18,0,0,0,-0.130248931072094,0,0,0,0,0,0,-0.0859589765322693
X601166.CH.EQUITY,0.237276569468165,0,0,0,0,0.632962930485872,0,0,0,0,-3.46944695195361e-18,0.195370996330575,0,0,0,0,0,0,0,0,0,0,0.0158340074207426,0,0,0,0,-0.0940367451318612,0,0,0,0,0,0,0,0,-0.136379592931584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0499123061140576
X601169.CH.EQUITY,0,0,0,0,0,0,0.200504337193371,0,0,0.0905341030070087,0,0,0,0.0921722818781597,0,0,0,0,0,0.0298260080180868,0,0.221134821429994,0,0.134795524313318,0,0,0,0,0,0,0,0.208825296457942,0,0,0,0,-0.0382181376476233,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0457276130418771,0,0
X601229.CH.EQUITY,0,0,-6.93889390390723e-18,0.0941509190482078,0,0,0,0,0.18681680675358,0.0429636701924582,0,0,0,0.107601197158878,0,0,0.210435057263302,0,0,0,0.112907949050304,0.0325270562282692,0.219637521329291,0,0,0,0.0205190161819936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000308131844332378,-0.0233691184171282
X601288.CH.EQUITY,0,0,0.0373274518243964,0,0,0,0,0,0.183779130870217,0,0,0,0,0,0.752807357532795,0,0,0,0,0.112082604677417,0,0,0,0.0254864178547497,0,0,0,0,0,0,0,0,0,0,0.162538719390766,0,0,0,0,0,0,0,0,-0.121689552494186,-0.202183090112101,-0.0326255061479979,0,0,0,0,0,0.00128105989235632,0
X601328.CH.EQUITY,0,0,0,0,0,0,0,0,0.0881198415843702,0,0,0.107164830589816,0.0663154829493396,0,0,0,0,0,0,0.270794994936702,0,0.195033218189809,0,0,0,0.0257666811898076,0,0,0,0,0,0,0,0,0,0,0,0.0194193375479262,0,0,0,0,0,0,0.121039026785639,0,0,0,-0.00313937335515207,0,0,0,0
X601398.CH.EQUITY,-1.73472347597681e-18,0,-6.93889390390723e-18,0,0,0,0,0,0.0123943331761518,0,0,0,0,0,0,0,0.0298174547679195,0.0940272657826396,0.40134291300204,0,0,0.0423932353353857,0,0.0162615838859235,0,0,0,0,0,0,0,0,0.0608020821627023,0,0,0,0,0,0,0,0,0,0,0.06164557285121,0.0684850376657441,0,0,0,0,0,0,0,0
X601577.CH.EQUITY,0.013219303225534,0,0,0.0195388614087325,0,0.0978806736153499,0,0.289602732161284,0,0.287383557506954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.24087093809916,0.706869395148467,0,0,0,-0.221250189583949,0,-0.0300581742295199,0,0,0,0.0963027444004492,0,0,0.165884953371035,0
X601818.CH.EQUITY,0,0,0,0.199845630847583,0,0,0,0,0,0,0.0796800807275373,0,0,0,0,0,0,0.0406107168595702,0,0,0,0.347005559731166,0,0,0.133092591514949,0,0,0,0,0,0,0,0,0.0935600562441656,0,0.0619503566135834,0,0,0,0,0,0,0,0,0.0427042478492595,0,0,0,0,0,0,0.00491356162759543,0
X601838.CH.EQUITY,0,0,0,0.0992960144251742,0,0.0689246818144351,0,0.0199012871895735,0,8.67361737988404e-19,0,0,0,0,0,2.16840434497101e-19,0.356351257146009,0,0,0,0,0.0252011051907959,0,-0.0895571067212927,0,0,0,0,0.0139935689414237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205374200879886,0,0,0,0,0,0,-0.219629847955828,0.0556516133275017
X601939.CH.EQUITY,0,0.0981320584633925,0.0793733435565904,0.139648953710857,0,0,0,0,0,0,0.204849293159599,0,0,0,0.253487653149007,0,0,0,0,0,0,2.77555756156289e-17,0.180831531951665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.131401210285466,-0.0814297538192351,0
X601988.CH.EQUITY,0,0,0.316181573664381,0,0,0,0,-0.0684240046330296,-0.181854202320082,-3.46944695195361e-18,0,0,0.414966512343283,0,0,0,0.189393036749071,0,0,0,-3.46944695195361e-18,0,0,0.0364211099154748,0,-0.162697083351485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0647473247631894,0,0,0,0,0,0,0,0.0556965211429878,0
X601997.CH.EQUITY,0,-0.0964066747244765,0.137930643234617,0,0,0,-0.0824490167425928,0,0.213057041094945,0,0,0.172606717308792,0,0.0266174708957788,0,0,0.0936771389613486,0,0,0.027660181915412,0,0.168409075473621,0.27612948249174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.253588413912681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601998.CH.EQUITY,0,0,0,0.193333635920442,0,0,0,0,0.0643076816583076,0,0.262100075934658,0,8.67361737988404e-19,0.14981037120001,0,0,1.38777878078145e-17,0,0,0.122745696374672,0.140428198320068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0520912274384663,0.0342496518395745,0,0.00357592020836564,0,0,0,0,0,0,0.0507019757152577,-0.0285448315619963
X601658.CH.Equity,0,-0.0340295376747296,0,0,0,0,0,0,0.337279504744524,0.207983011217332,0,0.0115470525445598,-0.0477313828526129,0,0.17484714966351,0,0,0.0270592684141746,0,0,0.311497669227136,0,0,0.057302347077726,0,0,0,-0.0681348455366742,0,0,0,0,0,0,-0.0187381103221346,0,0,0,-0.0408603537390304,0,0,0,0,0,0,0,0,0,0,0,0,-0.0915351283219111,0
X601916.CH.Equity,0.12781493586822,-0.0466841100537291,0,0,0.0348500232107391,0,0,0.162272240935471,0,0,0.113537412822558,0,0,0,0,0,0,0.0320941670965756,0,0,0,0,0.178465154371183,0,0.181294437863933,0,0,-0.0365659292022372,0,0,0,0,0,0,0,0,0.0492916578199084,0,0,0,0,0,0.23043511791618,0,0,0,0,0,0,0,0.0706549328716459,0,0.000347863413820829
X601077.CH.Equity,0,0,-0.00484735894673599,0,0.196325203717598,0,0,0,0,-0.13573326685622,0.134333955321611,0,0,0,0,0,0,0.300827337262217,0,0,0,0,0,0.370328013152731,0,0,0,0,0,0,0,0,0.0409502515179022,0,0.0231051940002634,0.0122593817326658,0,0,0,0,0,0,0,0,0.294320939633848,-0.181326025527947,0,0,0,0,0,8.67361737988404e-19,0
X2801.TT.EQUITY,0,0,0,0,0,0.0760050162931028,0,0,0,0,-0.0171517355603028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17539659133963,0.190431343330184,0.0194486952130246,0.173679345569128,0.359593350787897,0.135748677811546,0,0,0.0268493604886242,0,0,0,0,0.0115395342428918,0,0,0,0,0,0,0,0,-0.12439371544303,0,0,0,0
X2880.TT.EQUITY,0,0,0,0,0,0,0,0,-0.156809699925715,0,-0.140159227812612,0,-0.0442928712612156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187079118257947,0.092355019445418,0,0,0.20786832262557,0,0,0,-0.10767497391225,0,0,0.211275778117031,0,0,0,0,0,0,0,0,0,0,0.334984872163094,0,0,0
X2884.TT.EQUITY,-0.0478306609243124,0,0,0,0,0,0,0,0,0,0,0,-0.0251805714833716,-0.00313581535860589,0,0,0,0,-0.0309099784528592,-0.00241661826156325,0,0,-0.0126157713987404,0,0.0472844876374876,0.546310328319774,0.173727513616065,0,0.0144476046959225,0.0801046855833701,0.121682617536477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X2886.TT.EQUITY,0,0,0,0,0,0,0,0,-0.00250867956800571,0,0,0,0,0,0,0,0,0.0450665639328746,0,0,0,0,0,0,0,0.0711358515425078,0,0,0,0,0.0930738385926311,0.442255161442176,0,0,0,0,0,0,0,0,0,0,0,0,0,0.242667993263186,0,0,0,0,0,-0.0746426616644913,0
X2891.TT.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0417884449710925,0,0,0.306506505572529,0.293741894565308,0,0,0,-0.0811909443756497,0,-0.053772778413252,0,0,0,0,0,0,0,0,0,0.235410078665951,0,0,0,-0.148455985877049,-0.0817264775713674
