,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X300059.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600999.CH.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601688.CH.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X600918.CH.Equity,X1997.HK.EQUITY,X001979.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.216343020609889,0,0.0250641857432513,0.00822171575071523,0,0.382390315012919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.252146532947776,0,0.0427380961536662,0,0,5.42101086242752e-20,0,0,0.0829183878208799,0.0566533355102336,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.098656358035788,0,0,0
X601318.CH.EQUITY,0,0,0.0991933096616083,0,0,0,0,0,0.262920410683521,0,0,0,0,0.273431433605539,0.172532642274491,0,0,0,0,0.0299480425534257,0,0.0456122251897479,0,0,0,0,0,0,0.126129623582613,0,0.0675187965749508,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.099985039015301,0,0.0444723763261448,0.0891208051682585,0,0,0,0
X601939.CH.EQUITY,0.315037807391596,0.179615399223043,0,0,0,0,0,0.361549045301685,0.158858632505242,0,0,0,0,0,0,0.0659887785754783,0,0.105689158818201,0,0,0,0,0,0,0,0,0,0,0,-0.0916307990759657,0,0,0,0.106611742672464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.106346278891554,0
X600036.CH.EQUITY,0,0,0,0,0,0.181505923616123,0,0,0.0599821889236528,-0.114781144913001,0,-0.0733935276316764,0.12100610978199,0,0,0.131252314694238,0,0,0,0.157050474753485,0,0,0,0,0,0,0.414008051667053,0,0.0315886978059686,0,0,0,0,0,0,0,0,0,0,0,-0.0562788214479954,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.125354197417639,0,0,0,0,0.509224612958484,0,-0.0526121379096276,0,0.026918502170337,0,0,0,0,0,0,0,0,0,0,0.134820778485198,0,0,0,0,0,0.134225915432724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0263327921338031,0,0
X1299.HK.EQUITY,0,0,0,0,-0.0697399110976717,0,0,0,0,0.170059432387361,0,-0.0822955658995072,-0.0860754761438154,0,0,0,0,0,0,0,0.0110417953810755,0,0.186229748731602,0,0,0,0,0,0,0,0,0,0,0.130854814403919,0.049907405438515,0,0,0,0.225431419443878,0,0,0,0.218495556582466,0.00190932014507855,0,0.105731939332509,0,0,0.181657116978809,0,0,0
X601628.CH.EQUITY,0.115171715023481,0,0,-0.0149261043924706,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,-0.112641199497575,0.219230406675471,0,0,0,0,0,0,-0.11211831729902,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0.509767619170245,0.00560792870346526,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,-0.036981214957883,0
X601988.CH.EQUITY,0.107533785706987,0,-3.46944695195361e-18,0,0.407712768919773,0,0,0,0,0,0,0,0,0,0,0,0,0.382436800775819,0.154436510903553,0,0,0,0,0,0,0,0,0.014625442344074,0,0,0,-0.00468631825487485,0,-0.0629592062243203,0,0,0,0,0,0,0,0,0,0,-0.0558593681808766,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0.0871145558155479,0,0,0,0,0,0,0,0.142091267693449,0,0,0,0,0,0,0,0,0,0,0,0.137573101540261,0,0.0920039459285244,0,0,0,0,0.0165669617502309,0,0,0,0.120183937990759,0,0,0,0,0,0,0.34224849026739,0,0,0,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0,-0.197944299573088,0.0337621347555792,0,-0.0706408259289221,0,-0.0382582173268335,0,0,0,0,0,0,0,0,0,0,0,0,0.16916494428842,0,0,0,0,0,0,0,0,0,0,0,-0.261284826786779,0,0,0,0,0,0.199786085500865,0,0,0,0.35825509490282,0,1.38777878078145e-17,0,0,0.272120644034112,0,0,0
X601166.CH.EQUITY,0,0,0,0.0141151066836546,0,0,0,0,0,-0.0507686567751111,0,0,0.442620317215791,0,-0.0785548430028247,0.0336811095726908,0,0,0,0,-0.165628862070837,0,-0.0143628621074713,0,0,0,0,-0.00116859094739534,0.234927983268814,0,0.156858429009314,0.00212443807069287,0,0.12013196653131,0,0,0,0.107581296960196,0,0,0,0,0,0,0,-0.0866527516019612,0.0255260688617044,0,0,0,0,0
X601658.CH.Equity,0,0,0,-0.294448890778081,0.0431417531963722,-0.0456449925759365,0.0710065716540666,0.446380110492459,0,0,0.468790220863756,0,0,0,0,0,0.200137192483506,0.191069058204225,0,0,0,0,0,0,0,0,0,-0.415967634930988,0,0,0,0,0,0,0.238953620798354,0,0,-0.040577902257998,0,0,0,0,0.0187588061807411,0,0,0,0,0,0,0,0,0
