,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X2882.TT.EQUITY,X600837.CH.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600015.CH.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.341381251023784,0,0.297515013060561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234684790603858,0,0,0,0,0,0,0.110531020156457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0317457689435603,0,0.0997296835705171,0,-0.123929619502146,0
X601939.CH.EQUITY,0.3969405549553,0,0,0.238932155122957,0,0,-0.125939622933579,0,0,0,0.0138905945824636,0,0.130012809876717,0,-0.09074214684036,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00219666013876676,0,0,0,0,0,0,0,0,0,0.203119294790347,0,0,0.0374834791006292,0
X601318.CH.EQUITY,0,0,0,0,0.22957680672354,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0.167092315923731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.251254044182743,0,0,0,0,0.185564214470555,0,0.00281261594985458,0,0,0.0295937023285807,0,0.119901762236313,0,0
X601288.CH.EQUITY,0.380293794316511,0.115375529981509,0,0,0.180853587095427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0.141896747358754,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0.0511282115460407,0,0,0,0.0689848747384392,0,0,0,0.0737872842454638,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.375505395017819,0,0,0,0,0,0.249654921724198,0,0,0,0,0,0.335633930138952,0.0848924400908488,0,0,0,0,0,0,0,0,0,0,0.00259216616749692,0,0,0,0,0,0,0,0,-0.349949157940825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.443076071624001,0,-6.93889390390723e-18,0,0.0781796365912732,0,0,0,0,0,0,0,0.0520381891143153,0,0,0,0,0,0.0319039045077295,0,0,0.077963408351129,0,0,0,0,0.0159831835593604,0,-6.93889390390723e-18,0.0107805737237563,0,0,0,0,0,0,0,0.239050825669785,0,0.00748289610368493,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0.0704499678010919,0,0,0.0632743217928378,0.126603713321405,0,0,0,0,0,0,0,0,0,0.0220058363836706,0,0,0,0.154951747337693,0,0,0,0,0,0,0,0,0.217842218066557,0,0,0,0,0,0,0.08589491048888,0,0,0,0.129369296636498,0,0,0,0,0
X5.HK.EQUITY,0,0,0,-0.128324904044198,0,0,0,0,0,0,0,0,0,0,-0.0122006836211433,0,0,0,0,0,0,0,-0.376635846220798,0.745302789034465,0,0,1.38777878078145e-17,0,0.50050049165635,0,0,0,0,0,0,0,0,0,0.381343595531294,0,0,0,0,-0.0932552394851812,0,0,0,0,0,0,-0.0599154841465104,0
X601628.CH.EQUITY,0.0961192351057379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.164176218363852,0,0,0,0,0.00670804017320215,0,0,0,0,0.179753298731249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190503703294048,0,0,0,0,0.0951554668053745,0.0605671815440794,0,-0.0714905988151099,0.0167615060169273
X601658.CH.Equity,0,0,0,0.0933286438432477,0.0693833266683578,0,0,0,0,0,0,0,0.1382879707281,0,0,0,0,0,0,0,0,0.0726472408171839,0,0,0,0,0.184754764741712,0.181025014471159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.315818416444864,0,0,0,0
