,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X601601.CH.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X601818.CH.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601066.CH.EQUITY,X600048.CH.EQUITY,X601211.CH.EQUITY,X1997.HK.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X002142.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X17.HK.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.158062764293373,0.535262582170421,0,0,0,0,0,0,0,0.0869429733420251,0,0,0,0.192905780427129,0,0,0.019328172013653,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030348195179429,0,0,0,0,0,0.0569188928921031
X601318.CH.EQUITY,0,0,0,0,0,0,0,0.0766553121279124,0.246944481854512,0,0,0,0,0,0,0,0,0.327847643364969,0,0.0906285861742868,0.0574180456608737,0,0,0,0,0.0921474161629186,0,0,0,-0.0128884608374193,0,0,0,0,0,0.0267390461274847,0,0.00909264805168823,0,0.0425975026468861,0,0,0,0,0,0,0,0,0.0119313020779856,0,0
X601939.CH.EQUITY,0,0,0,0.66193107843391,0,0.0545568694450286,0,0,0,0.261798583234058,0,0,0,0,0,0,0,0,0,0,0.0587667920364324,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0.0158160233245885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00363742416937377
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.259417506350374,0.0344099431047589,0,0.757298748388888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132009428016843,0,0,0,0.112543318281388,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.154173646683205,0,0.306776539346918,0,0,-2.77555756156289e-17,0,0.0445043205932397,0,0,0,0,0,0,0.0211653107433563,0,0,0,0,0,0.0149504730232248,0,-0.14429843186594,0,0,0,0,0,0,0,0,0.112304093490619,0,0,0.29127094497015,0,0,0,0,0,0,-0.058865905389276,0,0.0602256606421378,0,0
X601988.CH.EQUITY,0,0,0,0,0.324223499270001,0,0,0,0.199181495216585,0,0,0,0,0,0,0,0.0286911321754838,0,0,0,0,0,0,0,0.06045388952744,0,0,0,0,-0.166736129345742,0,0,0.089210046848296,0,0,0,0,0,0,0,0,0.108595526337688,0,0,0,0,0,0,0,-0.151566589757642,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.441156442537665,0,0,0,0,0,0,0,0.187279538368148,0,-0.115035069639396,0,0,0,0,0.204542539929629,0,0,0,0,0,0.176381103999049,0,0,-0.0112271755087264,0,0,0,0,-0.0124930411476055,-0.198443515984454,0,0.152867723882142,0,0,0.125948905487773,0,0,0,0,0,0.0102501765563789
X1299.HK.EQUITY,0,0,0,0,0.213273144696487,0,0,0,0,0,0,0,0,0,0,0,0.194354500548014,0,0,0,0,0,0,0,0,0.0672705834027928,0,0.094083536997644,-0.074965309607651,0.000604982138463963,0.0999840616469989,0,0,0,0,0,0.414597423231083,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0475465689820301
X601628.CH.EQUITY,0,0.167047926386327,0,0.00497566893481908,-0.107359135715372,0,0,0,0,0,0,0.00754876634115254,0,0,0,0,0,0.184749106210458,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0.0206998104037601,0,0.344215063245362,0,0.0375183238776682,0.15797688158017,0,0.0810555357544098,0,0.0983229991905604,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.179047365563794,0,0,0,0.374855851670694,0,0,0,0,-0.00355219943643788,0.459800207223926,0,0,0,0,0,0,0,0.0481031709276281,0.186587644559494,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,-0.0389711981473649,-0.0920231575828835,0,0,0,0,0,0,0,-0.0433088056684971,0,0,0,-0.0970368664099134,0,0,0,0,0
