,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X000001.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X300059.CH.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X600016.CH.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X688.HK.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.0600011847969438,0.149457029964344,0,0,0,0.0166464336168246,0,0,0,0,0,0,0,0,0.0207346333898524,0.189764603658985,0,0,0,0,0,0,0.0778302697022877,0,0,0.0145960098414086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.082376300639295,0.0306573759722919,0,0.0397304567565885,0,0,0,0.0639891404107661,0,0
X601318.CH.EQUITY,0,0,0.108300287253532,0,0,0,0,0,0.124930924377882,0,0.0448367261350792,0,0.0892751155538128,0,0,0.0184539635200288,0,0.0763843480479067,0,0.20043998483526,0,0,0,0,0,0,0,0,0,0,0.0566875147201294,0,0,0,0,0,0,0.111005852232289,0,0,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0.0842703387038475
X601939.CH.EQUITY,0,0,0,0.154662937471619,0,0,0,0,0,0,0.111805020044872,0,0,0,0,0,0,0,0,0,0,-0.0140631391420575,0,0,0.620351026403529,0,0.153593740736966,0.0251271720212225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.149460477718966,0,0.0610378707285594,0,0,0.118860389711731,0.328986263065232,0,0,0,0.080221266146053,0,0,0,0,0.0158079854247993,0,0,0,0,0,0,0,0,0,0,0,0,0.112268246152333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0413163746607884,0,0.078077744490534,0,0,0,0,0,-0.0609654407412956,-0.0609855728548097
X600036.CH.EQUITY,0,3.46944695195361e-18,0,0,0,0,0.022289945986192,0.284100848248502,0,0,0,0,0.259388863183078,0,0.152273649625487,0,0,0,0,0,0,0,0,0.304058466944436,0.167358085905973,0.00738027153846425,0,0.0163425077412435,0,0.0417164965740565,0,0,0,0,0,0,0,0.0186435516669061,0,0.0245766598879047,0,0,0,0.0164500566170119,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0.0802556795993786,0,0,0,0,0,0,0,0.104078551908654,-0.0327892462373088,0,-0.0980809129831444,0,0,0,0.0384772570909965,0,-0.0457707633144871,0,0,0,0,0,0,0,0,0,0,0,0,0,0.671185493739602,0,0,0,0,0,0,0,0.0488792721096199,0,0.187897651257607,0,0,0,0,0,-0.0185173297573606,0.19551543343672
X601988.CH.EQUITY,0,0,0.0419941963975983,0.27988828928986,0.205474177329193,0,0,0,0,0,0,0,0.100557741893345,0,0,0,0,0.207295023961382,0,0,0.0158479244941464,0,0,0.0515289045135737,0,0.0720292217863696,0,0,0,-0.0285724431141722,0.173386885450151,0,0,0,0,0,0,0.0759701938468638,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,-0.15486694642663,0,0.11402753415973,0,0,0,0,0,-3.46944695195361e-18,0.207608539273708,0,0,0,0,0,0,0,0,0.00912103093990355,0,0,0,0,0.130451786828603,0,0,0,0,0,0.117333201160131,0,0,0,0,0,0,0.11759262528658,0.0988671116229338,0,0,0.0730027998414681,0.163609818244942,0,0,0.0497508551115211,0,0,0,0,0
X5.HK.EQUITY,0,0.0609842686963616,0,0,0,0.0289546460023921,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161776680595275,0,0,0.0981504312159547,0,0,0.127216050822961,0,0.0110191630604353,0,0,0,0,0,0,0,0,0,0.0607510869766875,0,0.226686944367117,-0.0824268741466486,0,0.0443173446630419,0.173276785333464,0,0,0,0,0.0550478847368969,0,0,0
X601166.CH.EQUITY,0,0,0.0585236824121589,0,0,0.0575176466959612,0,0,0,0,0.048787789936138,0,0.131154108590006,0,0.0696115046432562,0,0,0,0,0,0,0,0,0.169732799486936,0,0,0,0,0.414113437685135,0,0,0,0,0,0.00128041739941575,0,-2.71050543121376e-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0285236913392159
