,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X2388.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X1109.HK.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1997.HK.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X17.HK.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,6.93889390390723e-18,0.56631342432717,0.0571216294613074,0.0358723994599777,3.46944695195361e-18,0,0,0,0,0,0,0.0825454352339744,0,0,0,0,0.159926453469154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106943060845825,0,0,0,0.0594251369049269,0,-0.0730555942166287,-0.0452820398396695,0,0,0,0,0.0137167948576723
X601318.CH.EQUITY,0,0,0,0,0,0,0.0431605297255819,0,0,0,0.0244352513295296,0,0,0,0,0,0.0862913278720479,0.272829878335648,0,0,0,0,0,0,0,0,0,0,0,0,-0.0412006865438326,0,0.136744403575306,0,0,0,0,0,0.187832521371753,0.155660701183722,0,0,0,0.00462658839545113,0,0,0,0.10218817279926,0,0,0
X601939.CH.EQUITY,0,0,0,0.506134311164523,0,0.119399489514046,0,0,0,0.0331824836199091,0.0730829001352457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141531647347708,0,0,0,0,0.0102903042057073,0,0,0,0,0,0,0,0,0,0,0,0,0.0333437210500412
X601288.CH.EQUITY,0,0,0.273849740683834,0,0,0,0,0,0,0.19246045945037,0,0,0,0,0,0,0,0.13910457600231,0,0,0,0,0,0,0.149327760297588,0.040899249629,0,0,0,0.0948110012042668,0,0,0,0,0,0,0,0,0,0,0,0.00631872388445173,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.0656805883016965,0,0.334018412764119,0,0,0,0,0,0,0,0.190058780448167,4.33680868994202e-19,0,-0.0543441939016394,0,0,0,0,0,0,0.0541605530477672,0,0,0,0.316340782283492,0,0,0,0,-0.136307839160569,0,0,0,0,0,0,0.2236978897747,0,-0.0879964959251608,0,-0.330848761952881,0,-0.0432695700084059,0,-0.238738883338821,0
X601988.CH.EQUITY,0.117491421208351,0,0.00820140073654492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.601148688987019,0,0,0,0,0.0184090445986959,0,0.138484378680932,0,0,0,0,0,0,0,0,0.0547479768986993,0,0,0,0,0,0.0306397405897104,0,0,0,0,-0.090045103335578,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0.039776223153866,0,0,-0.019661568258412,0,0,0,0,0,0.0596975059106761,0,0,0,0,0,0,0.686388423719089,-0.00585795778871145,0.0444361851349985,0,0,0.104490332852304,0,0,0,0,0,0,0,0,0,0,0,0,0.0681678873379555,0.0488234386303758,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.267632472037573,0,0,0,0,0,0,0,0.211346465504303,0,0,0,0,0,0.0641463531422342,0,0.0601375931741341,0,0,0,0,0,0,0.0833232921500266,0,-0.0448991735502829,0,0.311047828601643,0,0.201366461435894,0,0,0,0,0,0,0,0,0,-0.0808749305797707,0,-1.73472347597681e-18,0,0,0,0,0
X601628.CH.EQUITY,0,0.215784000843504,0,0,0,0,0.0307704914829246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0506466058704633,0,0,0,0,0,0,0,0,0,0,0,0,0.402462232793979,0,0.23187873517935,0,0,0.0293251826055718,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,1.73472347597681e-18,0.062353971016434,0,0,0,0.146295964082213,0,0,0,0,0,0,0.207763345937786,0,0,0,0,0,0,0,0.251329851984748,0,0,0,0,0.078558223813273,0,0,0,0,0,0.0454504064863358,-0.00707506273583395,0,0,0,0.00799204784993458,0.247337755547301,0,0,0,0,0.0417989522915984,0,0,0,0,0.0198275205509586,0,0
X601166.CH.EQUITY,0.0505307203223157,0,0.1865447310398,0,0,0,0.185426046372423,0,0.018839909756282,0.0669409224437415,0,0,0,0.20778517366716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0459945355044445,0,0,0,0,0,0,0,0,0.0983724731314409,0,0,0,0,0,0,0,-0.0372728330552987,0
