,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X267.HK.EQUITY,X000001.CH.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X601688.CH.EQUITY,X601066.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,X002736.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,-0.212600393671294,0,0,-0.00605089669859967,0,0,0,0,0.565262612610754,0,0,0,0,0,0,0,0,0,0,0,-0.126151194147193,0,0,0,0,0,0,0,0,0,0,-0.286301967216565,0,0,0,0,0.683687832450459,0,-0.139792107997389,0,0,0,0,-0.0538353666274322,0,0,0,0
X601318.CH.EQUITY,0,0,0,0.0020746785991215,0,0,0.19269328569672,0,0.0201765446286088,0.0333987373124993,0,0,0,0,0,0,0.0114652203966034,0,0.111376995643442,0,0,0,0,0,0.045262536043192,0,0,0,0,0.0750285407896061,0,0,0,0,0,0,0,0.0548876655090293,0.536553036400874,0,0,-0.0930862421823339,1.73472347597681e-18,0,0,0,0,-0.0230095081189841,0,0,0
X601939.CH.EQUITY,0.315268969971403,0,0,0,0,0,0,0,0.00924520751550434,0,0,0,0,0,0,0,0,0,0,0,0.0487088970455893,0,0,0.13270059788402,0,0,0,0,0.10906773069672,0,0,0.0237952780046344,0,0,-0.0822210436454762,0,0,0.291477758375762,0,0,0,0,0.0821148340001243,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0.265923588681489,3.46944695195361e-18,0,0.174138040306143,0.0414219293872652,0,0,0,0,0,0,0,0.0468059468099532,0,0,0,0,0,0,-0.0405003921651244,0,0,0.113514272856171,0,0,0,0,0,0,-0.0667832030878988,0,0,0,0.191815567678166,0,0,0,0.0984179927000176,0,0.0846716968096425,0,0,0.0820960881800479,0,0,0
X5.HK.EQUITY,-0.0963682146698694,0,0,0,0,0,0,0,0,0,0.0820155654054863,0,0,0,0,0,0.274756098714548,0,0.000797129194331788,0,0.351911144304634,0,0,0.346297567801165,0,0,0,0,0,-0.263479013920921,0,0,0,0,0,0,-0.125695390910464,0,0,0,0.250910797618493,-0.0946701527307981,0,0,0,0,-0.114407096906927,-0.119726319183189,0,0,0
X601988.CH.EQUITY,0.302562161469337,0,0,0.54596529361753,0,0,0,0,0,0,0.0967858007565911,0.0876400706235562,0,0,0,0,-0.0244199930153325,0,0,0,0,0,0.0037675972722568,0,0,0,0.0371176962644198,0,0,0,0,0,0,0,0,0,0,0.0516963610434991,0,0,0,0,0,0,0,0,0,0,0,0,0.0352267724107632
X600036.CH.EQUITY,0,0.630371521695852,0,0.148653893898153,0,0,0,0,-0.17655266808941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034222131819735,0,0,0,0,0.0704307824243056,0.0644094332551884,0,0.0754096586846979,0,0,0,0,0,0,0.137710974107848,0,0,0,0,0.0375592043135132,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.388892738931205,0,0,0.12727616836775,-0.161685749588949,0.0866050455959179,0,0,0,0,0.183295026351681,0.173039932898725,-0.175809242499549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0193188969170451,0,0,0,-0.0782980774090249
X601628.CH.EQUITY,0,0.12164977068416,0,0,0,0,0,0,0,0,0.0259592479986805,0.00852060464300166,0,0,0,0.21033715146529,0,0.00539802716165667,0,0,0,0,0,0,0.152542342120904,0,0,0,0,-0.0339300208168619,0,0,0,0,0,0,0.0872017660357787,0,0.255098800737601,0,0,0,0,0,0,0,0,0,0,0,-0.00378881563450587
X601328.CH.EQUITY,0,0.0792339898201016,0.11340304107297,0.352878165173117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0293656129941895,0,0,0.0075985962073647,0,0,0.0209733833542948,0.190294498646233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0827008194318287,0,0,0,0,0,0,-0.00384531014473532,-0.230071533395932
