,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X11.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X601066.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,X000776.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.045415173996546,0,0.146419353911636,1.38777878078145e-17,0,0,0,0,0.111592884465584,0,0.351788675383227,0,0,0,0,0,0,0,-0.0680575645082639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1378120465265,0,0,0,0.183378815964977,0,0,0,0,0,0,0,0,0.186215495143894,0,0.00895824657457544,0,0.104260174526384
X601318.CH.EQUITY,0,0,-0.090922364687917,0,0,0.0582097328697633,0,0,0.184223832688924,0,0.0576089524815738,0,0.1448051639211,-0.0170664618223715,0,0.250780402912904,0,0,0,0,0,0,0,0,0,0,0,-0.0714640071124422,0,0,-0.178212776324699,0,0,0,0.274397959019226,0,0,0,0.07630367318232,0.201834810407837,-0.236846804722182,0,0.188698347353744,0.197958529686313,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.410662640590935,0,0,0,0.0257626140807217,0,0,0,0,0,0,0.0937272210483712,0.0150172626654434,0,0.0914765709059505,-0.107582692037404,0,0,0,0,0,0,0,0.0936187907986184,0,0.0879830664603825,0,0,0,0,0,0,0,0,0,0,0,0.0881891348984756,0,0,0.428275575377311,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.154885730992329,0,0.168486789010464,0,0,0.389273923239227,0,0,0,0,0,0,0,0,0,0,0.0869920087510467,0,0,0.0235572656175169,-0.0717511086965471,0.0322035019216683,0,0,0,-0.0787220521359993,0,0,0,0,0,0,0,0,-0.0894604654426056,0,0,0,0,0,0.21054863038593,0,0,0,0,0,0,0.126414298859689,0,0,0,-0.00909934165494023
X5.HK.EQUITY,0,-0.129854703781938,0,0.231284488098796,0,0,0,0,0,0,0,0,0.108336001984595,0,0,0,0,0,0,0,0,0.451131057037765,0,0,0,0,0,0,0,0,0.380560524185733,0,0.0210064354984194,0,0,0,0,0,0,0,0.0275537345806922,0,0,0,0,0,0,0.167791244907313,-0.123524701292408,0,-0.0838622447080542,3.46944695195361e-18
X601988.CH.EQUITY,0.223832450446601,0.085707108064031,0.0960890016993688,0,0,0,0,0,0.216723084734115,0,0,0.266303835710237,0,-0.0700182103770545,0,0,0,0,0,0,0,0.0289499021204842,0,0,0,0.0489362684226384,0,0,0,0,0,0,0,0.181389381190679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0.0458561982096397,-0.0656925549186716,0,0.225360301131341,0,-0.0657409040713357,0.02633266053882,0,0.301753043490524,0,0.230824519104574,0,0,0,0,0,0,0.0372221367852724,0,0,0,0,0,0,0,0.034634525630932,0,0.0489998365651282,0.0388659095957548,0,0.0892638881037318,0,0,0,0,0,0,0.0768498105478116,0,0,0,0,0,0,0.059235430778781,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.0829929888190547,0,0,0,0.117668996308017,0,0,-0.120423394591048,0,0.0325815574699727,0.238259316357136,0,0,0,0,0.0170034887533736,0,0,0.0662908732285628,0.0609144650603679,0.0951191732212602,0,0,0,0,0,0.0196589280680924,0.207804817293207,0,0.0283355400242159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.0350655954046335,0.286961060662875,0,0,0.0982521509945695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0950092491258368,0,0,0,0,0.279772720004275,0,0,0.0153337846821311,-0.164379481502715,0,0,0,0,0,0,0,-0.167329132595109,0,0,0.0385313560785868,0.0323542763633687,0,0,0,0,0.120643328226518,0,0,0,0.0482002119476831
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0.298522376872633,-0.648736046704422,0,0.134198387901448,0,0,0,-0.0822313449303077,0,0,0,0,0.581963379408325,0,0,0,0,0,0,2.16840434497101e-19,-6.93889390390723e-18,0.130160088069027,0,0,0,0.391272806184487,-0.0690841753774399,0,0,-0.251969073548032,0,0,0,0,0,0.604609289562463,0,-0.293851197659794,0,-0.245731985405127,0,0.271877600280877
X601166.CH.EQUITY,0,0,0.0288155684577535,0,0,0,0.4264922532557,0.0498611245757535,0,0,0,0,0,0,0,0,0.00674321459452394,0,0,0,-0.00195148526322943,0,0,0,0,0.0852560425754071,0,0,0.389781942161562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0,0,0,0.131965713792771,0.0142579357489541,0,0,0,0,0,0.458102381930329,0,0,0,0,0,0,0,0,0,0,0.156833015136375,0,-0.0700326492505936,0,0,0,0,0,0,0,0,0,0,0,0.105771222031834,0,0,0.0240451274461029,0,0,0,0,0,0,0,0,0,-0.0469286311174952,0
