,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X601066.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X300059.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X2886.TT.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.0871398476357662,0,0.39415633170976,0,0,0.10205360245353,0,0.109049924507595,0,0,0,0,0,0,0.189525722787638,0,0,0,-0.0718825683573588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.087222854217976,0,0,0,0,0,0,0,0,0,0,0,0.0661548006975964,0,0,0
X601939.CH.EQUITY,0.22358659779345,0,0,0.0349883156192189,0.0743357820241678,0,0,0,0,0,0,0.0695322996155718,0,0.334368542858044,0,0.206708971738967,0,0,0,0,0,0,0,-0.0514875057601381,0,-0.0868061011164594,0,0,0,0,0,0.0636857614330205,0,0.0262582099166921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0.0849702756140689,0,0,0,0,0,0.151772540397751,0,0,0,0,0,0,0,0,0.0136597233838794,0,0,0,0,0,0,0.13107999228909,0,0,0,0,0,0,0,0,0,0.158775790327014,0.00134039533898777,0,0,0,0.0289345739207083,0,0.326713643974751,0,0,0.0543514561879101,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.388590203716629,0.0309040942353195,0,0,0.354663219133459,0,0,0,0,0,0.0991894048522125,0,0,0,0,0,0,0.0514803971859193,0,0,0,0,0,0,0,0,0,0,0,0.0195070632577699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0322853222665403,0,0
X601988.CH.EQUITY,0,0,0,0.27186260024726,0,0,0,0,0,0,0,0,0,0.0883225985251296,0,0.100873023659165,0,0,0,0,0.268033585641261,0,0,0,0.00322947294428764,0,0,0,0,0,0.0383719168073391,0.0509440803617631,0,0,0.122848256639261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.292505552582883,0,0,0,0,0.081228676828464,0,0.345744629053643,0,0,0,0,0.65717153660918,0.11208631574534,0,-0.506398509708085,0.0224155474431156,0,0,0.0664425514766625,0,0,0,0,0,0,0,0,0,0.10920852835974,0,0,0,0,0,0,0,0,-0.181840387852254,-0.0280284232120031
X600036.CH.EQUITY,0,0,-1.38777878078145e-17,0,0,0.0491845843954216,0,0,0,0,0,0.438411796314129,0,0,0,0,0,0,0,0,0,0,0,0.0294789592308597,0,0.0912239158714053,0,0,0,0,0,0,0,0.121533568626268,0,0,0,0,0,0,0.0375606599541747,0,8.67361737988404e-19,0,0,0,0,0,0,0.224540453267655,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.184955589059054,0,0,0,0,0,0,0,0,0,0,0,0.207073751348164,0,0.130954424923708,0,0,0,0.096128395431352,0,0,0,0.0762450850909876,0,0,0,0,0.147012925766398,0,0,-3.46944695195361e-18,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0.31172823352626,0,0,0,0,0,0,0,0,0,0,0,0.00916015724767739,0,0,3.46944695195361e-18,0.13656705579421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0461992647331485,0,0,0.117962055830624,0,0,0,0.164595163431385,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,-0.0531791256926414,0,0,-0.100050166660673,0,0,0,0,0,0,0,0,0,-0.0122201736671343,-0.0750747315252683,0,0,0,0,0,0,0,0,0,0,0.217929132824325,0,0,0,0,0,0,-0.510151844089177,0,0,0,0.52924512536202,0,0,-0.109231881385421,1.01891728670245,0,0,0,0,0,0,0,-0.0855828003034376
X601328.CH.EQUITY,0,0,0,0.271865730832766,0,0,0,0,0,0,0,0,0,0.314938519802658,0,0,0,0.0654297163354336,0,0,0.0942605365344939,0,0,0,0,0,0.100867753455709,0,0,0,0,0,0,0,0.0917050784233064,0,0.103700607843375,0,0,0,0,0,0,0,0.0256774391467467,0,0,0,0,0,0,-0.0184093270930747
X601166.CH.EQUITY,0,0,0,0.0835780597559988,0,0,0.137067991693495,0,0,0,0,0,0,0.0387019596830867,-0.058716268478325,0.00919447551058598,0,0,0,0,0,0,0,0.0154124708677551,0,0,0,0,0,0.337800606947396,0,0,0,0,0,0,0,0.0708422740241009,0,0,0,0,0,1.38777878078145e-17,0.321060898282838,0,0,0,0,0.0606838022224303,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00385153381843686,0.563208910035624,0,0.0936210528195484,0,0,0,0,0,0.128149712826357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.177659870071525,0,0,0,0,0,0.0112665650365148,0,0,0,0.380915249078778,0,0,0,0.0706062326995564,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0.257320158440258,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121422063776932,0,0,0.314723977553689,0,0,0,0,0,0.00160229464278544,0,0.11950983519852,0,0,0.255505084791952,0,0.0816149352313427,0,0,0,0
X000001.CH.EQUITY,0,0.272895904397802,0,0,0,0,0.137428566550069,0,0,0,0,0.102940355956018,0,0,0,0,0,0.0736935284887369,0,0,0,0,0,0.0310268590866012,0,0,0,0,0,0.0259755391725144,0,0,0,0.0893413555180675,0,0,0,0,0,0.117768355474004,0,0,0.107385628539059,0,0,0,0,0,0.0427588638260221,0,0,0
