,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X002142.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X002736.CH.EQUITY,X1113.HK.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.147199574757169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0107204264902206,0.321450911675044,0.416753889585244,0.216118473092935,-0.231414154625766,0,0,-0.0502250307958198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0444922966885316,0
X601318.CH.EQUITY,0,0,0,0,0,0.243924417818702,0,0,0,-0.0712303413776172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131528858548344,0.188361033614055,0.0252248834723048,0,0,0,0.198649809371384,0,0.116050776022954,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0377373632020502
X601939.CH.EQUITY,0,0,0,0.799790631670125,0,0,0,0,0,-8.67361737988404e-19,0.000997013307612353,0,-0.0394111731504005,0,0,0,0.0419138859229571,0.121120305679566,0.0503444183499742,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0.0361486148171994,0,0,0,0,0,0,0,0,0.0453849369865685,0,0,1.0842021724855e-19,0,0,0,0,0,0.00491518686832416,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.926150091635402,0,-0.0871611527242633,0,0,0,0,0,0,0,0,0,0,0.0175878146281983,0,0,0.0863282854689325,0,0.0550811388264808,0,-0.0633950201965866,0,0,0,0,0,0.0271033835112075,0,0,0,0.0509947244068887,0,0,0.0100878630318872,0,0,-0.024239827284823,0,0,0,-0.0887039182446175,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.00518634988976893,0,0,0,0,0,0,0,0,0.311582988081806,0,0.145356435070483,0,0,0,0,0,0,0,0.446480721360317,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0.0621745151071128,0,0,0,0,0,0,0,0.000415893847010291,0.275024883951575,0,0,0,0,0.0508457170396069
X600036.CH.EQUITY,0,0,0.241583414855087,0.144748564419108,0,0,0,0,0.0966765941182738,-0.0201393149572131,0,0,0,0,0,0,0.121713582068542,0.0746236854477118,0,0,0,0,0,0,0,0.0949153947113989,0,0,0,0,0.107154970877655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0122715996299455,0,0,0
X601988.CH.EQUITY,0,0,0,-4.33680868994202e-19,-0.131433271920327,0.0759994864593652,0,0.0529116352681888,0,0,0,-0.014638708653484,0,0,0,0,0,0,0,0,-0.0273651571094962,0,-0.014743794684274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.111566805318495,0,0,0,0,0,0,1.05412211500958,0.0235730781628165,0
X1299.HK.EQUITY,0,0,0,0,0.0701467223741044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.350319997043929,0,0,0,0,0,0,0,0,0.254029825101646,0,0.0916793840181279,0,0,0,0,0,0,0,0.0470499384199648,0,0,0,0,0.0848693304528244,0,0,0,0,0.0765636036191179
X5.HK.EQUITY,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0.0135141871206112,0,0,-0.337310404051089,0,0,0,0,0,0,0,0,0.537597541287353,0.133683423196184,0,0,0,0,0,0,0,0,0,0,0.0809119306413141,0,0,-0.1233934505796,0.0433384823983942,0.146455077683424,0,-0.146792000330579,0,0.0867743404302163,0,0,0
X388.HK.EQUITY,0,0,-0.189507720410231,0,0.155596053112649,0,0,0.113977947123323,0,0,0,0,0,0,0,0.0255192277774536,6.93889390390723e-18,0,0,0,0,0,0.445432383854477,0,0,0,0.204908138243524,-0.0211681780157523,0,0.0141585513106912,0,0.0508445241021142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.191556831691621,0,0,0.252136559760768
X601658.CH.Equity,0,0.170930552681318,0.253399601233653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0601506441243806,0,-0.118208775359339,0,-0.0504680519890299,0,0,0,0,0,0,0.0764944556776194,0,0,0,0,0,0,0,0,0,-0.119220795851602,0,0.755630141437825,0,0,0,-0.249341480172831,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0.0600288187010064,0,0,-0.109274593833684,-0.0263931410065863,0.0717741636271141,0,0,0.213540715793932,0,0,0.0209597243322869,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0.0647586429242785,0,0,0,0,0,0,0.146580613555201,0,0.146919891912538,0,0,0.192095535392208,0,0.0794439224522368,0,0,0.133914590681595,0,0,0.0561168362220284,0,0,0,0,0
X601066.CH.EQUITY,0,0,0,0,-0.00981048240187916,0,0,0,0,0,0,0.674128151893223,0,0,0,0.027696663163826,0,0,0,-0.0301848573264861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0237277178390735,0.129418264546478,0,0,0.0670332817837088,0,0.00700762350343286,0,0,0,0,0,0,-0.0100288956216592,0
X601166.CH.EQUITY,0,0,0,0,0,0.137719361241312,0.416827599923553,0.00371348913323207,0,0,0.0553245161444844,0,0,0,0,0,0.0468934663673543,0,0,0,0,0.0732199134488581,0,0,0,0,0,0,0,0,0,0,0.0217999307179433,0,0.0266593442568071,0,0,0.0286340633035512,0,0.027295564714918,0,0,0,0,0,0,-0.034591078918237,0,0,0.204919843401361,0,0
