,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X300059.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X000166.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X601229.CH.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X001979.CH.EQUITY,X601169.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.293172539695477,0,0.00553097096860298,0,0,0.441196552365247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11555617093132,0,0,0,0.0655349649748689,0,0,0,0.0183518159962174,0,0,0,0,0,0,0.0770039587970539,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0.18537866246148,0,0,0,0,0,0.146863268403274,0,0,0.0395095063163249,0.0849886845901913,0,0.0503281466576034,0,0,0,0,0.180026447254745,0,0,0,0,0,0,0,0,0,0.0369768509479398,0,0,0.0570444991753143,0,0,0,0,0.0873419507036955,0,0,0,0,0,-0.0318096994181985,0,0,0,0.0311004261843582,0,0,0,0.0706831183608074
X601939.CH.EQUITY,0.355748351402082,0.182018525078646,0,0,0,0,0,0.23658645021141,0,0,0,0,0,0,0,0,0.0919101088683028,0,0,0,0,-0.161829206002079,0,0,0,0,0,0,0.0930651286802028,0,-0.0389525739498141,0,0.206028154384686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.208880462915913,-0.07420402302085,0.0767010645492489
X601288.CH.EQUITY,0,0,0,0,0,0.00461818179683198,0,0.55697182022338,0,-0.0853636303189067,0,0.0457488509033465,0,0,0,0,0,0,0,0,0,0.0753757938510586,0.0890942178828611,0.0801873016635324,0,0,0,0,0.110539137170533,0,0,0,0.0541833642266333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0595263118099353,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0.183669296556376,0.17124913906758,0,0,0,-0.055472082215001,0.132468762831187,0,0,0,0,0,0,0,0,0,0.0803158066378524,0.0251923572227298,0,0,0,0,0.135952466249049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.359797055373078,0,0.0222966323876049
X601628.CH.EQUITY,0.0856598266642394,0,0,0,0,0,0,0,0,0,0,0.0357267815904748,-0.100437789566589,0,0,-0.26153523673389,0,0,0,0,0,0.062035020212941,0,-8.67361737988404e-19,0.0724096871479153,0,-0.0291859278196197,0,0,0,0,0,0,0.551021701248801,0.180229313306396,0,0,0,0,0,0,0,0,0,0,0.0348494072217483,0,0,0,0,-0.0379195719514808,0.136622920427647
X1299.HK.EQUITY,0,0,-0.230994915829124,0,0,0,0,0,0,0.128553962573627,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0.020556604694682,0.10395420906974,0,0,0,0,0,0,0,0,0.204580990060124,0,0,0,0,0.0110719960718094,0,0.175839624027136,0.0342256412562311,0.102230479219985,0,0.315023592514342,0,0,0.271015694577499,0,0,0,0,0
X601988.CH.EQUITY,0.167129146731869,0,0.0958795850702885,0.376150990480776,0,0,0,0,0,0.0472874820874719,0,0,0.181387242005984,0,0,0,0.133003470128789,0,8.67361737988404e-19,0,0,0,0.00271454842069931,0.0209379154716895,0,0,0,0,0,0.0960339130759661,0,0,0,0,0,0,0.0187468746757159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.247368299281631,0,0,0,0,0,0,0,0,0,0,0,-0.0858434937637167,0,0,0,0,0,0,0,0,0,0.367079914779422,0,0.0745651179922084,0,0.0631066522426593,0,0,0,0,0.0437112449862438,0,0,0,0,0,-0.0164040038825544,0,0.224351867735163,0,0,0.103945356819167,0,0,0,0.123821970980118,0,0,0,0
X388.HK.EQUITY,0,0,0,0,-0.272617901128987,0,0.27969645425635,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.094493311270547,0.399432403739187,0,0,0,0,0,0.0222892983257856,0,0,-0.0118660035679946,0,-0.188700848913139,0,0,0,0,0,0.104804001356482,0.130186606486115,0,0,0,0,0,0,0.0795342736224062,0,0,0,-0.00995426675743648,0
