,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601601.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X11.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X267.HK.EQUITY,X600837.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.00939856794320661,0.0772294760970686,0.334775225339582,0,0.0628611135801266,0,0,0,0,0,0,0,0,0,0,0,0.161127222255885,0,0,0,0,-0.0955154759679154,0,0,0,0,0,0.0995058003621584,0,0,0,0,0,0,0,0,0,0,0,0.158001093798647,0,0,0.0325755792085784,0,0.0286739240668964,0,0.0752561589237633,0.198668954844397,0.0507301766034263,0
X601318.CH.EQUITY,0,0,0,0.0649710638535578,0,0,0,0.00438863174622475,0.128718876185468,0,0,0.0797505602615276,0.109981010040849,0,0,0,6.93889390390723e-18,0,0.118536398104056,0,0.215836478258121,0.0651689692313292,0,0,0,0,0,0,0,0.0478792268481593,0.101173200892261,0,0,0,0,0,0.015700232617468,0,0,0,0,0,0,0,0,0.0850409874678577,0,0,0,0,0,0.112292438506254
X601939.CH.EQUITY,0,0,0,0,0.354335744569354,0,0,0,0,0,0,0.225175591365925,0,0,0.0109164456086732,0,0,0.142073143516238,0,0.0689194166941865,0,-0.107011942495826,0,0,0.250956263734636,0.233500382884291,-0.061343386884667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00841327315942737,0,0,0,0,0.0382668128795122
X600036.CH.EQUITY,0,0.115150861103735,0,0,0,0.0114166169254685,0,0.166723973437198,0,0,0,0,0.149540040642306,0,0,0,0,0,0,0,0,0,0.25001030894075,0.00783563646869775,0,0,0,0.0111048333820078,0,0.0554820528958892,0,0,0,0,0,0,0.00822153947767755,0,0,0,0.0850904574929063,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.0750612531502077,0,0.0792769158624453,0,0,0.0904214268699624,0,0.392523419184254,0,0,0,0,0,0,-0.0339765895688637,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171710979183383,0,0,0,0,0,0,0,0,0,0,0,0,0.0781225638822633,0,0,0,0.124942185187405,0,0,0,0,-0.0610964871603452,-0.0650182639012111
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0959381609522739,0.074140858746778,0,0,0,0,0,0.169198487665153,0,0,0,0,0.139195779574038,-0.136326618267697,0,0,0,0,0,0,0.00510304409464424,-0.0235730237529369,0.202621339515511,0,0,0,0.569194327883183,0,0,0,0,-0.0301557527235438,0.153375404167704,0,0,0,0,0,0,0,0,0,0.122169533689634
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.136050417167014,0,0,0,0,0,0,0,0,0.0307645513044327,0,0,0,0,0,0,0.106956310696778,0,-0.239129962039544,0,0,0,0,0,0,0,0.00929080622046172,0,0.0889146662086148,0,0.261786856857153,0.137955899941169,0.0666346795732914,0.0524546422106965,0.0822319363824475,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0.0927980758277488,0.106127827265715,0.1661531476661,0,0,0,0,0,0,0,0,0,0,0,0,0,0.230482273505579,0,0,0,0.211029171320604,0,0.0440894087847747,0,0.331393808673011,-0.0298323093253874,0,0,0.142545643528236,-0.074237799325259,0,0,0,0,0,0,0,0.0901981823480799,0,0,0,0,0,0.0286886725648825,0,0,0,0,0,0
X5.HK.EQUITY,0,0.0826080964990234,0,0,0,0,0,0.24149527234894,0,-0.0787760655617828,0.0642109984676924,0,0,0,0,0,0,0,0,0,0.107638113045787,0,0,0.14236726226492,0,0,0.21662491645318,0,0,0.0608544117709439,0,0,0,0,0,0,0,0,0.23493274356586,-0.101568653499361,0,0.107791765145033,0,0,0.0606760555253235,0,0,0.108558281078683,0,0,0.0433269319185634,0
X601166.CH.EQUITY,0,0,0.0336040082302602,0.101200596622924,0,0,0,0,0,0,0,0.0325851702265933,0.0871291061011042,0,0.0510086497848228,0,1.0842021724855e-19,0,0,0,0,0,0.165956872667279,0,0,0,0,0,0.362184980580201,0,0,0,0,0,0,0.025468893791367,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0
