,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X601066.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X300059.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X2886.TT.EQUITY,X600015.CH.EQUITY,X2891.TT.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.364562095223309,0.0220560913556244,0.121349211574306,0,0,0,0,0,0,0.216723813439089,0,0.00466767349431872,0,0,0,0,0,0,0,0,0.099491941984526,-0.0309994274780797,0.0440786818319766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0345996325912984,0,0,0,0,0.018574157620437,-3.46944695195361e-18,0.0442194341120404,0,0,-0.175782553380848,0
X601939.CH.EQUITY,0.393428037734205,0,0,0.173591585652705,0,0,-0.0053301722334247,0,-0.0369130785732325,0,0.154312060779214,0,0,0,-0.0755946179422079,0,0,0,0,0,0,0,0,0.178623504797818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0974182799357906,0,0,0
X601318.CH.EQUITY,0,0,0,0,0.304738784913059,0.0831699950297301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18194567148926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0760916599528725,0.10838344611901,0,0,0.0119512319558201,0.14347595220323,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.377100159630126,0,0,0,0.214119384300576,0,0,0,0,0,0,0,0,0.146988526936133,0,0,0,0,8.67361737988404e-19,0.091402119374846,0.0343321450596109,0,0,0,0,0,0,0,0,0,0,0,0.0843441741932288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0
X601988.CH.EQUITY,0,0,0,0.478009084556047,0,0,0,0,0,0.185092342744655,0,0,0,0,0,0.0403844101360303,0.198988234502557,0,0,0,0,0,0,0,0,0,0.0119473830089054,0.0871991431784234,0,0,0,0,0,0,0,-0.579608443934278,0,0,0,0,0,0,0,0.176399594720488,0,0,0,0,0,0.0901296474452764,0,0.227070512475909
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.269858914145593,-0.0445993714523922,0,0,0,0.132914379171665,0,0,0,0,0.114449877151122,0.00684601258820632,0,0,0,0,0,0,0,0,0.231242563133395,0,0,0,0,0,0,0,0.123816645085764,0,0.125491811443961,0,0,0,0.106251758800486,0,6.93889390390723e-18,0,0,0.0230391039515454,0
X1299.HK.EQUITY,0,0,0,0,0.0353277150915892,0,0,0,0,0,0.034806270133712,0,0,0.187237586221704,0,0,0.0341610984289247,0.502059314097168,0,0,0,0,0.115531828770535,0,0,0,0,0,0,0.01736839134223,0,0,0,0,0,0,0,0,0,0.0849994949122741,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,-0.00791775689371591,0,0,0,0,0,0,0,0,0,0,0,0,-0.153382166860608,0,-0.185038205803866,0,0,0,0,0,0.515424372910133,0,-0.259004410531759,0,0,0.760371465082246,0,0,0,0,0,0,0,0,0,0.399913758328149,0,6.93889390390723e-18,0,0,0,0,-0.263940869978742,0,0,0,0,0,-0.0155458088970745,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.173291727436665,0,0,0,0,0,0,0,0,0.270844158067942,0,0,0,0,0,0,0,0,0,0.0537370386299551,0,0,0.0785625346311055,0,0,0,0,0,0,0.272902146258118,0.0833745099864703,0,0,0,0,0.198721329880096,0,0,-0.0721218409791311,0
X601658.CH.Equity,0,0,0,0.135820585624241,0.154331435751543,0,0,0,0,0,0,0,0,0.125615666808411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175536488061062,0,0,0,0,0,0,0,0,0.219617694832014,0,0,0,0,0,0,0,0,0,0,0.352434251386084,0,0.028584229991073,0
