,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X601688.CH.EQUITY,X600048.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X1997.HK.EQUITY,X601066.CH.EQUITY,X601229.CH.EQUITY,X002142.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X17.HK.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.129245089542738,0,0,0,0,0,0,0,0,0.228106282679597,0,0,0,0,0.407361105518768,0,0,0,0,0,-0.0136077518227219,0,0,0,0,0,0,0,-0.119919725563034,0.461017836488682,0,0,0,0,0,0,0,0,0,-0.0816300613058221,0.0424731409386951
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.141480331682252,0,0,0,0,0,0,0,0.0384007365437677,0,0.0707816838019153,0,0.0517154087291653,0,0,0,0,0.122169885057459,0,0.0508556091347616,0,0,0,0,0,0,0,0.24909112012985,0,0,0,0.232077007412554,0,0.00658760274344609,0,0,0.0338522337290218,0,0,0,0,0,-0.0128970870604318
X601939.CH.EQUITY,0.250021749792073,0,0,0,0,0,0,0,0,0.042909649448797,-3.46944695195361e-18,0,0,0,3.46944695195361e-18,-0.00824322039885797,0,0,0,0,0,0,0.0600467334375062,0,0,0,-0.156449835178939,0,0,0,0,0,-0.00267686248393856,0,0,0,0,0.0431183617831431,0,0.0698945596956462,0.501036053779809,0,0,0,0,0,0,0,0,0,0.12490724413351
X601288.CH.EQUITY,0,0,0,0,-0.243691688395118,0,-0.238347406749252,0,0,0,0.817855634182411,0,0,-1.73472347597681e-18,0.0469893654199399,0,0,0,0,-0.148666750233377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0101191055831353,0,0,0.103416366580817,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.135543599453529,0.403618664683764,0,0,0,-4.33680868994202e-19,0,0,0,0.18225337958633,0,0,0,0,0,0,0,0.0608221937849102,0,0,0,0.0351150740232301,-0.133451794251016,0,0,0,0,0,0,0,0,0,0.0692505978773908,0,0.158506396392271,0,0,0,0,0,-0.171522806000119,0,0,0.118248549448565,0,0
X601988.CH.EQUITY,0,0,0,0,0.24144754880856,0,0.0415553595511459,0,0.0538907971782933,0,0.0777624590558974,0,0,0,0.113076146039618,0,0,0.0239112816635376,0,0,0,0,0,0,0.00594160765469189,0,0,0,0,0,-0.239915364692604,0,0.239127232468257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0464995987281268,0
X1299.HK.EQUITY,0,0,0,0,0.284777143603283,0,0,0,0,0,0,0,0,0,0,0,0,0.129040638427433,0,0,0.0601883291375955,0,0,0,0,0.0682929757034213,0,0.120648582266458,0,0.0946008928912166,0,0,0,0,0,0,0,0.311318195082619,0,0,0,0,0,-0.202450705345607,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.115559086786121,0,0,0,0,0,0,0,0.375651028105935,0,0,0,0,0,0.111911986187278,0,0,0,0.27809981851909,0,0,0,0,0,0,0,0,0.166735415380878,0,0,0,0,-0.124545313881977,0,0,-0.148458739555816,-0.159665325050068,0,-0.0852324810171833,0,0,0,0.265910399681729,0,0,0,0,0,0,0.0158146809495092
X601628.CH.EQUITY,0,0.181414858771571,0.0166011976547827,0.0831044512789919,0,0,0,0,0,0,0,0,0,0,0,0,0.212998193644576,0,0,0,0,0,0,0,0.0389195646847712,0,0,0,0,0,0,0,0,0,0.229306187400509,0.0192352925623409,0,0,0,0,0,0.0970762940012218,0,0.0930516463309144,0.112904177768903,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0,0,0,0,0,0.736738213643979,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0.161125215898942,0,0,0,0,0,0,0.0626981061450288,0,0,0,0,0,0,0,0,0,0,0,-0.010818158034982,0,0,0.0326988283617636,0,0,0,-0.183324817179219,0,-0.0180043460526103,0,-0.0791384876941086,-0.00619172974501697
