,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601166.CH.EQUITY,X601066.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X300059.CH.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X600999.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X600918.CH.Equity,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X002736.CH.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,X601881.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0.00107246146257858,0,0,0,0,0,-0.0404175337936188,0,0,0,0,0,0,0,0,0,0,0,0,0.515396928490866,-0.114111228897518,0.660606839375324,0.00755175095342042,0,0,0,-0.196296944076715,0,0,0,0.243030674906296,-0.309769265256737,0,0,0,0,0,-0.0546948062790374,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,6.93889390390723e-18,0,0,0,0.211227535813535,0,0,0,0,0,0,0.110905852335683,0,0,0,0,0,0.173334105383844,0,0,0,0,0,0,0,0,0.141975060632492,0,0.0076272397331673,0,0,0,0,0,0,8.67361737988404e-19,0.172572966707097,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.81314768267778,0.0116102396935412,0.00228833880106005,0,0,0,0,0,0,0.00859328045806479,0,0,0,0,0,0.0520925629754662,0,0,0.0025487332800475,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0.0884810038400814,0,0.0438749772198817,0,0,0,0,0,0,0,0.0337693109632118,0,0,0,0,0,0,0.0386681115817665,0,0,0.0207364935116616
X601288.CH.EQUITY,0,0,0.831414313226659,0,-0.107689099105397,0.0599392315211369,0,0,0,0,0,0,0,0,0.0262222200105762,0.0745668004098648,0.0204535078961849,0.141930472080952,0,0,0,0,0,0,0,-0.0506267741233817,0,0,0,0.0151759377845485,0,0,0,0,-0.0159106469169074,0,0.00877996580074562,0,0,0,-0.184269369734107,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0.00174852286534811,0,-0.0415966517851127,0,0,0.81323422097867,0,0,0,0,0,0,0,0,0,0.136596594334877,-0.0331560742626817,0,0,0,0,0,0,-0.0425814131625638,0,0,0,0.0171270877316578,-0.0567124605076468,0,0,0,0,0,-0.0336655902536655,0.117948808889459,0,0,0,0.0857857876644411,0,0,0.0403407459544207,0,0,0.138744656381991
X601988.CH.EQUITY,0,0,0,0,-0.0194915117984279,0,0,0,0,0,0,0,0.88954387212424,0,0,0,0,-0.403201672834447,0,0,0,0,0,0,0.368022403405436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0792006054846885,0,0,0,0,0,0.0176618097192567,-0.0413310906548985,0.0872778468929278
X600036.CH.EQUITY,0,0,0.352504487004855,0,0,0,0,0,0.0104210645901885,4.33680868994202e-19,0,0,0,0,0,0,0.165737917115747,0,0,0.0143211571880363,0,0,0,0,0,0,0,0.143598142722838,0.00551611762327721,0,0,0,0,0.276253460043938,0,0,0,0,0,0,0,-0.0174039892202039,0,0,0.0765189866177668,0.0539528777528506,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.0426306143437889,0,0,0,0,0.171652654873295,0,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,-0.108296922045497,0,0,0.39025987997728,0.248453591086151,0.1499802435108,0.138403501087763,0,0,0,0,0.127503039492058,6.93889390390723e-18,0,0,0,0,0,0,0,-0.192893811067854,0.0335720424764946,0,0,0.00537789532613311,0,-0.231028884496274,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.247571172453054,0,0,-0.278780271096497,0,0,0,0.0790219913877353,0,0,0,0.407440577282933,0.226155495780661,0,0,0,0,0,0,0,0,0.0850439120986263,-0.139510970327876,0,0,0,-0.147054648953093,0,0.0741018709007173,0.00423654427852936,0,0,0,0,0,0,-0.121701346944795
X388.HK.EQUITY,0,0,0,0,0.215952501908794,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.214926529207039,0,0,0,0,0.146531234766944,0,0.417463811963364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038400304897157,0,-0.258217109363965,0,0.188777091617891,0,0,0,0,0,0.0366343604642801
