,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X601066.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,X300059.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.0405114664999047,0,0.123942972118845,0,0,0,0,0,0,0,0.428755028606136,0,0,0,0,0,0,0,-0.0918043340546244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12606857332379,0,0.153454898800188,0,0,0,0,0,0,0,0,0,0,0.192727304158967,0.0416579071379718,0,0,0.122088412207324
X601318.CH.EQUITY,0,0,0,0,0,0.0956244733313122,0,0,0.164694650153352,0,0,0,0.213458313943566,-0.0695817555203227,0,0.251365404935267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.104575682939535,0,0,0,0.226116668343324,0,0,0,0,0.220250639052374,-0.255058980709477,0,0.174773883821128,0.0969059675967138,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.626779395380513,0,0,0,0.0224872488047857,0,0,-0.0336129583467221,0,0,0.172648264272165,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,-6.93889390390723e-18,0,0.000364317329330682,0,0,0,0,0.032422490166127,0,0,0.277236998386806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.271498983724366,0,0,0,0,0.416810165893275,0,0,0,0,0,0,0,0,0,0,0,0.0978807797430631,0,0.040322435084534,0.0189332664783299,-0.0713468703791554,0,0,0,-0.0219654082159141,0,0,0,0,0,0,0,0,-0.0582740481778491,0,0,0,0,0,0.222980584791881,0,0,0,0,0,0,0.0865226972733239,0,0,0,0
X5.HK.EQUITY,0,-0.0792098337236394,0.0372140252249325,0.226008633231364,0,0,0,0,0,0,0,0,0.0708560634282928,0,0,0,0,0,0,0,0.431018444318727,0,0,0,0,0,0,0,0,0,0.376310692037682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160819235226401,0,-0.159501348260336,-0.067717058263404,-0.0488654993690917
X601988.CH.EQUITY,0.225894164004072,0.0686797892431946,0.214585708338458,0,0,0,0,0,0.161584806999323,0,0,0.0871248999900805,0,-0.178831473516803,0,0,0,0,0,0,0.0776837445700104,0,0,0,0,0.0562406209020278,0,0,0,0,0,0,0,0.0877178818593156,0,0,0.0143316153915082,0,0,0.061588429383843,0,0,0,0.0938654014183099,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.202987200127591,0,-0.03293983949202,0.0316310347434132,0,0.236893505108668,0,0.278557413103906,0,0,0,0,0,0,0,0,5.42101086242752e-20,0,0,0,0,0,0.0463582942620635,0,0.0820960106035995,0.0347877302696245,0,0.0954267508179272,0,-0.000725328526257828,0,0.034356606193767,0,0,0,0,0,0,0,0,0,0,0.00133558457464359,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.106377753838529,0,0,0,0.112575249135366,0,0,-0.11215231529727,0,0.0234799509118432,0,0.236125212399647,0,0,0.0263469035118669,0,0,0,0.047155120488362,0.0658677300157764,0.0910115933821199,0,0,0,0,0,0.0121295735133735,0.212869564790738,0,0.0313612468727535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.148031048870026,0.174463908347654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.102502431858704,0,0,0,0,0,0.26045257277613,0,0.0319980136620999,0,-0.121173572616829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0765403266523453,0,0,0,0.0306618025800821
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0.132806509099949,-0.334009425865365,0,0,0,0,0,0,0,0,0,0,0.409788745361633,0,0,0,0.113342390444967,0,0,0,0,0,0,0,0.068913408584538,0,0,0,0,-0.619025879079276,0.120370479084816,0,0,0,0,0,0.765598501080081,-0.0490741009049145,-0.28999809184966,0,0,0
