,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X2388.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X601211.CH.EQUITY,X600048.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X002142.CH.EQUITY,X17.HK.EQUITY,X600999.CH.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.0242416718700574,0.431632203105528,0.103102228575088,0.0814162843155748,0,0.0309093128200393,0,0,0,0,0,0.0480966230982667,-0.00582712137450416,0,0,0,0.0565088240001906,0.0382436130331593,0,0,0,0,0,0.1065298684129,0,0,0,0,0,0.013348590411221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0172289383722434,0
X601318.CH.EQUITY,6.93889390390723e-18,0,0,0,0,0,0.0748891713067325,0,0,0.0753369252866003,0,0,0,0,0,0,0,0.223892479327141,0.0423336020443275,0,0,0,0,0,0,0,0.106211601277325,0,0,0,0,0,0,0.0761005157173541,0,0,0,0,0,0.29916051206726,0,0,0,0.0412113934576219,0,0.0257667631067778,0,0,0,0,0
X601939.CH.EQUITY,0.468653919773803,0,0,0.180577964313871,0,0.111491233842388,0,0,0,0.0166162851582144,0.136112021351579,0,0,0,0,0,0,0,0,0,0,0.00112248309420595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00507448814691386,0,0,0,0,0,0,0,0,-4.2351647362715e-22,0
X601288.CH.EQUITY,0.445719542766395,0,0,0,0,0,0,0,0,0.214473390539517,0,0,0,0,0,0,0,0.0893514565707241,0,0,0,0,0,0,0.0801066467481088,0.0313897174227681,0,0.0324200731460274,0,0.0823993434456953,0,0,0,0,0,0,0,0,-0.0307345470956554,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.464189124136272,0,0,0,0,0,0,0,0,0,0,0.146087900332597,-0.373562464521988,0,0,0,0,0,0,0,0,0,0,0,0.121445914912825,0,0,0,0.438521005443923,0.0301835357895153,0,-0.601386295529579,0,0,0,0,0,0,0,0,-0.282983337938255,0,0,0,-0.315683552082976,0
X601988.CH.EQUITY,0,0,0.325769705861553,0,0,0,0,0,0.019140617023087,0,0,0,0.107572161400355,0,0,0,0,0.0410224879557058,0,0,0,0,0.574227597393139,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.030039208522059,0,-0.0398180849533579,0
X600036.CH.EQUITY,0,0.0144868479365364,0,0,0,0,0,0,0.0437636512121344,0,0,0,0,-0.00693761575184085,0,0,0,0.024878633301708,0,0,0,0,0,0,0.693326527713274,0,0,0,0,0.116694428468216,0,0.000590897398028443,0,0,2.16840434497101e-19,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32876750965812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0.0957907582580247,0,0,0,0,0,0,0.135138809414136,0,0,0.119649766789801
X601628.CH.EQUITY,0,0,0,0,0.0185646382965185,0,0,0,0,0,0.131933202575888,0,0,0,0,0.0210918709512386,0.00725750456213451,0,0,0,0,0,0,0,0,0,0.0704731245282899,0,0,0,0,0,0,0,0.281668732298401,0,0,0,0,0,0.0879400288670794,0.19788382775022,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0.155352303152503,0,0,0,0,0,0,0,0,0,0.105849286204464,0,0,0,0,0,0,0,0.0225299605889129,0.0914319212061143,0,0,0,0,0,0.112300625894593,0,0,0,0.0607276425060243,0,0,0.0571007820813657,0,-0.0244515674493066,0,0,0,0.16834825605157,0.244339922905937,0,0,0,0,0,0,0,0.0196681160693246,0,0
