,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X600030.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X16.HK.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X267.HK.EQUITY,X300059.CH.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X600999.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X1113.HK.EQUITY,X000166.CH.EQUITY,X601336.CH.EQUITY,X001979.CH.EQUITY,X600918.CH.Equity,X12.HK.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601881.CH.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X002736.CH.EQUITY,X601169.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,-0.109359419242365,0,0,0,0,0,0,0,0,0,0,0,0.606562625230711,0.462370793696018,-0.0834597717730699,0,0.0976633088325961,0,0,-0.00144028366780814,0,-0.113850800880157,0,0,-0.24666273763565,0,0,0,-0.434921056941858,0,0,0,0,0,0.0590583686562937,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.0320721509978218,0,0.00696351285785099,0,0,-5.42101086242752e-20,0,0,0,0,0,0,0,0,0.337467734514108,0,0.0698522088677811,0,0,0,0,0,0,0,0,0.0847766900065039,0,0,0,0,0,0,0,0,0.320591609336581,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.0817365814244205,0,0,0.282788601151681,0,0,0,0,0.0736729535713306,0,0,0,0.0201982454111657,0.222593015126991,0,0,0,0,0,0,0,0,0.0361607203551792,0,0,0,0,0.0335469864453291,0,0,0,0,0,0,0,0,0,-0.0634086215061026,0,0,0,0,0,0,0,0,0,0,0,0.344314495954051,0,0.0974099810986865
X601288.CH.EQUITY,0,0,0.255932908436001,0,0.353360890376582,0.110995236594062,0,0.0368953801296906,8.67361737988404e-19,0,0.00838341161201233,-0.0190030747943371,0,0.16378255670831,0,0,-0.0188259358371745,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,-0.069661764757702,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.177073412100392,0,0,0,0,0,0.538260919101694,0,0,0.0718097045245005,0,0.074911632504469,0,0,0,0,0,0,0,0.269210572685496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.349222794443525,0,0,0.0957521919371035,0,0,0,0,0,0,0,0.107192571030564
X600036.CH.EQUITY,0,0,0.230940888848748,0.10125365521216,0,0,0,0.102959584139318,0.0985922608775421,0,-0.04452980421962,0,0,0,0,0,0,0,0,0.00368587777432231,0,0,0,0,0.0328583345917922,0,0,0,0,0,0,-0.0178077844644414,0,0.255389191669454,0,0,0,0.0279523231798716,0,0,0,-0.0857604028458034,0,0,0,0,0,0.120425744707869,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0.254217442135005,0,0,0,0,-0.0639020390054847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0.197335148872556,0.0982760644652419,0,0.113566732921731,0,0,0.0614767733504031,0,0,0,0,0.0128754978245053,0,0,0,0.00691779868114403
X1299.HK.EQUITY,0,0,0,0,0,0,0.194429412830118,0,0,0,0,0,0,0,0,0,0.016747491496432,0,0,0,0,0.173306537052474,-0.0704641494516289,0,0,0,0,0,0,0.13699274385995,0,0,0,0,0,0,0,0,0,0,0,0.119069953699979,0.155902367235062,0,0,0,0,0.47440312302257,0,0,0,0.0327393781629552
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0787183541930496,0,0,0,0,0,0,-0.0127362722884767,-0.392692799802266,0.694863157318046,0,0,0,0,0.703071987998779,0,0,0,0,0,0,-0.169639787713564,0,0,0.0686905104886393,0,0,0.250504967254212,0.152921488491244,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0.00989644159356007,0,0,0,0,0,0,0,0,0,0,0,0,0.212202891715364,0.0385846812023697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.250013008416545,0,0,0,0,-0.0132525377776215,0,0,0,0
