,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X000001.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X267.HK.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X600918.CH.Equity,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0.126293158717618,0,0,0,0,0,-0.0744940329745907,0,0,0,0,0,0,0,0,0,0,-0.0590846853693718,0,0.00410149138237663,0.233577345464418,0.503710681503992,-0.110253356892906,0,0,0,0.20597470491444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0510892503422943
X601318.CH.EQUITY,0,0,0,0.00470266419637649,0,0,0,0,0,-0.0260640557376407,0,0,0.0271502875807491,0,0.0555482392654132,0,0.0160529333055313,0,0.498080314907203,0.0193270911039083,0,0,0,0,0,0,0,0,0.118181992972968,0,0,0,0,0,0,0.0652381735292902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0,0.107527707510838,0,0.755442616411437,0,0,0,0,0,0.0246960962773808,0.0874578355563868,0,0,0,0.0270340173287005,0,0.0181546389756149,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0.057999274324376,0,0.00743483345374053,0,0,0,0,0,0,0.0159189796828956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.908976671308538,0,0,0,0,0,0,0,0,0,0.00557895415914762,0,0,0,0,0,0,0.0173586470610613,0.0805402553384437,0,0,0,0,0,0,0,0,0.0355553904303716,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,-0.142470639941937,0,0,0,0,0.0485793387432975,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,-0.027559209746788,0.301708131479555,0,0.268563944959841,0,0,0,0,0,0,0.437181291532872,0,0,0,0,0,0,0,0,-0.0751052243301664,0,0,0,0,0,0,0,0,0.0358070540077014,0,0,0,0,0,0,0,0,0.129207109486633,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0.333933809883509,0,0,0,0,0.0775057553631868,0,0,0,0,0,0.0209518389591173,0,0.0309647336049982,0.13808325466661,0,0,0,0,0,0,0,0,0,0,0.1167601122776,0.159357256764483,0.0399704806426824,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0345814331546578,0,0,0.0551784862757992,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0.00352603590552651,0.232271978074391,0,0,0,0,0,0.0022503779645278,0,0,0,0,0,0,0.305530142866057,0,0,0,0.0787504607726788,0,0,0.0200570999702144,0,0,0,0.18538945904306,0,0,0,0,0.0214677712542137,0,0,0.0601946294054423,0,0,0,-0.051666900414628,0,0,0,0.171798355541938,-0.091972024696014,0
X601988.CH.EQUITY,0,0,0,0.064407597566606,0,0.00941339322163406,0,0,-0.0552861174375931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0728378739202523,0,0,0,0,0,0,-0.0241050412544247,0,0,0,0,0,0,0,0,0,0,0.000218766900332006,-0.134336080930471,0,0.999509900137507,1.73472347597681e-18,0,0.000807342325900726
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.148541336497515,0,0.0282123386813739,0,0,0,0.156023382737147,0,0.341666934662495,0,0,0,0,0,0,0,0,0,0,0,0.00417346964704023,-0.0276026176588763,0,0,0,0.212151998610725,0.112288086204672,0,0,0.0572913478566501,0,-0.327016232374864,0,0
X388.HK.EQUITY,0,0,0,0,0.222979572918037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127136811680008,0,0.25601241618254,0,0,0.115458287252774,-0.00875191030915668,0,0,0,0,0,0,0.111288493028738,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.177416460623706,0,0,0,0.281770303167816
