,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X1997.HK.EQUITY,X601066.CH.EQUITY,X002142.CH.EQUITY,X601169.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X2886.TT.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0,0,0.123313863107364,0,0,0,-0.187593201213199,0.251896869348596,0,0,0.0923312755755943,0,0,0,0.273955048734169,0,0,-0.126313279221298,0,0,0,0,-0.136112266418434,0,-0.194817537478442,0,0,0,-0.22381993010606,0,0,0.823800755817103,0,-0.0511048759430306,-0.0807752668113384,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.139951086018146,0,1.38777878078145e-17,-4.33680868994202e-19,0,-0.01035101562701,0,0.095460043120316,0,0,0,0,0.0875486431144021,0,0,0.0652130140221885,0,0,0,0,0,0,0,0,0,0.0728028748728302,0,0,0.418530528975972,0,0.153671190406779,0,0,0,0,0,0,0.0467065208389871,0,0,0,0,0,0,-0.11215972132316
X601939.CH.EQUITY,0.169160972194396,0,0,0,0,0,0,0,0,0.229175320729406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.10808604566111,0,0,0,0,0,0,-0.0872830036848685,-0.174842847005036,0,0,0.0916961370291461,0,0.0564624078763029,0,0.496747391244805,0,0,0,0,0.112920810860975,0,0,0,0,0.075912757555054
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.355242968686899,-8.67361737988404e-19,0,0.504208002881537,0,0,0,0.523890074379496,-0.398938154572879,0.237233748681306,0,0,-0.262289203432148,0,0,0,0,0,0,0,0,0,0,0,0,-0.421690548881422,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36883588985248,0,0,-0.119366238457711,0
X5.HK.EQUITY,0,0,0,0,0,0.147230068946561,0,0.213164846313494,0,0,0.0227004187987842,0,-0.013299326562241,0,0.103036052730041,0.0569677210511298,4.33680868994202e-19,0.0104306914534927,0.0432989479464938,0,0.0524811566180699,0,0,0,0,0,0,0,0,-0.0278815524375675,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117555227950474,0,0,0,0.213003713194063,0,0,0
X601988.CH.EQUITY,-0.0113995611826468,0,0,0,0.530940785277321,0,0,0,0,0,0,0,0,0,0.109251026851248,0,0,0,0,-0.123809759156654,0,-0.120719458189773,0,0,0.215061828898132,0,0,0,0,-0.354409962637048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109735506387753,0,0,0.0325851872947721,0,0
X600036.CH.EQUITY,0,0.0299876412204706,0,0,0,0,0,0,0,0.672715771923772,0,0,0,0,0,0,0,0,0,0.203707632247306,0,0,0,0,0,0,0,0.0621665757264224,-0.0347062294764059,0,0,0,0,-0.181127054631304,0,0,0,0,-0.000278873435020918,0,0,0,0,0,0,0,0,0,0,0,0.0744151673181587
X1299.HK.EQUITY,0,0,0,0,0.149516092632288,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154618450755747,0,0,0,0,0,0,0.254241350352799,0.00301731417655565,0,0,0,0.132864065637332,0,0,0.0427656441064906,0,0,0,0,0,0,0,0,-0.097745607040316,-0.0328713538354315,0,0,0,0,0,0,-0.0415431982053005
X601628.CH.EQUITY,0,0.161819764373525,0.0236530125990297,0.0556087230208642,0,0,0,0,0,0,0,0,0,0.164812586494233,0,-0.0873155909238942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0567865606533471,0,0,0.25175061850852,0.197905286948694,0,0.034945010499967,0,0,0,0.233213192285471,0.134321495049818,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.0523491135950102,0.0327840638786267,0,0,0.604912412337437,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0.226778157060433,0,0,0,0,0,0.238584628704215,0,0,0,0,0,0,0,0,0,-0.0920845386948854,0,0,0,-0.000341685568330915,0,0,0,0.0752353283574856,0,-0.247799226575309,0,0,-0.0271538574525453,-0.0356116272098103,-0.146492472170654
