,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X001979.CH.EQUITY,X600918.CH.Equity,X2881.TT.EQUITY,X601169.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.260416418517743,0.0296053504970525,0.0581916090993792,-0.0129252777248099,0,0.450312878329105,0,0,0,0.0397461754556136,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0812126875972759,0.0339321413778644,0,0,0,0,0,0,0,0,0,0,0.0801444850491047,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0.208167051613246,0,0,0,0,0.0220578033135143,0.163063549307612,0,0,0,0.0778527292522766,0,0.0445971324702166,0,0,0.034281054121288,0,0,0.165214268471781,0,0,0,0,0,0,0,0,0,0,0,0.0171934200510947,0,0,0,0,0.0560543904892655,0,0.0311505251747088,0,0,0,-0.0621375690555833,0,0,0,0,0.0477890913154419,0,0,0.0991581339464034
X601939.CH.EQUITY,0.305799652825812,0.182316439749935,0,0.186012485137591,0,0,0,0.0510086953736194,0,0,0,0.0338875440842228,0.0552269639790308,0,0,0.0294229177338386,0,0,0.247503207387322,0,0,-0.240072829055097,0,-5.42101086242752e-20,0,0.131186011569207,0,0,0.0783052016685437,0,0,0,0.208366999532442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.0188430771688148,0,0,0.11046528134437,0,0.467383589629335,0,0,-0.0724822643056878,0.116487013817252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0700465547247178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0642182749814651,0,0.042603040431359,0.0353217165478383,0,-0.0351328111567832
X600036.CH.EQUITY,0,0.0739729192130768,0,0,0,0.135553022836824,0.126104912497936,0.0490476949605898,0,0,0,-0.0518077646294587,0.218867496078282,0,0,0.0889645438427183,0,0,0,0.0337472831412509,0,0,0,0,0,0.201469271254459,0.229336904043133,0,0,0,0,0,0,0,0,0,0,0,0.19783361440922,0.00769242266679989,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0.0453997151263042,0,0,0,0,0,0,0.014290757572186,0.0212523222196879,0,0,0.00343991987848102,-0.224311818355064,0,0,0,0,0,0.0765608668227877,0,0,0,0,-0.016344390641571,0,0,0,0,0,0,0.0128549452491798,0.678946856060163,0,0,0,0,0,0,0.0154146970770644,0,0,0,0,0.120262740761735,0,0,0,0,0.205942312232887
X1299.HK.EQUITY,0,0,-0.160536068672577,0,0.079563801691102,0,0,0,0,0,0.238744050695308,0,0,0,0.130582682311534,0,0,0,0,0.144900151428543,0,0,0.113724571525832,0,0,2.16840434497101e-19,0,0,0,0,0,0,0.0695377560852713,0,0,0,0,0,0.0259495219262026,0.106968702289488,0,0.118325537117159,0,0.143863478510686,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0.105121746308535,0.471931363385243,0.085633195515617,0,0,0,0,-0.00913467543921931,0.0222781459704706,0,0.255434744084986,0,0,0,0.0366891841825981,0,0,0,0,0,0.0462789766874113,0,0,-4.33680868994202e-19,0,0,0,0.0529338184944647,0,0,0,0,0,0,0.038094464187467,0,0,0.0479768388815921,0,0,0,0.00869748370243664,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.195055848064475,-8.67361737988404e-19,0,0,0.0929767465920228,0,0,0,0,0.0401462437229098,0,0,0,0,0,0,0,0,0,0.0821500191259119,0,0.221563922402985,0,0.167531448427842,0,0,0,0,-0.028602458074998,0,0,0.0699419843068504,0,0,0,0,0,0.212299716158682,0,-0.143495915352673,-6.93889390390723e-18,0,0.230242345986176,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0.238277222714712,0,-0.0786009950243338,0,0,0,0,0.047093026331182,0.118524289941424,0,0.0278991012665616,0,0,0,0,0,0,0,0,0,0,0,0.110394803340675,0.0678673833025016,0.348643088277331,0,0,0,0,0,0.00253714432971123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0265885232697941
