,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X388.HK.EQUITY,X11.HK.EQUITY,X601319.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601066.CH.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X2891.TT.EQUITY,X000776.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.141892298372287,0,0.0810355782039374,0,0,0,0,0,0,0,0.356049197256408,0.0933269972130849,0,0,-0.130405950515094,0,0,0,0,0,0,0,0,0,0,0,0,0.0805177657615484,0,0,0,0,0,0,0,0.206812817742808,0,0,0,0,0,0.0820863288059496,0,0,0,0.0560625513055559,0,0,0,0,0.0445708285626534
X601318.CH.EQUITY,0,0,0,0,0,0,0.042120156890983,0,0.130652060309627,0,0.0373790696847778,0,0,-0.149717385843797,0.0761080003552201,0.010790206473777,0,0,0,0,0,-0.0171072895691443,0,0,0,0,0,0,0,0,0,0,0.175052001443306,0,0,0,0,0,0,-0.230762078547362,0,0.373567540716563,0.101982813381004,0.196555516374156,0,0,0,0,0.187615950892918,0,0,0
X601939.CH.EQUITY,0.165871856693116,0,0,0.294792903290293,0,0.138134814380224,0,-0.0570537645338169,-0.0388729081680869,0,0,0,0,0,0.0414699402876976,0,0,0,0,0,-0.0135555175915005,0.0855445076317081,0,0,-0.0370112998326868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.490280605770801,-0.0710901136826863,0,0,0,0,-0.0223023479870749,0,0,0.0367817487559842,0,0,0
X601288.CH.EQUITY,0.491970826158351,0,0.159727382831149,0,0.0146887798839943,0.22195433184612,0,0,0,0,0,0,0,0.0295420500016959,-0.127662392618138,0,0,0,0,0,0,-0.0136746277248664,0,-0.0446304627989726,0,0,0,0,0,0,0,0,-0.0359599723010899,0,0.163619249253162,0,0,0,0,0,0,0,0,0.00254861299802762,0,0,0,0,0,0.275734179117845,0,0
X5.HK.EQUITY,0,-0.069608009381268,0.12766906781738,0.0736522536020987,0,0.0694110513700227,0,-0.170604082249187,0,0,0,0,0.268138948562965,0,0,0,0,0,0,0.66652942080032,0,0,0,0,0.0830136738788071,0,0,-0.124297210382041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121234777742712,0,0,0,0,0
X601988.CH.EQUITY,0.198210492899774,0,0.0850468519313714,0.0214653952142278,0,0,0,0,0.0313159618192459,0,0.0789171720735296,0,0,-0.32937202469675,0,0,0,0,0,0,0,0,0.499492931468039,0.0687592664683712,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0.115577772975491,0,0,0,0,0,0,0,0.0302437256065718
X600036.CH.EQUITY,0,0.114485836258076,0,0,0,0,0,0.120317079545679,0,0,0,0,0.0740890544237918,0,0.30877338170816,0.137757211436234,0,-3.46944695195361e-18,0,0.106628190001244,0,0,0,0,0,0,0,0,0,0,0,0,0.0465035271230576,0,-0.0448451745620127,0,0,0.117311674654058,0,0,-3.46944695195361e-18,0,0.0984806308296943,0,0,0,0,0,0,0,0,-0.0497510024274055
X1299.HK.EQUITY,0,0,0,0,0,-0.0163543566890762,0.0160066367807653,0,0,0,0.213328079104991,0,0,0,-0.151602471412472,0,0,0,0.311778371849231,0.255657084351447,0,0,0,0.0510435252255324,0,0,0,0.119335235813249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0314437255271724,0,0.125781265103431,0,0,-0.0231448658934645,0,0
X601628.CH.EQUITY,0.368527975737987,0.295500444723903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0178519738639118,0,0,0,0,0,0,0,0,0,0.001737280306249,0,0,0,0,0,0,0.117736036738125,0,-0.085841466109775,0,0,0,0,0,-6.93889390390723e-18,0,0,-0.0716862222147285,0.0575697752093751,0,-0.211028789021239,0,0,0.201555361369842
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
