,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X2007.HK.EQUITY,X000001.CH.EQUITY,X1113.HK.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X1997.HK.EQUITY,X600048.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X601066.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X17.HK.EQUITY,X002142.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X000776.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.681906301932335,0,0,0,0,0,0,0,0.0459511617750403,0,0.105005371986166,0,0,0,0,0,0,0.00707715453831515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0269890683115079,0,0.0711198696981967,0,0,0,0,0,0,0,0,0,-0.00429276219981072,0.0168441554012677
X601939.CH.EQUITY,0.209993999061,0,0,0.379990357993251,0,0.143962437765963,0,0,0,0,0,0,0,0,0,0,0,0.0152930327581942,0,0,0.0460198540995704,0,0,0,0,0,0,0.12112790152358,0,0,0,0.019759076807467,0,0.0163061521072399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0876728653183461
X601318.CH.EQUITY,0,0.0175147572538635,0,0.0917758842216957,0,0,0,0,0,0,0,0,0,0,0,0.00884796346132371,0,0,0.192522149395803,0.00916996383960907,0,0,0,0,0.0104296405611583,0.0468507252718999,0,0,0,0,0,0,0,0.214086139649407,0.0165907399704181,0.0441250005774413,0,0,0,0.235099139237926,0,0,0,0,0,0.0861970698025421,0,0,0,0,0
X601288.CH.EQUITY,0.289377852052209,0,0,0,-0.0271037008397616,0,0,0,0,0.115193627074115,0,0,0,0,0,0,0,0,0.063301712986947,0,0,0.0566630409456249,0,0,0.0304896126445036,0.259780446348972,0,0,0.0354686881170924,0.0700117451922525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0733556709844241,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.159071503150632,0.0654934661128672,0,0,0,0.453746040586936,0,0,0,0,0,0.255126203683223,0.0143247886504644,0,-0.35276377251338,0,0,0,0,0.351452826261968,0,0,0,0,0.183279174371741,0,-0.00309286506550751,0,0,0,0,0,-0.251232114337565,0,0,0,0,0,0,-0.185712916765989,0,0,-0.0576712314012571,0,-0.313591521678006,0
X601988.CH.EQUITY,0.0872217460958619,0.0666279516911378,0,0,0.0351673531659761,0,0,0,0,-8.67361737988404e-19,0,0.0448008698836292,0,0,0,0,0,0,0.0383444513709713,0,0,0,0.597605654074516,0,0,0,0,0,0,0.0975299219397143,0,0,0,0,0,0,0,0,0,0.0600173553574218,0,0,0,0,0,0,0,0,0.0372729757744014,-0.0887684953554894,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0.00736142087188035,0,-0.0172617537133834,0,0.0547437174611655,-0.0152232935900676,0,0,0,0.235765741231962,0,0,0,0.232569549934142,0,0,0,0.0288082231890874,0,0,0,0.0578334082555601,0,0,0,0,0,0,0,0,0.0664420019757342,0,0,0,0,0,0,0,0,0,0,0,0,0.0963269665666819
X600036.CH.EQUITY,0,0,0.00964237628267038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.788177062673077,0,0.00558458684052283,0,0.0709540482925764,0,0,0,0,0,0,0,0,0,0,0,0,0.015094313811834,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0.12495217478689,0.091788816296368,0,0,0,0,0,0,0,0,0,0,0,0.0241974584869445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.355019843222167,0,0,0.0424535015248534,0,0,0,0.0862532750329624,0,0,0.115904775277442,0,0,0.0327793377340412,0,0
X601328.CH.EQUITY,0,0.002456438597446,0,0,0,0,0,0.189040752127395,0,0,0,0,0,0.113142009164336,0,0,0,0,0,0,0,0.322223857897456,0,0,0,0,0,0.0403236809231038,0,0,0,0.00478714618188984,-0.00123499929825982,0.0164190358401285,0,1.73472347597681e-18,0,0,0.0724727004601357,0.236264195700348,0,0.0566873693512692,0,0,0,0,0,0,0,-0.0186679866684002,0
