,X601398.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X601628.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X601601.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X601328.CH.EQUITY,X16.HK.EQUITY,X002142.CH.EQUITY,X601066.CH.EQUITY,X11.HK.EQUITY,X601319.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X600999.CH.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X600926.CH.EQUITY,X601169.CH.EQUITY,X601155.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.0244288116192275,0,0.331677607474583,0.110202674071199,0,0.22178242553517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165697179513086,0,0,0,0.0303807765268175,0.0171989509847264,0,0,0,0.0524239152609168,0,0,0.0209746873172142,0,0,0,0,0,0,0,-0.0331716994924805,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0.0772217432692576,0,0,0,0,0.117607893077259,0,0.0408383303269394,0,0.0334987888171824,0,0.179766552795828,0.168562330197936,0,0,0,0,0,0,0,0.0881091331526106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0131025909456181,0,0
X600036.CH.EQUITY,0,0,0,0,0,0.174548218523428,0,0,0,0,0,0,0.213951785261192,0,0,0,0.0388257954821199,0,0,0,0,0,0,0,0.127134060873281,0.121621689990027,0,0,0,0,0,0,0,0,0,0,0.0113962363635736,-0.110835343467258,0.0340985113052108,0,0,-0.0687144592789981,0,0,0,0,0,0,0.32174254639095,0,-0.0314496124875861,0
X601939.CH.EQUITY,0.586515314851659,0,0,0,0,0,0,0,0.232902968656016,0,0.10117599461233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112910929598694,0,0,-0.0558098655612711,0,0,0,0,0,0,0,0,0.144792777630165,0.0739920431106211,0,0,0
X601288.CH.EQUITY,0,0,0,0.203192612739633,0,0,0.422694613734669,0,0,0,0.0744717710110887,0.00818149223212219,0,0,0,0,0,0.0995461165813252,0,0,0,0,0,0,0.0372411843222137,0,0.0361009256245914,0,0,0,0,0,0.0883962567917871,0,0,-0.00501175519099463,0,0,0,0,0,0,0,0,0,0,0,0.0234157345255158,0,0,0,-0.0349888331912697
X1299.HK.EQUITY,0,0,0,0,-0.048055034364188,0,-0.0452007644620156,0,0.03532405758013,0,0,0,0,0.107985379718324,0,0,0,0,0,0.177874008978818,0,-0.197767178757998,0,0,0,0,0,0.0732833235614667,0.288580845037373,-0.0464625394348819,0,0,0,0,0,0,0.0390231246589514,0,0.202576993022951,0,0.214769107114308,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.141634726434827,0,0,0,0.304633114482581,0,0,0.103183075728494,0,0,0,0.0293657581868941,0,0,0,0,0,0,0.195536691011955,0,0,0,0,0,0.192192524763328,0,0,0,0,0,0,0,-0.212569291419959,0,0,0,0,0,0.00475983740430344,0,0,-0.0207971014081505,0,0,0,0.0210619708390339,0,0,0,0,0,-0.0773289981034278
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0.0358688109724415,0,0,-0.0838321598388428,0,0,0,0,0,0,0.231778611678657,0,0,0.0460161106907989,0,0,0.052343940741969,0,0,0,0,0.0566092543330298,0,0,0,0,0.186322453237844,0.225355546809516,0.181095906049282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.274726704551977,0,0.143811032357655,0,0,0,0,0,-0.0638215928787768,0.016803473876337,0.0130298817193394,0,0,0,0,0,0,0,0,0,0,0.291090089268942,0,0,0,0,0.0941427606155907,0,0,0,0,0,0,0,0,0,0.170755676096962,0,0,0,0,0,0.144951665999301,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144203986636289,0,0,0,0,0,0,-0.0921966133128876,0,0,0,0,0,0,0,0,0,0,-0.0258001965970887,0,-0.0568605968474351,0.0596762477489245,0,0.0690035077349819,0,0,0.0272982721974311,0,0.199786365320223,-0.351936184956863,0,0.0803250031217038,0,0,0,-0.300662112725029,0
X601166.CH.EQUITY,0,0,0,0,0,0,0,0,0.00667586886056699,0,0,0,0.452806643816872,0,0,0,0,0,0,-0.0990315251771291,0,0,0,0,0,0,0.140775695717601,0,0,-0.0871903881452114,0.118484270396181,0.151313520425838,0.00282388198385937,0,0,0.00440758678639038,0,0,0,0,0,0,0,0.0479617456189613,0,0,0,0.0980902763105592,0,0,0,-0.112545117903702
X601658.CH.Equity,0,0,0,0,0,0,0.172486007051318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.266714178486023,0,0.255001340565287,0.0728372976254359,0,0,0,0,-0.0348744322695632,0,0,0,0,0,0.159007980281319,0,0,0,0,0,0,0,0,0,0,0,-0.163741937843576,0
X000001.CH.EQUITY,0,0,0.0422125817678199,0,0,0,0,0,0,-0.067547083372246,0.368680169917058,0,0,0,0,0,0,0.0331917181909877,0,0,0,0.0726309482816456,0,0,0,0,0.0185609803501294,0,0,0.19257344931219,0,0,0,0,0,0,0,0,0,0.138102414593423,0,0.0952699814198759,-0.073588911673109,-0.196362740346624,0,0,0,0,0,0,0,0.00167513850347569
X601601.CH.EQUITY,0,0.254190759208825,0,0,0,0.154392739546934,0,0.00059932345597179,0,0,0,0,0,0,0,0,0.0370346315046797,0,0.184171175379014,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0.299339737772521,0,0,0,0,0,0,0,0.206700121445723,0,0,0,0,0,0,0
X300059.CH.EQUITY,0,0.305372279418355,0,0,0,0,0,0,-0.0792861274444974,0,3.46944695195361e-18,-0.0423634983042846,0,0,0,0.289462298915451,0,0,0,0,0,0.148616401874675,0,0.0506266302986359,0,0,0,0,0,0.057310347038744,0,0,0,0,0.224726673203192,0,0,0.0280887259867692,0,0,0,0,0,0,-0.0930826641795985,0,0,0,-1.73472347597681e-18,0.00328662146635822,0.00336822549787724,0.088626365853973
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.05691471357872,0,0.0712381164474657,0,0,0,0,0,0.0281123102432908,0.253647251254237,0,0,0,0,0,0,0,0.0202151732630001,0,-0.016645784256019,0,0,0.423402012210421,0.00512248188762581,0,0,0,0,-0.114941262029664,0,0.0690490091481122,0,0,0.171210782749201,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0.145614256073011,0,0,0,0,-0.0978136530199205,0,0,0,0.0275130583612118,0,0,0.154135445024395,0,0,0,0,0,0.0974122797017175,-0.0969029453038616,0,0,0.157693642236536,-0.0644223795266027,0,0,0,-0.105098185471059,0.0640528214981195,0.673830739565604,0,0.0642677413264705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.0223482740291414,0,0,0,0,0,0.135593269912901,0,0,0,0,0,0.116388939740428,0,0.271721895172329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0288720649756748,0,0,0.300679598929129,0,0.00737043195575424,0.187601660387982
X601328.CH.EQUITY,0,0,0,0.161244565830974,0,0,0.333245124860378,0.105282247565709,0,0,0,0,0,0,0,0,0,0.165158820456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0029337368236848,2.16840434497101e-19,0,0,0.135601215291026,0,0,0,0,0.0709190120160467,0.00176106194719418,0.0111418570210176,0,0.0181061575275631,0,0,0
